a,chi_target,seed,obs_r,pred_r,winding_k,chi_own,ratio
1.3,0.06,862013,1.2375328110113477,0.457178904091319,-1,0.06122851078065296,2.7068895785361025
1.3,0.06,862014,2.1305196261164143,0.457178904091319,-1,0.05697503729947438,4.6601442171768594
1.3,0.06,862015,1.8458642201645312,0.457178904091319,-1,0.0635583796306153,4.037509613076613
1.3,0.06,862016,1.6967754507904966,0.457178904091319,-1,0.05893676519490632,3.71140364440695
1.3,0.06,862017,1.9073557838405715,0.457178904091319,-1,0.05794103971187716,4.17201180275717
1.3,0.06,862018,2.159795617658623,0.457178904091319,-1,0.05992984748502233,4.724180399249602
1.3,0.06,862019,1.601100469304384,0.457178904091319,-1,0.060412669694159316,3.5021311241092894
1.3,0.06,862020,1.7695666183666958,0.457178904091319,-1,0.05707441067523309,3.870621768700934
1.3,0.06,862021,1.9549907642883593,0.457178904091319,-1,0.05667427372124094,4.276205106563404
1.3,0.06,862024,1.5773293117253924,0.457178904091319,-1,0.060171315262134706,3.4501358168755956
1.3,0.06,862025,1.6875618409563051,0.457178904091319,-1,0.06180136137473863,3.691250462027495
1.3,0.06,862029,1.7479241720170187,0.457178904091319,-1,0.06188524845707723,3.823282650128319
1.3,0.06,862031,2.0050280975885526,0.457178904091319,-1,0.05682135864878997,4.38565314288443
1.3,0.06,862032,1.622027933171469,0.457178904091319,-1,0.06598691441131697,3.5479063418190395
1.3,0.06,862034,1.7743417083737296,0.457178904091319,-1,0.0646117517626322,3.881066454499647
1.3,0.06,862035,1.3901543453256568,0.457178904091319,-1,0.057309143755523304,3.0407228611930464
1.3,0.06,862036,1.8138764922443391,0.457178904091319,-1,0.06320892921191928,3.96754197538832
1.3,0.06,862038,1.8318053919345796,0.457178904091319,-1,0.06408226847557606,4.006758351143618
1.3,0.06,862039,1.452276580128224,0.457178904091319,-1,0.062343678089313764,3.1766045351868195
1.3,0.1,862001,2.3441617008421,0.7619648401522041,-1,0.09600722224515963,3.07646964441804
1.3,0.1,862003,1.8191565370159637,0.7619648401522041,-1,0.09426446118440826,2.387454697584974
1.3,0.1,862007,2.6681091744532246,0.7619648401522041,-1,0.09373982707025831,3.5016171795016997
1.3,0.1,862008,2.749905859553756,0.7619648401522041,-1,0.09477470399672534,3.608966863883715
1.3,0.1,862010,2.202282704795509,0.7619648401522041,-1,0.0930606396302198,2.890268144597851
1.3,0.1,862011,2.975272834428691,0.7619648401522041,-1,0.09781552552001777,3.9047376960784357
1.3,0.1,862012,1.9498101749500112,0.7619648401522041,-1,0.09728708360739975,2.558924076549953
1.3,0.1,862013,1.7348323191878463,0.7619648401522041,-1,0.1020475179677557,2.276787888062276
1.3,0.1,862014,1.9226541755328057,0.7619648401522041,-1,0.09495839549912467,2.5232846375808515
1.3,0.1,862015,2.244470633458695,0.7619648401522041,-1,0.10593063271769294,2.945635435107947
1.3,0.1,862016,2.3230711729047386,0.7619648401522041,-1,0.09822794199151128,3.048790509074802
1.3,0.1,862017,1.9258126294477447,0.7619648401522041,-1,0.096568399519796,2.527429781488421
1.3,0.1,862018,2.229102528646685,0.7619648401522041,-1,0.09988307914170463,2.9254663879260057
1.3,0.1,862019,2.184957601885526,0.7619648401522041,-1,0.10068778282359962,2.867530739934242
1.3,0.1,862020,2.5097634275487946,0.7619648401522041,-1,0.09512401779205587,3.293804773258913
1.3,0.1,862021,2.0972216481555157,0.7619648401522041,-1,0.09445712286873562,2.7523863801072386
1.3,0.1,862022,1.7919711932147804,0.7619648401522041,-1,0.09868446208711285,2.351776747148635
1.3,0.1,862023,1.5649567482720936,0.7619648401522041,-1,0.09861327429216546,2.053843780980091
1.3,0.1,862025,2.4931546267696465,0.7619648401522041,-1,0.10300226895789849,3.272007441014776
1.3,0.1,862026,1.8824700533781926,0.7619648401522041,-1,0.09996656467214649,2.4705471357473203
1.3,0.1,862027,2.5636390769484105,0.7619648401522041,-1,0.09853882820279547,3.364510987720008
1.3,0.1,862029,2.4385402675105983,0.7619648401522041,-1,0.10314208076179615,3.2003317463093106
1.3,0.1,862030,2.3741196077104085,0.7619648401522041,-1,0.1003881924481642,3.1157862969584964
1.3,0.1,862031,2.3554284719712304,0.7619648401522041,-1,0.09470226441465066,3.091256115571853
1.3,0.1,862034,2.589683865335122,0.7619648401522041,-1,0.10768625293772113,3.3986920772063804
1.3,0.1,862035,2.745909713449609,0.7619648401522041,-1,0.09551523959253956,3.6037223356672303
1.3,0.1,862036,2.0745505458230538,0.7619648401522041,-1,0.1053482153531996,2.7226329044377664
1.3,0.2,862001,3.9553722573965278,-1.4877216439325147,0,0.19201444449032135,-2.6586776320207584
1.3,0.2,862002,3.7084624892089755,-1.4877216439325147,0,0.228854686006159,-2.4927126014019305
1.3,0.2,862004,3.839452529502953,1.5239296803044249,-1,0.21585051020176022,2.5194420576781287
1.3,0.2,862005,2.8570817812063516,1.5239296803044249,-1,0.18631610740631685,1.874812084922194
1.3,0.2,862006,2.562986117569929,-1.4877216439325147,0,0.2094470879881308,-1.7227591787904308
1.3,0.2,862008,3.179598613223175,-1.4877216439325147,0,0.18954940799345277,-2.1372268301605795
1.3,0.2,862009,3.549873342176527,1.5239296803044249,-1,0.21578292465761764,2.329420699692254
1.3,0.2,862011,4.785003001903539,-1.4877216439325147,0,0.19563105104003767,-3.2163294937722866
1.3,0.2,862012,5.655039765122496,1.5239296803044249,-1,0.19457416721480164,3.710827237115579
1.3,0.2,862016,2.9280232729575504,-1.4877216439325147,0,0.1964558839830247,-1.9681257477829435
1.3,0.2,862018,5.9317741895950915,-1.4877216439325147,0,0.19976615828341143,-3.9871532512732375
1.3,0.2,862021,3.0438470641421613,-1.4877216439325147,0,0.18891424573747329,-2.0459788808989288
1.3,0.2,862022,3.487821841849123,-1.4877216439325147,0,0.19736892417422786,-2.344404852933185
1.3,0.2,862024,2.4109992644177747,-1.4877216439325147,0,0.20057105087378607,-1.6205983654608584
1.3,0.2,862026,2.6960247588072894,1.5239296803044249,-1,0.19993312934429516,1.7691267475469887
1.3,0.2,862027,2.270355478624506,1.5239296803044249,-1,0.19707765640559308,1.48980330783437
1.3,0.2,862030,3.2297537168212243,-1.4877216439325147,0,0.2007763848963306,-2.170939523528052
1.3,0.2,862031,6.400977946986998,-1.4877216439325147,0,0.1894045288293034,-4.302537355084253
1.3,0.2,862033,4.112191813796585,-1.4877216439325147,0,0.20404334634476098,-2.764086837458903
1.3,0.2,862037,2.981630959908485,-1.4877216439325147,0,0.21020912733131772,-2.0041591597922173
1.3,0.4,862003,11.3609065055263,3.0478593606088666,-1,0.37705784473763926,3.7275035234095406
1.3,0.4,862004,10.017397124660617,3.0478593606088666,-1,0.4317010204035228,3.2866992664187284
1.3,0.4,862005,12.924416829016048,3.0478593606088666,-1,0.37263221481263575,4.2404898979440295
1.3,0.4,862011,5.994448206482314,-2.9754432878650463,0,0.3912621020800775,-2.014640383478281
1.3,0.4,862012,5.025077362986613,-2.9754432878650463,0,0.38914833442960545,-1.6888499886657995
1.3,0.4,862014,5.161516752998092,-2.9754432878650463,0,0.37983358199650497,-1.7347051358863597
1.3,0.4,862016,9.149003493124631,3.0478593606088666,-1,0.3929117679660516,3.001780072718627
1.3,0.4,862017,10.719681188751583,3.0478593606088666,-1,0.3862735980791904,3.5171180558049526
1.3,0.4,862021,9.261047632487537,15.0944646575567,-3,0.3778284914749487,0.6135393233605807
1.3,0.4,862024,3.8092419699385136,-2.9754432878650463,0,0.40114210174757436,-1.2802267095709756
1.3,0.4,862026,6.756789090698492,3.0478593606088666,-1,0.39986625868859255,2.2168966121024356
1.3,0.4,862029,11.35745935349892,3.0478593606088666,-1,0.41256832304719143,3.726372515833557
1.3,0.4,862031,5.7612542477274635,-2.9754432878650463,0,0.3788090576586089,-1.9362675374200478
1.3,0.4,862032,4.123509778487718,3.0478593606088666,-1,0.43991276274212376,1.3529199646744758
1.3,0.4,862035,4.703282377705122,3.0478593606088666,-1,0.38206095837016457,1.5431428492046804
1.5,0.03,862000,0.14510105213850877,0.12223172508554202,0,0.027935550615443526,1.1870981288774416
1.5,0.03,862001,0.18238014458144147,0.12223172508554202,0,0.031420927142887745,1.492085172272628
1.5,0.03,862002,0.12094098508466078,0.12223172508554202,0,0.026872491906737857,0.989440221022996
1.5,0.03,862003,0.16799461050087872,0.12223172508554202,0,0.03204825963587802,1.3743944985093701
1.5,0.03,862004,0.1323239084265284,0.12223172508554202,0,0.028181584737445975,1.0825659895900475
1.5,0.03,862005,0.16856415818432335,0.12223172508554202,0,0.03261318314771327,1.3790540718161042
1.5,0.03,862006,0.13424037336092498,0.12223172508554202,0,0.028755797019309085,1.0982449381858834
1.5,0.03,862007,0.16916406874393575,0.12223172508554202,0,0.032288983693111686,1.383962049341518
1.5,0.03,862008,0.13900030416960774,0.12223172508554202,0,0.032186947602604425,1.1371867988636377
1.5,0.03,862009,0.13376847026549887,0.12223172508554202,0,0.02802840860885547,1.0943842130337524
1.5,0.03,862010,0.17486240797175645,0.12223172508554202,0,0.03269283709483792,1.4305812001702638
1.5,0.03,862011,0.16234656426057792,0.12223172508554202,0,0.030797675808373837,1.3281868037693336
1.5,0.03,862012,0.16398405145326844,0.12223172508554202,0,0.03103108691809012,1.341583384661443
1.5,0.03,862013,0.13232447738458042,0.12223172508554202,0,0.029612818669457853,1.082570644339472
1.5,0.03,862014,0.17900193030352507,0.12223172508554202,0,0.031697052956663585,1.46444738612871
1.5,0.03,862015,0.1359943300094273,0.12223172508554202,0,0.028555316860959606,1.1125943769038171
1.5,0.03,862016,0.16888910582436312,0.12223172508554202,0,0.030686757550897472,1.3817125276287203
1.5,0.03,862017,0.16497297444069803,0.12223172508554202,0,0.0312621358265423,1.3496739436937848
1.5,0.03,862018,0.15141253045379055,0.12223172508554202,0,0.030481131956615976,1.2387334822267033
1.5,0.03,862019,0.14101489398812084,0.12223172508554202,0,0.02993527312655048,1.1536685250039111
1.5,0.03,862020,0.14633751696536867,0.12223172508554202,0,0.031892982843269045,1.197213872772855
1.5,0.03,862021,0.15875973049352043,0.12223172508554202,0,0.03201653728404545,1.2988422635973995
1.5,0.03,862022,0.1550245077343153,0.12223172508554202,0,0.030419414955909187,1.268283726060675
1.5,0.03,862023,0.1495223285383005,0.12223172508554202,0,0.03052029431059151,1.2232693961707533
1.5,0.03,862024,0.1539565114682251,0.12223172508554202,0,0.030082239960604242,1.2595462541372213
1.5,0.03,862025,0.13946542650261895,0.12223172508554202,0,0.029186396888792796,1.1409920493637489
1.5,0.03,862026,0.14211932386795278,0.12223172508554202,0,0.03011354535134883,1.1627040669555528
1.5,0.03,862027,0.15547713211974745,0.12223172508554202,0,0.030670009209360603,1.2719867285759008
1.5,0.03,862028,0.15381956088838056,0.12223172508554202,0,0.03357649728732623,1.258425836506294
1.5,0.03,862029,0.14573924959474893,0.12223172508554202,0,0.029288234644383026,1.1923193384757969
1.5,0.03,862030,0.14850093312552914,0.12223172508554202,0,0.030258978986254726,1.2149131743138126
1.5,0.03,862031,0.17000222826807154,0.12223172508554202,0,0.0318990170691198,1.3908191850282574
1.5,0.03,862032,0.13429242294230215,0.12223172508554202,0,0.027620494546863075,1.0986707652887957
1.5,0.03,862033,0.15791549676414718,0.12223172508554202,0,0.02951047046244674,1.2919354337315654
1.5,0.03,862034,0.13812483299552158,0.12223172508554202,0,0.028214872262328473,1.1300244097746066
1.5,0.03,862035,0.16509253938896995,0.12223172508554202,0,0.03168070619412696,1.3506521263070814
1.5,0.03,862036,0.12834371470496153,0.12223172508554202,0,0.028719363132629048,1.0500033000036786
1.5,0.03,862037,0.14783952597945338,0.12223172508554202,0,0.02868878959358778,1.2095020820166789
1.5,0.03,862038,0.1360934920080601,0.12223172508554202,0,0.028204782014341016,1.1134056392709595
1.5,0.03,862039,0.12628602131031097,0.12223172508554202,0,0.02942101193189136,1.0331689356583293
1.5,0.06,862000,0.37288516684142925,0.24446345017108403,0,0.05587110123088705,1.5253207241428983
1.5,0.06,862001,0.5658001794965521,0.24446345017108403,0,0.06284185428577549,2.314457147277376
1.5,0.06,862002,0.2925513413438974,0.24446345017108403,0,0.053744983813475714,1.1967078969848448
1.5,0.06,862003,0.49363885262819296,0.24446345017108403,0,0.06409651927175604,2.0192746698237602
1.5,0.06,862004,0.32690344739242994,0.24446345017108403,0,0.05636316947489195,1.337228314349861
1.5,0.06,862005,0.5004040320828165,0.24446345017108403,0,0.06522636629542654,2.0469482523159037
1.5,0.06,862006,0.3435158914899379,0.24446345017108403,0,0.05751159403861817,1.4051830294039191
1.5,0.06,862007,0.5072386377968288,0.24446345017108403,0,0.06457796738622337,2.0749058292429625
1.5,0.06,862008,0.3784774537543776,0.24446345017108403,0,0.06437389520520885,1.548196482907796
1.5,0.06,862009,0.3375535651220085,0.24446345017108403,0,0.05605681721771094,1.38079359055833
1.5,0.06,862010,0.5454254339299522,0.24446345017108403,0,0.06538567418967584,2.2311123955267935
1.5,0.06,862011,0.4547966021570873,0.24446345017108403,0,0.06159535161674767,1.8603869078948398
1.5,0.06,862012,0.472593001895633,0.24446345017108403,0,0.06206217383618024,1.933184701291322
1.5,0.06,862013,0.33047526763668245,0.24446345017108403,0,0.059225637338915706,1.351839170253894
1.5,0.06,862014,0.5529561615834651,0.24446345017108403,0,0.06339410591332717,2.2619175226255175
1.5,0.06,862015,0.3474029755699062,0.24446345017108403,0,0.05711063372191921,1.4210835007310152
1.5,0.06,862016,0.49679287349316636,0.24446345017108403,0,0.061373515101794944,2.032176479328478
1.5,0.06,862017,0.4817880339587808,0.24446345017108403,0,0.0625242716530846,1.970797817103574
1.5,0.06,862018,0.4218745057711335,0.24446345017108403,0,0.06096226391323195,1.725716075249249
1.5,0.06,862019,0.379061099244445,0.24446345017108403,0,0.05987054625310096,1.5505839379226827
1.5,0.06,862020,0.4099117317673897,0.24446345017108403,0,0.06378596568653809,1.6767812590410518
1.5,0.06,862021,0.45812436239841703,0.24446345017108403,0,0.0640330745680909,1.873999414136574
1.5,0.06,862022,0.42059609829786493,0.24446345017108403,0,0.060838829911818375,1.7204866330877566
1.5,0.06,862023,0.40059122668692293,0.24446345017108403,0,0.06104058862118302,1.6386548844278164
1.5,0.06,862024,0.42501605725847447,0.24446345017108403,0,0.060164479921208484,1.738566877629492
1.5,0.06,862025,0.3569798179665111,0.24446345017108403,0,0.05837279377758559,1.4602584464740402
1.5,0.06,862026,0.3729955947060435,0.24446345017108403,0,0.06022709070269766,1.5257724393769627
1.5,0.06,862027,0.4173382506000274,0.24446345017108403,0,0.06134001841872121,1.7071601104703364
1.5,0.06,862028,0.6832113614728264,0.24446345017108403,0,0.06715299457465246,2.7947382768045337
1.5,0.06,862029,0.3847710817086756,0.24446345017108403,0,0.05857646928876605,1.573941141055644
1.5,0.06,862030,0.4068891256038236,0.24446345017108403,0,0.06051795797250945,1.6644170133370384
1.5,0.06,862031,0.5246224422290451,0.24446345017108403,0,0.0637980341382396,2.1460158639743323
1.5,0.06,862032,0.3417731722018609,0.24446345017108403,0,0.05524098909372615,1.3980542774908729
1.5,0.06,862033,0.4318278807612608,0.24446345017108403,0,0.05902094092489348,1.7664312618473337
1.5,0.06,862034,0.3499299653506567,0.24446345017108403,0,0.05642974452465695,1.4314203824979297
1.5,0.06,862035,0.4680648012469446,0.24446345017108403,0,0.06336141238825392,1.9146616842696793
1.5,0.06,862036,0.3257978925579439,0.24446345017108403,0,0.057438726265258096,1.3327059416446065
1.5,0.06,862037,0.3929138862538253,0.24446345017108403,0,0.05737757918717556,1.6072500244058998
1.5,0.06,862038,0.34933269295781977,0.24446345017108403,0,0.05640956402868203,1.4289771853966087
1.5,0.06,862039,0.31098938775339735,0.24446345017108403,0,0.05884202386378272,1.2721304045073247
1.5,0.1,862002,0.7925243552816401,0.40743908361847947,0,0.08957497302246084,1.9451358182018428
1.5,0.1,862004,1.0545393185844287,0.40743908361847947,0,0.09393861579148798,2.5882134556631913
1.5,0.1,862039,1.1247988302915006,0.40743908361847947,0,0.09807003977297266,2.7606552132950193
1.5,0.4,862005,5.825849222056721,-1.523614099091407,1,0.43484244196951916,-3.823703932334908
1.5,0.4,862010,5.515143870326245,1.629756334473927,0,0.4359044945978478,3.3840297188392223
1.5,0.4,862011,5.243958399346722,-1.523614099091407,1,0.4106356774449929,-3.4417891003200265
1.5,0.4,862013,6.073863153609799,1.629756334473927,0,0.3948375822594461,3.726853533335335
1.5,0.4,862036,5.5204336879275075,1.629756334473927,0,0.38292484176839514,3.3872754909153104
1.5,0.4,862038,5.089276793141151,1.629756334473927,0,0.37606376019122123,3.1227225110212142
