a,budget,seed,step,before_crossing,rel_dist,gap_run,gap_min
1.4,2000,32,1966,True,0.007312622763999312,-0.0035903180217276,0.005447471094733203
1.4,2000,32,1973,True,0.007276285625372539,-0.0027116468720511,0.006265092112319515
1.4,2000,32,1980,True,0.007240249649913051,-0.0018394325912933,0.0070767844527113155
1.4,2000,32,1987,True,0.0072045114626677394,-0.0009736105898117,0.007882606456360186
1.4,2000,32,1994,True,0.007169067736798752,-0.0001141171170364,0.008682615719462383
1.4,8000,35,1,True,2.6162640565288835,-2.331947631256747,-0.19311470901270972
1.4,8000,35,2901,False,0.006134042931084663,0.037821037137248,0.04565949083890075
1.4,8000,35,3364,False,0.004789082194434435,0.0706181921171542,0.07618648410844742
1.4,8000,35,3827,False,0.0038663595259703825,0.0937950084394478,0.09781005016707534
1.4,8000,35,4290,False,0.003210112018395012,0.1105805019923513,0.11348763861671163
1.4,8000,35,4753,False,0.0027296156149220607,0.1229770118232704,0.12506740370132574
1.4,8000,35,5216,False,0.0023691613825344085,0.1268344794461722,0.12646484690168958
1.4,8000,35,5679,False,0.0020931082634028345,0.1259435518598501,0.12560503263367595
1.4,8000,35,6142,False,0.0018778862423746473,0.1252287914986669,0.12491358138968423
1.4,8000,35,6605,False,0.0017074318984032237,0.1246503704339829,0.12435254992098388
1.4,8000,35,7068,False,0.001570605668807302,0.1241788350826271,0.12389383416514388
1.4,8000,35,7531,False,0.0014594557143390449,0.1237921806130382,0.12351646458643106
1.4,8000,35,7994,False,0.0013681570021207956,0.1234741543719843,0.12320465009193304
1.3,2000,1,1,True,1.2723136011939586,-3.090440584992699,-3.0591133972981863
1.3,2000,1,3,True,1.262892581024356,-2.981205853743993,-3.150506459868605
1.3,2000,1,5,True,1.2532087670573624,-2.8723770396559978,-3.2411694989716477
1.3,2000,1,8,True,1.2385574531691799,-2.713005214752031,-3.3741781605572125
1.3,2000,1,12,True,1.2197278776262959,-2.5158135304352127,-3.5424590717722353
1.3,2000,1,18,True,1.1955877392958247,-2.274598854203387,-3.767493596084601
1.3,2000,1,27,True,0.8335602016594305,-1.9544485396018896,-3.7495177872505674
1.3,2000,1,40,True,0.8322392438727232,-1.902924726550816,-3.497812643367034
1.3,2000,1,59,True,0.8124996437907337,-1.9986609789127712,-3.348928151009477
1.3,2000,1,88,True,0.7627677488893637,-2.3958390070729996,-3.385464399818516
1.3,2000,1,130,True,0.576732204488055,-3.354219130092144,-3.27457273307298
1.3,2000,1,192,True,0.15276567377752465,-2.8213987615967184,-2.11818225445666
1.3,2000,1,284,True,0.07599666668194857,-1.610889827897294,-1.415423781769547
1.3,2000,1,420,True,0.045151449210460284,-1.0678022475290003,-0.9732136608695985
1.3,2000,1,621,True,0.027903242256198717,-0.6963203257801092,-0.6448247169661521
1.3,2000,1,917,True,0.017069754267922333,-0.4226549945918818,-0.3933238477116854
1.3,2000,1,1354,True,0.010143247093296495,-0.219577683629224,-0.20266389959263487
1.3,2000,1,2000,True,0.0058272485281257854,-0.0734583041073348,-0.06369540177661648
1.3,32000,30,1,True,0.6613510034584213,-3.566824237828376,-3.3315389391250374
1.3,32000,30,5117,False,0.0014083558086847587,0.0725160424991413,0.07351473960618682
1.3,32000,30,7560,False,0.0008383167737725258,0.083438784437706,0.08327619626090366
1.3,32000,30,10003,False,0.0006187454527921096,0.0824847939174531,0.08233409811947157
1.3,32000,30,12446,False,0.0005488633771441867,0.0821527513571407,0.08202435246687045
1.3,32000,30,14889,False,0.00045656900778109623,0.082224221293627,0.08207060702247171
1.3,32000,30,17332,False,0.00039272899022485064,0.0825042303748193,0.08233521920070341
1.3,32000,30,19775,False,0.0003908111288545358,0.0828578532973551,0.08270846204230109
1.3,32000,30,22218,False,0.0003631096217226267,0.0832424983767139,0.0831030127862662
1.3,32000,30,24661,False,0.00034265985383962686,0.0835976333285004,0.0834689606565373
1.3,32000,30,27104,False,0.00032458790061727915,0.0839076572766108,0.08378978687042471
1.3,32000,30,29547,False,0.00030715215433621166,0.0841714616333462,0.0840641666091253
1.3,32000,30,31990,False,0.00029256273271198127,0.0843961846392882,0.08429806760848413
1.3,2000,15,1,True,1.3762868708818852,-2.17477886589883,-0.1685940717585016
1.3,2000,15,205,True,0.9349842318346505,-0.3136536826089456,-2.4932753693888725
1.3,2000,15,368,True,0.9304480228508079,-0.3300131330958072,-2.519686190855512
1.3,2000,15,531,True,0.9235666601575315,-0.358771383778854,-2.562117699801914
1.3,2000,15,694,True,0.91266654735706,-0.4160097209200885,-2.6328568127907284
1.3,2000,15,857,True,0.8902637102888823,-0.5833163480695809,-2.7745555972244267
1.3,2000,15,1020,True,0.6854399831214806,-2.5503710051680835,-3.1407293488513557
1.3,2000,15,1183,True,0.04165729642209683,-0.9250611496213236,-0.8403701343676624
1.3,2000,15,1346,True,0.022844527341446565,-0.5248269240781522,-0.48500430753800394
1.3,2000,15,1509,True,0.01586450011886513,-0.3502747922642837,-0.3239781887087627
1.3,2000,15,1672,True,0.012097056356539843,-0.246580482306161,-0.22697120717754116
1.3,2000,15,1835,True,0.009717002009604354,-0.1763820425375946,-0.1607943377792478
1.3,2000,15,1998,True,0.008072763833634306,-0.1252049195326066,-0.1123089771482606
1.4,16000,19,1,True,0.680202576629881,-3.661258081732319,-1.144242468465749
1.4,16000,19,2570,False,0.003655111178671169,0.1073388286104517,0.11042809556717881
1.4,16000,19,3790,False,0.0023220765576588043,0.1263015698931884,0.1260022657604596
1.4,16000,19,5010,False,0.0017434174704485466,0.1243673151014843,0.12411422575105169
1.4,16000,19,6230,False,0.001443393755997558,0.123386153249247,0.12314268688260865
1.4,16000,19,7450,False,0.0012706792758857216,0.1228955090698562,0.12264541378194371
1.4,16000,19,8670,False,0.0011641682165828009,0.1226954618313991,0.12243185681865043
1.4,16000,19,9890,False,0.001092617473387438,0.1226858155362804,0.12240722263157977
1.4,16000,19,11110,False,0.001042292391725334,0.1228077071179249,0.12251551465267374
1.4,16000,19,12330,False,0.001002768493616718,0.1230183196602978,0.1227165516387454
1.4,16000,19,13550,False,0.0009667914623127405,0.1232823493392447,0.12297730077484736
1.4,16000,19,14770,False,0.0009321069142921141,0.1235732242030196,0.12327040097509911
1.4,16000,19,15990,False,0.0009025291813509614,0.1238712565079569,0.12357473740340641
