optimizer,budget,seed,w2,solved,loss,stalled
adam,8000,7,20.666913986206055,True,0.1314716786146164,False
adam,8000,8,0.679036021232605,False,0.6931455731391907,True
adam,8000,9,18.541385650634766,True,0.14805543422698975,False
adam,8000,10,20.09302520751953,True,0.12985706329345703,False
adam,8000,11,16.539270401000977,True,0.17656762897968292,False
adam,8000,12,20.051803588867188,True,0.13616912066936493,False
adam,8000,13,14.844282150268555,True,0.19325856864452362,False
adam,8000,14,13.323750495910645,True,0.2169947773218155,False
adam,8000,15,17.888818740844727,True,0.14680823683738708,False
adam,8000,16,17.481040954589844,True,0.1645117551088333,False
adam,8000,17,0.9450380802154541,False,0.6931448578834534,True
adam,8000,18,18.45786476135254,True,0.14968381822109222,False
adam,8000,19,19.944988250732422,True,0.13450634479522705,False
adam,8000,20,16.732528686523438,True,0.16755814850330353,False
adam,8000,21,3.975149393081665,False,0.4043222665786743,False
adam,8000,22,15.23119831085205,True,0.1885019689798355,False
adam,8000,23,19.172178268432617,True,0.13767948746681213,False
adam,8000,24,19.152202606201172,True,0.12987272441387177,False
adam,8000,25,14.42680835723877,True,0.18767622113227844,False
adam,8000,26,18.854516983032227,True,0.14660055935382843,False
adam,8000,27,16.35668182373047,True,0.15938642621040344,False
adam,8000,28,17.627622604370117,True,0.1604049801826477,False
adam,8000,29,8.535923957824707,False,0.2895718812942505,False
adam,16000,0,34.59524917602539,True,0.05089773237705231,False
adam,16000,1,38.632476806640625,True,0.040105871856212616,False
adam,16000,2,40.988590240478516,True,0.037022825330495834,False
adam,16000,3,37.758609771728516,True,0.03811582550406456,False
adam,16000,4,0.668734610080719,False,0.6931463479995728,True
adam,16000,5,39.875003814697266,True,0.04019610956311226,False
adam,16000,6,35.24280548095703,True,0.04952768236398697,False
adam,16000,7,41.06884002685547,True,0.036563485860824585,False
adam,16000,8,0.8068639039993286,False,0.6931454539299011,True
adam,16000,9,38.87409210205078,True,0.03944038227200508,False
adam,16000,10,40.426273345947266,True,0.03420735523104668,False
adam,16000,11,37.17678451538086,True,0.04891063645482063,False
adam,16000,12,40.491641998291016,True,0.03696401044726372,False
adam,16000,13,35.35658645629883,True,0.05322059243917465,False
adam,16000,14,33.84746551513672,True,0.05778951942920685,False
adam,16000,15,38.1067008972168,True,0.036643385887145996,False
adam,16000,16,38.083351135253906,True,0.0445467010140419,False
adam,16000,17,1.0259919166564941,False,0.6931443214416504,True
adam,16000,18,38.79772186279297,True,0.041267357766628265,False
adam,16000,19,40.513919830322266,True,0.03715718910098076,False
adam,16000,20,37.1727180480957,True,0.04396606609225273,False
adam,16000,21,25.27092933654785,True,0.09614284336566925,False
adam,16000,22,35.60227966308594,True,0.05039193481206894,False
adam,16000,23,39.418853759765625,True,0.03595004975795746,False
adam,16000,24,39.402713775634766,True,0.031337227672338486,False
adam,16000,25,34.80366897583008,True,0.047641243785619736,False
adam,16000,26,39.41096878051758,True,0.040146198123693466,False
adam,16000,27,36.726688385009766,True,0.04429735243320465,False
adam,16000,28,38.130977630615234,True,0.0440618097782135,False
adam,16000,29,29.11461639404297,True,0.06937218457460403,False
adam,40000,0,94.50887298583984,True,0.002318174345418811,False
adam,40000,1,97.93414306640625,True,0.002089817775413394,False
adam,40000,2,100.48233032226562,True,0.0018019089475274086,False
adam,40000,3,97.38093566894531,True,0.0016544508980587125,False
adam,40000,4,36.61677932739258,True,0.04260943457484245,False
adam,40000,5,98.80029296875,True,0.002400614321231842,False
adam,40000,6,95.19503784179688,True,0.002104030456393957,False
adam,40000,7,100.53633117675781,True,0.001794831594452262,False
adam,40000,8,0.8920151591300964,False,0.6931452751159668,True
adam,40000,9,98.3846664428711,True,0.0018394914222881198,False
adam,40000,10,99.89956665039062,True,0.0015267595881596208,False
adam,40000,11,96.89481353759766,True,0.002529948716983199,False
adam,40000,12,100.08626556396484,True,0.0016638061497360468,False
adam,40000,13,95.15740203857422,True,0.0027498104609549046,False
adam,40000,14,93.67894744873047,True,0.0029320174362510443,False
adam,40000,15,97.58576202392578,True,0.001570240710861981,False
adam,40000,16,97.83638000488281,True,0.002117057563737035,False
adam,40000,17,7.119365692138672,False,0.32539471983909607,False
adam,40000,18,97.95572662353516,True,0.002321419771760702,False
adam,40000,19,100.19723510742188,True,0.001740589621476829,False
adam,40000,20,97.04945373535156,True,0.0018760613165795803,False
adam,40000,21,85.7288589477539,True,0.004393238574266434,False
adam,40000,22,95.24424743652344,True,0.002583904657512903,False
adam,40000,23,98.65782928466797,True,0.0017382970545440912,False
adam,40000,24,99.2833251953125,True,0.0009889676002785563,False
adam,40000,25,94.5411148071289,True,0.0021200128830969334,False
adam,40000,26,98.78382110595703,True,0.0020763950888067484,False
adam,40000,27,96.1076431274414,True,0.0025732910726219416,False
adam,40000,28,97.59669494628906,True,0.0022816243581473827,False
adam,40000,29,89.5071029663086,True,0.00244979839771986,False
sgd,1000,0,0.6414812207221985,False,0.6925800442695618,False
sgd,1000,1,1.8328627347946167,False,0.4830111265182495,False
sgd,1000,2,0.009934570640325546,False,0.6931451559066772,True
sgd,1000,3,1.8934094905853271,False,0.4615146219730377,False
sgd,1000,4,0.8134734034538269,False,0.6931463479995728,True
sgd,1000,5,1.9214227199554443,False,0.4923865497112274,False
sgd,1000,6,0.9504761099815369,False,0.6930544972419739,True
sgd,1000,7,1.4800904989242554,False,0.5028514266014099,False
sgd,1000,8,0.6459009051322937,False,0.6931455731391907,True
sgd,1000,9,1.7535595893859863,False,0.49230480194091797,False
sgd,1000,10,1.3249045610427856,False,0.49516594409942627,False
sgd,1000,11,0.6582923531532288,False,0.6929206848144531,False
sgd,1000,12,1.684806227684021,False,0.4881664514541626,False
sgd,1000,13,1.579671859741211,False,0.4870204031467438,False
sgd,1000,14,1.8054192066192627,False,0.48975443840026855,False
sgd,1000,15,1.3993651866912842,False,0.509218156337738,False
sgd,1000,16,0.5458173751831055,False,0.6931362152099609,True
sgd,1000,17,0.725787341594696,False,0.6931446194648743,True
sgd,1000,18,0.7892816662788391,False,0.5388095378875732,False
sgd,1000,19,1.9224199056625366,False,0.47030094265937805,False
sgd,1000,20,1.6867345571517944,False,0.484334260225296,False
sgd,1000,21,0.9964037537574768,False,0.6926223635673523,False
sgd,1000,22,0.07596765458583832,False,0.6930885910987854,True
sgd,1000,23,0.2165965437889099,False,0.6930996179580688,True
sgd,1000,24,0.5874089598655701,False,0.6918574571609497,False
sgd,1000,25,1.585045576095581,False,0.47725212574005127,False
sgd,1000,26,0.5723976492881775,False,0.6930888295173645,True
sgd,1000,27,1.930724024772644,False,0.44013339281082153,False
sgd,1000,28,1.7471212148666382,False,0.4766113758087158,False
sgd,1000,29,1.8048919439315796,False,0.49309325218200684,False
sgd,2000,0,0.671163022518158,False,0.6925656199455261,False
sgd,2000,1,2.859518051147461,False,0.44428789615631104,False
