dataset,depth,width,activation,monotonic,seed,train_data_seed,eval_data_seed,n_train_per_class,n_eval_per_class,tube_radius,passed,failure_reason,final_train_accuracy,final_eval_accuracy,at_chance,perfect_eval,max_steps,learning_rate,train_accuracy_required,eval_accuracy_required,initialization_scheme,initialization_gain,duration_seconds
linked_tori,3,4,tanh,True,8,10008,20008,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.650361750042066
linked_tori,3,4,tanh,True,9,10009,20009,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6467645419761539
linked_tori,3,4,tanh,True,10,10010,20010,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6501504589105025
linked_tori,3,4,tanh,True,11,10011,20011,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6521965829888359
linked_tori,3,4,tanh,True,12,10012,20012,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6511208330048248
linked_tori,3,4,tanh,True,13,10013,20013,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6512428750284016
linked_tori,3,4,tanh,True,14,10014,20014,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.648851583013311
linked_tori,3,4,tanh,True,15,10015,20015,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6510405839653686
linked_tori,3,4,tanh,True,16,10016,20016,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.956000, eval_accuracy=0.950500",0.956,0.9505,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.648402167018503
linked_tori,3,4,tanh,True,17,10017,20017,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6736228750087321
linked_tori,3,4,tanh,True,18,10018,20018,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6514149160357192
linked_tori,3,4,tanh,True,19,10019,20019,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.960000, eval_accuracy=0.946500",0.96,0.9465,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6467865000013262
linked_tori,3,5,tanh,True,0,10000,20000,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7214554169913754
linked_tori,3,5,tanh,True,1,10001,20001,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7235300830798224
linked_tori,3,5,tanh,True,2,10002,20002,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7317236659582704
linked_tori,3,5,tanh,True,3,10003,20003,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7258312919875607
linked_tori,3,5,tanh,True,4,10004,20004,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7256667499896139
linked_tori,3,5,tanh,True,5,10005,20005,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7226354579906911
linked_tori,3,5,tanh,True,6,10006,20006,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7195081249810755
linked_tori,3,5,tanh,True,7,10007,20007,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7187089580111206
linked_tori,3,5,tanh,True,8,10008,20008,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7225833749398589
linked_tori,3,5,tanh,True,9,10009,20009,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7182527499971911
linked_tori,3,5,tanh,True,10,10010,20010,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7321409590076655
linked_tori,3,5,tanh,True,11,10011,20011,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7318298330064863
linked_tori,3,5,tanh,True,12,10012,20012,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7512576250592247
linked_tori,3,5,tanh,True,13,10013,20013,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.766355333966203
linked_tori,3,5,tanh,True,14,10014,20014,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7899129589786753
linked_tori,3,5,tanh,True,15,10015,20015,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8204058749834076
linked_tori,3,5,tanh,True,16,10016,20016,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8080937089398503
linked_tori,3,5,tanh,True,17,10017,20017,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8310764170018956
linked_tori,3,5,tanh,True,18,10018,20018,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.1359973750077188
linked_tori,3,5,tanh,True,19,10019,20019,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.9401759579777718
linked_tori,3,6,tanh,True,0,10000,20000,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7549506248906255
linked_tori,3,6,tanh,True,1,10001,20001,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7614684579893947
linked_tori,3,6,tanh,True,2,10002,20002,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.959000, eval_accuracy=0.952000",0.959,0.952,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.0969490830320865
linked_tori,3,6,tanh,True,3,10003,20003,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.0573832920053974
linked_tori,3,6,tanh,True,4,10004,20004,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.2403635000810027
linked_tori,3,6,tanh,True,5,10005,20005,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.177524916944094
linked_tori,3,6,tanh,True,6,10006,20006,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,1.0953882079338655
linked_tori,3,6,tanh,True,7,10007,20007,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.9116694580297917
linked_tori,3,6,tanh,True,8,10008,20008,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.794093000004068
linked_tori,3,6,tanh,True,9,10009,20009,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7624009589198977
linked_tori,3,6,tanh,True,10,10010,20010,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7594840000383556
linked_tori,3,6,tanh,True,11,10011,20011,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7633129999740049
linked_tori,3,6,tanh,True,12,10012,20012,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7588558749994263
linked_tori,3,6,tanh,True,13,10013,20013,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7673938749358058
linked_tori,3,6,tanh,True,14,10014,20014,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7754142499761656
linked_tori,3,6,tanh,True,15,10015,20015,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7567593330750242
linked_tori,3,6,tanh,True,16,10016,20016,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7715884579811245
linked_tori,3,6,tanh,True,17,10017,20017,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.755902084056288
linked_tori,3,6,tanh,True,18,10018,20018,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7539053750224411
linked_tori,3,6,tanh,True,19,10019,20019,1000,1000,0.2,False,"required train_accuracy>=1.000000 and eval_accuracy>=0.990000; got train_accuracy=0.975500, eval_accuracy=0.958500",0.9755,0.9585,False,False,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7531811250373721
linked_tori,3,7,tanh,True,0,10000,20000,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7905127500416711
linked_tori,3,7,tanh,True,1,10001,20001,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7854493749327958
linked_tori,3,7,tanh,True,2,10002,20002,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8053838330088183
linked_tori,3,7,tanh,True,3,10003,20003,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7957093750592321
linked_tori,3,7,tanh,True,4,10004,20004,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.9122854999732226
linked_tori,3,7,tanh,True,5,10005,20005,1000,1000,0.2,True,,1.0,1.0,False,True,2000,0.01,1.0,0.99,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8173729999689385
