A,source,type,dmu,var,max_abs_alpha_over_A,t,G_lo,G_hi,G_n
5.0,search,pair,0.9677930348298258,0.7197872029929594,1.0,-1.5017165628177459e-18,-0.23806764796032176,-0.23806764796032176,-0.23806764796032176
5.0,search,single_unit,0.9677930348298256,0.7197872029943896,1.0,1.0,-0.23806764798018376,-0.23806764798018376,-0.23806764798018376
5.0,search,pair,0.9677930348298258,0.7197872029944602,1.0,3.1352251095557584e-20,-0.2380676479811662,-0.2380676479811662,-0.2380676479811662
5.0,search,single_unit,0.9677930348298257,0.7197872029944498,1.0,-1.0,-0.23806764798101931,-0.23806764798101931,-0.23806764798101931
5.0,search,single_unit,0.9677930348298257,0.7197872029944585,1.0,-1.0,-0.23806764798114344,-0.23806764798114344,-0.23806764798114344
5.0,search,single_unit,0.9677930348298257,0.7197872029944662,1.0,1.0,-0.23806764798125035,-0.23806764798125035,-0.23806764798125035
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,-1.0,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,single_unit,0.9677930348298257,0.7197872029944625,1.0,-1.0,-0.23806764798119862,-0.23806764798119862,-0.23806764798119862
5.0,search,pair,0.9677930348298258,0.7197872029041815,1.0,1.814758568934309e-17,-0.2380676467272218,-0.2380676467272218,-0.2380676467272218
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,single_unit,0.9677930348298258,0.7197872030336143,1.0,-1.0,-0.23806764852500406,-0.23806764852500406,-0.23806764852500406
5.0,search,pair,0.9677930348298259,0.7197872030004829,1.0,-1.304839449387137e-17,-0.23806764806482106,-0.23806764806482106,-0.23806764806482106
5.0,search,single_unit,0.9677930348298256,0.7197872029944606,1.0,1.0,-0.23806764798117208,-0.23806764798117208,-0.23806764798117208
5.0,search,single_unit,0.9677930348298257,0.7197872029944605,1.0,1.0,-0.23806764798117253,-0.23806764798117253,-0.23806764798117253
5.0,search,pair,0.9677930348298258,0.7197872029969613,1.0,-3.714728865616051e-18,-0.23806764801590719,-0.23806764801590719,-0.23806764801590719
5.0,search,pair,0.9677930348298258,0.7197872029946809,1.0,5.981387991739225e-18,-0.23806764798423152,-0.23806764798423152,-0.23806764798423152
5.0,search,pair,0.9677930348298258,0.7197872029941635,1.0,1.691037592791021e-17,-0.23806764797704383,-0.23806764797704383,-0.23806764797704383
5.0,search,pair,0.9677930348298259,0.71978720299615,1.0,1.2780811306038375e-18,-0.2380676480046341,-0.2380676480046341,-0.2380676480046341
5.0,search,single_unit,0.9677930348298258,0.719787202994462,1.0,1.0,-0.23806764798118996,-0.23806764798118996,-0.23806764798118996
5.0,search,single_unit,0.9677930348298258,0.7197872029950244,1.0,1.0,-0.23806764798900248,-0.23806764798900248,-0.23806764798900248
5.0,search,single_unit,0.9677930348298259,0.7197872029954187,1.0,-1.0,-0.2380676479944771,-0.2380676479944771,-0.2380676479944771
5.0,search,single_unit,0.9677930348298257,0.7197872029944341,1.0,1.0,-0.23806764798080216,-0.23806764798080216,-0.23806764798080216
5.0,search,single_unit,0.9677930348298258,0.7197872029944655,1.0,1.0,-0.23806764798123847,-0.23806764798123847,-0.23806764798123847
5.0,search,pair,0.9677930348298259,0.7197872029886275,1.0,-8.43912650570336e-18,-0.23806764790015233,-0.23806764790015233,-0.23806764790015233
5.0,search,single_unit,0.9677930348298256,0.719787202994464,1.0,1.0,-0.2380676479812165,-0.2380676479812165,-0.2380676479812165
5.0,search,single_unit,0.9677930348298258,0.7197872029944606,1.0,1.0,-0.23806764798117364,-0.23806764798117364,-0.23806764798117364
5.0,search,pair,0.9677930348286135,0.7197873070279602,0.9999999999936694,7.08523637781847e-17,-0.23806909299674106,-0.23806909299674106,-0.23806909299674106
5.0,search,single_unit,0.9677930348298257,0.7197872029942144,1.0,1.0,-0.23806764797775204,-0.23806764797775204,-0.23806764797775204
5.0,search,pair,0.9677930348298258,0.7197872025787397,1.0,-3.806117171349828e-17,-0.23806764220692855,-0.23806764220692855,-0.23806764220692855
5.0,search,single_unit,0.9677930348298258,0.7197872029944634,1.0,-1.0,-0.23806764798120905,-0.23806764798120905,-0.23806764798120905
5.0,search,single_unit,0.9677930348298257,0.7197872029944622,1.0,-1.0,-0.23806764798119562,-0.23806764798119562,-0.23806764798119562
5.0,search,single_unit,0.9677930348298257,0.7197872029944353,1.0,-1.0,-0.23806764798082158,-0.23806764798082158,-0.23806764798082158
5.0,search,single_unit,0.9677930348298257,0.7197872029944635,1.0,-1.0,-0.23806764798121238,-0.23806764798121238,-0.23806764798121238
5.0,search,pair,0.9677930348298259,0.7197872029738364,1.0,-1.9165210210391843e-17,-0.23806764769470712,-0.23806764769470712,-0.23806764769470712
5.0,search,single_unit,0.9677930348298257,0.7197872029944606,1.0,-1.0,-0.2380676479811732,-0.2380676479811732,-0.2380676479811732
5.0,search,pair,0.9677930348298258,0.7197872029938434,1.0,1.3518783885632999e-18,-0.2380676479725985,-0.2380676479725985,-0.2380676479725985
5.0,search,pair,0.9677930348298258,0.7197872029946195,1.0,1.2831337889012109e-17,-0.23806764798337954,-0.23806764798337954,-0.23806764798337954
5.0,search,single_unit,0.9677930348298257,0.7197872029944609,1.0,1.0,-0.23806764798117397,-0.23806764798117397,-0.23806764798117397
