configuration,amplitude,frequency,activation,width,depth,seed,eval_errors,dense_errors,regionally_separating,duration_seconds
A_a0.5,0.5,100.0,tanh,4,5,11,4,,False,0.9490471249446273
A_a0.5,0.5,100.0,tanh,4,5,12,2,,False,0.9506550829391927
A_a0.5,0.5,100.0,tanh,4,5,13,107,,False,0.9667612500488758
A_a0.5,0.5,100.0,tanh,4,5,14,117,,False,0.9473815418314189
A_a0.5,0.5,100.0,tanh,4,5,15,132,,False,0.9471824998036027
A_a0.5,0.5,100.0,tanh,4,5,16,0,19.0,False,0.9632682499941438
A_a0.5,0.5,100.0,tanh,4,5,17,1,,False,0.9673116670455784
A_a0.5,0.5,100.0,tanh,4,5,18,3,,False,0.9452187079004943
A_a0.5,0.5,100.0,tanh,4,5,19,65,,False,0.9466164170298725
A_a0.5,0.5,100.0,tanh,4,5,20,115,,False,0.945783874951303
A_a0.5,0.5,100.0,tanh,4,5,21,3,,False,0.9464056249707937
A_a0.5,0.5,100.0,tanh,4,5,22,26,,False,0.948000084143132
A_a0.5,0.5,100.0,tanh,4,5,23,1,,False,0.9492641659453511
A_a0.5,0.5,100.0,tanh,4,5,24,0,1.0,False,0.9652812089771032
A_a0.5,0.5,100.0,tanh,4,5,25,119,,False,0.9537532089743763
A_a0.5,0.5,100.0,tanh,4,5,26,119,,False,0.9602796658873558
A_a0.5,0.5,100.0,tanh,4,5,27,0,2.0,False,0.9690820828545839
A_a0.5,0.5,100.0,tanh,4,5,28,114,,False,0.9484681668691337
A_a0.5,0.5,100.0,tanh,4,5,29,12,,False,0.9481615419499576
A_a0.5,0.5,100.0,tanh,6,5,0,1,,False,1.1018435419537127
A_a0.5,0.5,100.0,tanh,6,5,1,0,15.0,False,1.1180133749730885
A_a0.5,0.5,100.0,tanh,6,5,2,1,,False,1.1046759579330683
A_a0.5,0.5,100.0,tanh,6,5,3,0,0.0,True,1.2067694580182433
A_a0.5,0.5,100.0,tanh,6,5,4,0,4.0,False,1.1970730409957469
A_a0.5,0.5,100.0,tanh,6,5,5,0,0.0,True,1.1467004581354558
A_a0.5,0.5,100.0,tanh,6,5,6,1,,False,1.9053030828945339
A_a0.5,0.5,100.0,tanh,6,5,7,0,29.0,False,1.2108477500732988
A_a0.5,0.5,100.0,tanh,6,5,8,0,29.0,False,1.1123832089360803
A_a0.5,0.5,100.0,tanh,6,5,9,1,,False,1.2875457080081105
A_a0.5,0.5,100.0,tanh,6,5,10,0,4.0,False,1.1401720838621259
A_a0.5,0.5,100.0,tanh,6,5,11,0,0.0,True,1.1308760829269886
A_a0.5,0.5,100.0,tanh,6,5,12,1,,False,1.1013273331336677
A_a0.5,0.5,100.0,tanh,6,5,13,0,4.0,False,1.2195223330054432
A_a0.5,0.5,100.0,tanh,6,5,14,0,2.0,False,1.1709405828732997
A_a0.5,0.5,100.0,tanh,6,5,15,0,4.0,False,1.1510877499822527
A_a0.5,0.5,100.0,tanh,6,5,16,0,8.0,False,1.1241341668646783
A_a0.5,0.5,100.0,tanh,6,5,17,0,5.0,False,1.3830609160941094
A_a0.5,0.5,100.0,tanh,6,5,18,0,19.0,False,1.2055474580265582
A_a0.5,0.5,100.0,tanh,6,5,19,0,1.0,False,1.1661464169155806
A_a0.5,0.5,100.0,tanh,6,5,20,0,0.0,True,1.121296709170565
A_a0.5,0.5,100.0,tanh,6,5,21,0,1.0,False,1.2802197500132024
A_a0.5,0.5,100.0,tanh,6,5,22,0,0.0,True,1.1374613330699503
A_a0.5,0.5,100.0,tanh,6,5,23,0,8.0,False,1.120072207879275
A_a0.5,0.5,100.0,tanh,6,5,24,3,,False,1.1014220418874174
A_a0.5,0.5,100.0,tanh,6,5,25,1,,False,1.1150530001614243
A_a0.5,0.5,100.0,tanh,6,5,26,0,0.0,True,1.117750250035897
A_a0.5,0.5,100.0,tanh,6,5,27,1,,False,1.1559305000118911
A_a0.5,0.5,100.0,tanh,6,5,28,0,10.0,False,1.1385690830647945
A_a0.5,0.5,100.0,tanh,6,5,29,1,,False,1.1110007499810308
A_embedded_f0.5,0.3,0.5,gelu,3,5,0,51,,False,0.9772414579056203
A_embedded_f0.5,0.3,0.5,gelu,3,5,1,66,,False,0.9819603748619556
A_embedded_f0.5,0.3,0.5,gelu,3,5,2,56,,False,0.9725347079802305
A_embedded_f0.5,0.3,0.5,gelu,3,5,3,61,,False,0.9813803329598159
A_embedded_f0.5,0.3,0.5,gelu,3,5,4,67,,False,0.9732535830698907
A_embedded_f0.5,0.3,0.5,gelu,3,5,5,0,0.0,True,1.022406707983464
A_embedded_f0.5,0.3,0.5,gelu,3,5,6,54,,False,1.0490616250317544
A_embedded_f0.5,0.3,0.5,gelu,3,5,7,48,,False,1.2168848330620676
A_embedded_f0.5,0.3,0.5,gelu,3,5,8,44,,False,1.0855578328482807
A_embedded_f0.5,0.3,0.5,gelu,3,5,9,56,,False,1.0597840421833098
A_embedded_f0.5,0.3,0.5,gelu,3,5,10,76,,False,1.065350583055988
A_embedded_f0.5,0.3,0.5,gelu,3,5,11,47,,False,1.003792874980718
A_embedded_f0.5,0.3,0.5,gelu,3,5,12,14,,False,0.9958502498921007
A_embedded_f0.5,0.3,0.5,gelu,3,5,13,60,,False,1.0328706249129027
A_embedded_f0.5,0.3,0.5,gelu,3,5,14,0,0.0,True,0.9945380000863224
A_embedded_f0.5,0.3,0.5,gelu,3,5,15,0,0.0,True,1.072184707969427
A_embedded_f0.5,0.3,0.5,gelu,3,5,16,0,0.0,True,1.031061999965459
A_embedded_f0.5,0.3,0.5,gelu,3,5,17,42,,False,1.033643167000264
A_embedded_f0.5,0.3,0.5,gelu,3,5,18,61,,False,1.0790192082058638
A_embedded_f0.5,0.3,0.5,gelu,3,5,19,81,,False,0.9870690419338644
A_embedded_f0.5,0.3,0.5,gelu,3,5,20,27,,False,1.0343865000177175
A_embedded_f0.5,0.3,0.5,gelu,3,5,21,65,,False,1.020477042067796
A_embedded_f0.5,0.3,0.5,gelu,3,5,22,60,,False,1.010410290909931
A_embedded_f0.5,0.3,0.5,gelu,3,5,23,74,,False,1.0774509578477591
A_embedded_f0.5,0.3,0.5,gelu,3,5,24,0,0.0,True,1.1002559158951044
A_embedded_f0.5,0.3,0.5,gelu,3,5,25,76,,False,1.082283291965723
A_embedded_f0.5,0.3,0.5,gelu,3,5,26,69,,False,1.1125219580717385
A_embedded_f0.5,0.3,0.5,gelu,3,5,27,9,,False,1.1405819170176983
A_embedded_f0.5,0.3,0.5,gelu,3,5,28,60,,False,1.0360937921795994
A_embedded_f0.5,0.3,0.5,gelu,3,5,29,58,,False,0.9909448330290616
A_embedded_f0.5,0.3,0.5,gelu,4,5,0,49,,False,1.0133409998379648
A_embedded_f0.5,0.3,0.5,gelu,4,5,1,64,,False,0.9878566251136363
A_embedded_f0.5,0.3,0.5,gelu,4,5,2,0,0.0,True,0.9530032079201192
A_embedded_f0.5,0.3,0.5,gelu,4,5,3,0,0.0,True,1.1741797500289977
A_embedded_f0.5,0.3,0.5,gelu,4,5,4,0,0.0,True,0.9611883340403438
A_embedded_f0.5,0.3,0.5,gelu,4,5,5,0,0.0,True,0.9439113750122488
A_embedded_f0.5,0.3,0.5,gelu,4,5,6,0,0.0,True,0.9532299579586834
A_embedded_f0.5,0.3,0.5,gelu,4,5,7,20,,False,0.9964177920483053
A_embedded_f0.5,0.3,0.5,gelu,4,5,8,0,0.0,True,1.014968458097428
A_embedded_f0.5,0.3,0.5,gelu,4,5,9,80,,False,0.9274931252002716
A_embedded_f0.5,0.3,0.5,gelu,4,5,10,0,1.0,False,0.9646305409260094
A_embedded_f0.5,0.3,0.5,gelu,4,5,11,0,0.0,True,1.123748208861798
A_embedded_f0.5,0.3,0.5,gelu,4,5,12,0,0.0,True,1.2264522919431329
A_embedded_f0.5,0.3,0.5,gelu,4,5,13,68,,False,0.9878161249216646
A_embedded_f0.5,0.3,0.5,gelu,4,5,14,0,0.0,True,0.9607014579232782
A_embedded_f0.5,0.3,0.5,gelu,4,5,15,0,0.0,True,1.044845666969195
A_embedded_f0.5,0.3,0.5,gelu,4,5,16,0,0.0,True,0.9435327078681439
A_embedded_f0.5,0.3,0.5,gelu,4,5,17,63,,False,0.9305252919439226
A_embedded_f0.5,0.3,0.5,gelu,4,5,18,69,,False,0.9446211669128388
A_embedded_f0.5,0.3,0.5,gelu,4,5,19,0,0.0,True,0.9534902500454336
A_embedded_f0.5,0.3,0.5,gelu,4,5,20,42,,False,0.9492767918854952
A_embedded_f0.5,0.3,0.5,gelu,4,5,21,0,0.0,True,0.9645549999549985
A_embedded_f0.5,0.3,0.5,gelu,4,5,22,0,0.0,True,0.972276457818225
A_embedded_f0.5,0.3,0.5,gelu,4,5,23,3,,False,0.9419565829448402
A_embedded_f0.5,0.3,0.5,gelu,4,5,24,63,,False,0.9361706671770662
A_embedded_f0.5,0.3,0.5,gelu,4,5,25,0,0.0,True,0.9572950410656631
A_embedded_f0.5,0.3,0.5,gelu,4,5,26,0,0.0,True,0.944833624875173
A_embedded_f0.5,0.3,0.5,gelu,4,5,27,52,,False,0.9913170419167727
A_embedded_f0.5,0.3,0.5,gelu,4,5,28,0,0.0,True,0.9414714169688523
A_embedded_f0.5,0.3,0.5,gelu,4,5,29,74,,False,0.9277516670990735
A_embedded_f0.5,0.3,0.5,gelu,6,5,0,0,0.0,True,1.1098718750290573
A_embedded_f0.5,0.3,0.5,gelu,6,5,1,0,0.0,True,1.1056321249343455
A_embedded_f0.5,0.3,0.5,gelu,6,5,2,0,0.0,True,1.0958869161549956
A_embedded_f0.5,0.3,0.5,gelu,6,5,3,0,0.0,True,1.1212245840579271
A_embedded_f0.5,0.3,0.5,gelu,6,5,4,0,0.0,True,1.114730125060305
A_embedded_f0.5,0.3,0.5,gelu,6,5,5,0,0.0,True,1.0962127919774503
A_embedded_f0.5,0.3,0.5,gelu,6,5,6,0,0.0,True,1.0997391249984503
A_embedded_f0.5,0.3,0.5,gelu,6,5,7,0,0.0,True,1.1095227079931647
A_embedded_f0.5,0.3,0.5,gelu,6,5,8,71,,False,1.092960957903415
A_embedded_f0.5,0.3,0.5,gelu,6,5,9,0,0.0,True,1.104374875081703
A_embedded_f0.5,0.3,0.5,gelu,6,5,10,0,0.0,True,1.1013568751513958
A_embedded_f0.5,0.3,0.5,gelu,6,5,11,0,0.0,True,1.113274957984686
A_embedded_f0.5,0.3,0.5,gelu,6,5,12,0,0.0,True,1.1100712919142097
A_embedded_f0.5,0.3,0.5,gelu,6,5,13,0,0.0,True,1.11514141689986
A_embedded_f0.5,0.3,0.5,gelu,6,5,14,0,0.0,True,1.1113109169527888
A_embedded_f0.5,0.3,0.5,gelu,6,5,15,0,0.0,True,1.1141558750532568
A_embedded_f0.5,0.3,0.5,gelu,6,5,16,0,0.0,True,1.116053459001705
A_embedded_f0.5,0.3,0.5,gelu,6,5,17,77,,False,1.0823830829467624
A_embedded_f0.5,0.3,0.5,gelu,6,5,18,0,0.0,True,1.102737040957436
A_embedded_f0.5,0.3,0.5,gelu,6,5,19,0,0.0,True,1.0921925839502364
A_embedded_f0.5,0.3,0.5,gelu,6,5,20,56,,False,1.0838130000047386
A_embedded_f0.5,0.3,0.5,gelu,6,5,21,0,0.0,True,1.0964643750339746
A_embedded_f0.5,0.3,0.5,gelu,6,5,22,0,0.0,True,1.1239874169696122
A_embedded_f0.5,0.3,0.5,gelu,6,5,23,0,0.0,True,1.1164546669460833
A_embedded_f0.5,0.3,0.5,gelu,6,5,24,0,0.0,True,1.1125028328970075
A_embedded_f0.5,0.3,0.5,gelu,6,5,25,1,,False,1.0917968340218067
A_embedded_f0.5,0.3,0.5,gelu,6,5,26,0,0.0,True,1.1144907921552658
A_embedded_f0.5,0.3,0.5,gelu,6,5,27,0,0.0,True,1.1021709579508752
A_embedded_f0.5,0.3,0.5,gelu,6,5,28,0,0.0,True,1.11023904196918
A_embedded_f0.5,0.3,0.5,gelu,6,5,29,0,0.0,True,1.1024410410318524
A_embedded_f0.5,0.3,0.5,tanh,4,5,0,57,,False,0.9498790828511119
A_embedded_f0.5,0.3,0.5,tanh,4,5,1,0,0.0,True,0.9695324578788131
A_embedded_f0.5,0.3,0.5,tanh,4,5,2,47,,False,0.9476818330585957
A_embedded_f0.5,0.3,0.5,tanh,4,5,3,0,0.0,True,0.9606455420143902
A_embedded_f0.5,0.3,0.5,tanh,4,5,4,0,0.0,True,0.960211707977578
A_embedded_f0.5,0.3,0.5,tanh,4,5,5,0,0.0,True,0.9647972090169787
A_embedded_f0.5,0.3,0.5,tanh,4,5,6,0,0.0,True,0.9622644579503685
A_embedded_f0.5,0.3,0.5,tanh,4,5,7,5,,False,0.9473083750344813
A_embedded_f0.5,0.3,0.5,tanh,4,5,8,0,0.0,True,0.9620312498882413
A_embedded_f0.5,0.3,0.5,tanh,4,5,9,79,,False,0.9470840829890221
A_embedded_f0.5,0.3,0.5,tanh,4,5,10,0,0.0,True,0.9602416248526424
A_embedded_f0.5,0.3,0.5,tanh,4,5,11,56,,False,0.9414670418482274
A_embedded_f0.5,0.3,0.5,tanh,4,5,12,0,0.0,True,0.9558898750692606
A_embedded_f0.5,0.3,0.5,tanh,4,5,13,0,0.0,True,0.9603359580505639
A_embedded_f0.5,0.3,0.5,tanh,4,5,14,0,14.0,False,0.9609233329538256
A_embedded_f0.5,0.3,0.5,tanh,4,5,15,0,0.0,True,0.9599477502051741
A_embedded_f0.5,0.3,0.5,tanh,4,5,16,55,,False,0.9425173329655081
A_embedded_f0.5,0.3,0.5,tanh,4,5,17,42,,False,0.9452591668814421
A_embedded_f0.5,0.3,0.5,tanh,4,5,18,0,13.0,False,0.9635070839431137
A_embedded_f0.5,0.3,0.5,tanh,4,5,19,0,0.0,True,0.9565004168543965
A_embedded_f0.5,0.3,0.5,tanh,4,5,20,49,,False,0.949578374857083
A_embedded_f0.5,0.3,0.5,tanh,4,5,21,0,0.0,True,0.963712708093226
A_embedded_f0.5,0.3,0.5,tanh,4,5,22,59,,False,0.9484605409670621
A_embedded_f0.5,0.3,0.5,tanh,4,5,23,0,0.0,True,0.9630901250056922
A_embedded_f0.5,0.3,0.5,tanh,4,5,24,0,4.0,False,0.964162333868444
A_embedded_f0.5,0.3,0.5,tanh,4,5,25,50,,False,0.9511255419347435
A_embedded_f0.5,0.3,0.5,tanh,4,5,26,80,,False,0.9563652910292149
A_embedded_f0.5,0.3,0.5,tanh,4,5,27,0,0.0,True,0.9676520419307053
A_embedded_f0.5,0.3,0.5,tanh,4,5,28,61,,False,0.9533696249127388
A_embedded_f0.5,0.3,0.5,tanh,4,5,29,0,0.0,True,0.9636772919911891
A_embedded_f0.5,0.3,0.5,tanh,6,5,0,0,0.0,True,1.1187117919325829
A_embedded_f0.5,0.3,0.5,tanh,6,5,1,0,0.0,True,1.1241319591645151
A_embedded_f0.5,0.3,0.5,tanh,6,5,2,0,0.0,True,1.117693416075781
A_embedded_f0.5,0.3,0.5,tanh,6,5,3,0,0.0,True,1.1181097920052707
A_embedded_f0.5,0.3,0.5,tanh,6,5,4,0,0.0,True,1.1290728328749537
A_embedded_f0.5,0.3,0.5,tanh,6,5,5,0,0.0,True,1.111251583090052
A_embedded_f0.5,0.3,0.5,tanh,6,5,6,0,0.0,True,1.116705457912758
A_embedded_f0.5,0.3,0.5,tanh,6,5,7,0,0.0,True,1.1085068329703063
A_embedded_f0.5,0.3,0.5,tanh,6,5,8,0,0.0,True,1.1161656249314547
A_embedded_f0.5,0.3,0.5,tanh,6,5,9,58,,False,1.1015489168930799
A_embedded_f0.5,0.3,0.5,tanh,6,5,10,0,0.0,True,1.1220814159605652
A_embedded_f0.5,0.3,0.5,tanh,6,5,11,0,0.0,True,1.1148189580999315
A_embedded_f0.5,0.3,0.5,tanh,6,5,12,0,0.0,True,1.1152969589456916
A_embedded_f0.5,0.3,0.5,tanh,6,5,13,0,0.0,True,1.1147748748771846
A_embedded_f0.5,0.3,0.5,tanh,6,5,14,67,,False,1.1012833330314606
A_embedded_f0.5,0.3,0.5,tanh,6,5,15,0,0.0,True,1.1127327089197934
A_embedded_f0.5,0.3,0.5,tanh,6,5,16,0,0.0,True,1.106438749935478
A_embedded_f0.5,0.3,0.5,tanh,6,5,17,0,0.0,True,1.1074444169644266
A_embedded_f0.5,0.3,0.5,tanh,6,5,18,0,0.0,True,1.1074779580812901
A_embedded_f0.5,0.3,0.5,tanh,6,5,19,0,0.0,True,1.1113613329362124
A_embedded_f0.5,0.3,0.5,tanh,6,5,20,0,0.0,True,1.115593709051609
A_embedded_f0.5,0.3,0.5,tanh,6,5,21,0,0.0,True,1.1162930000573397
A_embedded_f0.5,0.3,0.5,tanh,6,5,22,0,0.0,True,1.116645583184436
A_embedded_f0.5,0.3,0.5,tanh,6,5,23,0,0.0,True,1.1198362500872463
A_embedded_f0.5,0.3,0.5,tanh,6,5,24,0,0.0,True,1.1169997919350863
A_embedded_f0.5,0.3,0.5,tanh,6,5,25,0,0.0,True,1.1092424159869552
A_embedded_f0.5,0.3,0.5,tanh,6,5,26,0,0.0,True,1.1506736250594258
A_embedded_f0.5,0.3,0.5,tanh,6,5,27,0,0.0,True,1.1129849581047893
A_embedded_f0.5,0.3,0.5,tanh,6,5,28,0,0.0,True,1.1149126249365509
A_embedded_f0.5,0.3,0.5,tanh,6,5,29,0,0.0,True,1.1119038339238614
A_f10,0.3,10.0,gelu,3,5,0,21,,False,0.9864994999952614
A_f10,0.3,10.0,gelu,3,5,1,0,7.0,False,0.9787603330332786
A_f10,0.3,10.0,gelu,3,5,2,59,,False,0.9762813751585782
A_f10,0.3,10.0,gelu,3,5,3,88,,False,0.9750376250594854
A_f10,0.3,10.0,gelu,3,5,4,29,,False,0.9804752918425947
A_f10,0.3,10.0,gelu,3,5,5,28,,False,0.9832911670673639
A_f10,0.3,10.0,gelu,3,5,6,58,,False,0.977513083955273
A_f10,0.3,10.0,gelu,3,5,7,43,,False,0.979281916981563
A_f10,0.3,10.0,gelu,3,5,8,59,,False,0.9704633331857622
A_f10,0.3,10.0,gelu,3,5,9,194,,False,0.97172591695562
A_f10,0.3,10.0,gelu,3,5,10,94,,False,0.9667327078059316
A_f10,0.3,10.0,gelu,3,5,11,47,,False,0.9698083749972284
A_f10,0.3,10.0,gelu,3,5,12,68,,False,0.9741643748711795
A_f10,0.3,10.0,gelu,3,5,13,149,,False,0.9813895840197802
A_f10,0.3,10.0,gelu,3,5,14,72,,False,0.977418249938637
A_f10,0.3,10.0,gelu,3,5,15,86,,False,0.9854790419340134
A_f10,0.3,10.0,gelu,3,5,16,103,,False,0.964271292090416
A_f10,0.3,10.0,gelu,3,5,17,50,,False,0.9798889579251409
A_f10,0.3,10.0,gelu,3,5,18,66,,False,0.9731492081191391
A_f10,0.3,10.0,gelu,3,5,19,0,0.0,True,0.9799469159916043
A_f10,0.3,10.0,gelu,3,5,20,67,,False,0.9836466668639332
A_f10,0.3,10.0,gelu,3,5,21,57,,False,0.969076249981299
A_f10,0.3,10.0,gelu,3,5,22,23,,False,0.978120791958645
A_f10,0.3,10.0,gelu,3,5,23,138,,False,0.9902203339152038
A_f10,0.3,10.0,gelu,3,5,24,0,0.0,True,0.9865518747828901
A_f10,0.3,10.0,gelu,3,5,25,515,,False,0.9976998749189079
A_f10,0.3,10.0,gelu,3,5,26,17,,False,0.9805473748128861
A_f10,0.3,10.0,gelu,3,5,27,43,,False,0.9739050001371652
A_f10,0.3,10.0,gelu,3,5,28,116,,False,0.9777415420394391
A_f10,0.3,10.0,gelu,3,5,29,57,,False,0.9685261249542236
A_f10,0.3,10.0,gelu,4,5,0,64,,False,0.9253159170038998
A_f10,0.3,10.0,gelu,4,5,1,0,90.0,False,0.9488074998371303
A_f10,0.3,10.0,gelu,4,5,2,0,0.0,True,0.9393105420749635
A_f10,0.3,10.0,gelu,4,5,3,0,0.0,True,0.939875999931246
A_f10,0.3,10.0,gelu,4,5,4,0,0.0,True,0.937621665885672
A_f10,0.3,10.0,gelu,4,5,5,0,0.0,True,0.9495607079006732
A_f10,0.3,10.0,gelu,4,5,6,0,0.0,True,0.9391529590357095
A_f10,0.3,10.0,gelu,4,5,7,20,,False,0.9399437080137432
A_f10,0.3,10.0,gelu,4,5,8,0,0.0,True,0.9516245829872787
A_f10,0.3,10.0,gelu,4,5,9,0,0.0,True,0.9405099169816822
A_f10,0.3,10.0,gelu,4,5,10,2,,False,0.9325228331144899
A_f10,0.3,10.0,gelu,4,5,11,0,0.0,True,0.9247802079189569
A_f10,0.3,10.0,gelu,4,5,12,0,0.0,True,0.9317055831197649
A_f10,0.3,10.0,gelu,4,5,13,0,12.0,False,0.9699006250593811
A_f10,0.3,10.0,gelu,4,5,14,0,0.0,True,0.9412582088261843
A_f10,0.3,10.0,gelu,4,5,15,1,,False,0.9375872078817338
A_f10,0.3,10.0,gelu,4,5,16,2,,False,0.9230691250413656
A_f10,0.3,10.0,gelu,4,5,17,0,0.0,True,0.937878750031814
A_f10,0.3,10.0,gelu,4,5,18,0,0.0,True,0.9346312088891864
A_f10,0.3,10.0,gelu,4,5,19,0,0.0,True,0.941922124940902
A_f10,0.3,10.0,gelu,4,5,20,739,,False,0.9477137089706957
A_f10,0.3,10.0,gelu,4,5,21,0,0.0,True,0.9371679578907788
A_f10,0.3,10.0,gelu,4,5,22,194,,False,0.9216247498989105
A_f10,0.3,10.0,gelu,4,5,23,6,,False,0.9405679579358548
A_f10,0.3,10.0,gelu,4,5,24,0,9.0,False,0.9498637090437114
A_f10,0.3,10.0,gelu,4,5,25,0,0.0,True,0.9379394999705255
A_f10,0.3,10.0,gelu,4,5,26,10,,False,0.9445561659522355
A_f10,0.3,10.0,gelu,4,5,27,64,,False,0.9533039168454707
A_f10,0.3,10.0,gelu,4,5,28,0,1.0,False,0.9407550420146435
A_f10,0.3,10.0,gelu,4,5,29,13,,False,0.9411185421049595
A_f10,0.3,10.0,gelu,6,5,0,0,0.0,True,1.1025362079963088
A_f10,0.3,10.0,gelu,6,5,1,0,0.0,True,1.0935012919362634
A_f10,0.3,10.0,gelu,6,5,2,0,0.0,True,1.1024293338414282
A_f10,0.3,10.0,gelu,6,5,3,0,0.0,True,1.1552599580027163
A_f10,0.3,10.0,gelu,6,5,4,0,0.0,True,1.1045534580480307
A_f10,0.3,10.0,gelu,6,5,5,0,0.0,True,1.0996864170301706
A_f10,0.3,10.0,gelu,6,5,6,0,0.0,True,1.0875184580218047
A_f10,0.3,10.0,gelu,6,5,7,0,0.0,True,1.1061742501333356
A_f10,0.3,10.0,gelu,6,5,8,0,0.0,True,1.0874271669890732
A_f10,0.3,10.0,gelu,6,5,9,0,0.0,True,1.1097616250626743
A_f10,0.3,10.0,gelu,6,5,10,0,59.0,False,1.1070197909139097
A_f10,0.3,10.0,gelu,6,5,11,0,0.0,True,1.1026290000882
A_f10,0.3,10.0,gelu,6,5,12,0,10.0,False,1.1093357920181006
A_f10,0.3,10.0,gelu,6,5,13,0,0.0,True,1.1279155830852687
A_f10,0.3,10.0,gelu,6,5,14,0,0.0,True,1.0909892090130597
A_f10,0.3,10.0,gelu,6,5,15,0,0.0,True,1.0969080000650138
A_f10,0.3,10.0,gelu,6,5,16,0,0.0,True,1.0876251659356058
A_f10,0.3,10.0,gelu,6,5,17,0,0.0,True,1.0847377500031143
A_f10,0.3,10.0,gelu,6,5,18,0,0.0,True,1.0717227908317
A_f10,0.3,10.0,gelu,6,5,19,0,0.0,True,1.083807040937245
A_f10,0.3,10.0,gelu,6,5,20,31,,False,1.0984664158895612
A_f10,0.3,10.0,gelu,6,5,21,0,0.0,True,1.083519416861236
A_f10,0.3,10.0,gelu,6,5,22,0,0.0,True,1.1000052499584854
A_f10,0.3,10.0,gelu,6,5,23,0,0.0,True,1.0779749162029475
A_f10,0.3,10.0,gelu,6,5,24,0,0.0,True,1.0910737081430852
A_f10,0.3,10.0,gelu,6,5,25,0,0.0,True,1.0724185418803245
A_f10,0.3,10.0,gelu,6,5,26,0,0.0,True,1.076301832916215
A_f10,0.3,10.0,gelu,6,5,27,0,0.0,True,1.0812734169885516
A_f10,0.3,10.0,gelu,6,5,28,0,0.0,True,1.0702731660567224
A_f10,0.3,10.0,gelu,6,5,29,0,0.0,True,1.0711679169908166
A_f10,0.3,10.0,tanh,4,5,0,0,0.0,True,0.948773792013526
A_f10,0.3,10.0,tanh,4,5,1,1,,False,0.9340841250959784
A_f10,0.3,10.0,tanh,4,5,2,0,0.0,True,0.9469065410085022
A_f10,0.3,10.0,tanh,4,5,3,0,0.0,True,0.9468383749481291
A_f10,0.3,10.0,tanh,4,5,4,0,0.0,True,0.9500053329393268
A_f10,0.3,10.0,tanh,4,5,5,2,,False,0.9441763749346137
A_f10,0.3,10.0,tanh,4,5,6,1,,False,0.9378527090884745
A_f10,0.3,10.0,tanh,4,5,7,84,,False,0.9354370839428157
A_f10,0.3,10.0,tanh,4,5,8,0,0.0,True,0.9482620409689844
A_f10,0.3,10.0,tanh,4,5,9,2,,False,0.9326022921595722
A_f10,0.3,10.0,tanh,4,5,10,156,,False,0.9333006669767201
A_f10,0.3,10.0,tanh,4,5,11,0,0.0,True,0.9482721250969917
A_f10,0.3,10.0,tanh,4,5,12,0,0.0,True,0.9466966670006514
A_f10,0.3,10.0,tanh,4,5,13,0,0.0,True,0.9450304580386728
A_f10,0.3,10.0,tanh,4,5,14,0,21.0,False,0.9486583331599832
A_f10,0.3,10.0,tanh,4,5,15,82,,False,0.9384431671351194
A_f10,0.3,10.0,tanh,4,5,16,2,,False,0.9326008330099285
A_f10,0.3,10.0,tanh,4,5,17,118,,False,0.9388494999147952
A_f10,0.3,10.0,tanh,4,5,18,89,,False,0.9382085830438882
A_f10,0.3,10.0,tanh,4,5,19,0,0.0,True,0.9478416659403592
A_f10,0.3,10.0,tanh,4,5,20,79,,False,0.9352319589816034
A_f10,0.3,10.0,tanh,4,5,21,0,0.0,True,0.9474969590082765
A_f10,0.3,10.0,tanh,4,5,22,0,24.0,False,0.9463568329811096
A_f10,0.3,10.0,tanh,4,5,23,85,,False,0.9324582500848919
A_f10,0.3,10.0,tanh,4,5,24,0,0.0,True,0.9489424999337643
A_f10,0.3,10.0,tanh,4,5,25,98,,False,0.9380896249786019
A_f10,0.3,10.0,tanh,4,5,26,0,20.0,False,0.9459552920889109
A_f10,0.3,10.0,tanh,4,5,27,140,,False,0.9297657499555498
A_f10,0.3,10.0,tanh,4,5,28,0,0.0,True,0.9498210418969393
A_f10,0.3,10.0,tanh,4,5,29,0,0.0,True,0.9451005419250578
A_f10,0.3,10.0,tanh,6,5,0,0,0.0,True,1.1040633751545101
A_f10,0.3,10.0,tanh,6,5,1,0,0.0,True,1.10218095802702
A_f10,0.3,10.0,tanh,6,5,2,0,0.0,True,1.0999051670078188
A_f10,0.3,10.0,tanh,6,5,3,0,0.0,True,1.1001036250963807
A_f10,0.3,10.0,tanh,6,5,4,0,0.0,True,1.0976492501795292
A_f10,0.3,10.0,tanh,6,5,5,0,0.0,True,1.0988259159494191
A_f10,0.3,10.0,tanh,6,5,6,0,0.0,True,1.1043606670573354
A_f10,0.3,10.0,tanh,6,5,7,0,0.0,True,1.1001890830229968
A_f10,0.3,10.0,tanh,6,5,8,0,0.0,True,1.1008569588884711
A_f10,0.3,10.0,tanh,6,5,9,0,0.0,True,1.102122165961191
A_f10,0.3,10.0,tanh,6,5,10,0,0.0,True,1.0953795830719173
A_f10,0.3,10.0,tanh,6,5,11,0,0.0,True,1.0950878749135882
A_f10,0.3,10.0,tanh,6,5,12,0,0.0,True,1.092219625134021
A_f10,0.3,10.0,tanh,6,5,13,0,0.0,True,1.0965695842169225
A_f10,0.3,10.0,tanh,6,5,14,0,0.0,True,1.1066420411225408
A_f10,0.3,10.0,tanh,6,5,15,0,0.0,True,1.102241667220369
