activation,parameter,seed,eval_errors,solved,w2_abs,w1_abs
sin_family,0.5,35,144,False,0.33568650484085083,1.2731603384017944
sin_family,0.5,36,154,False,0.40525683760643005,1.284740924835205
sin_family,0.5,37,171,False,0.44502440094947815,0.03334412723779678
sin_family,0.5,38,147,False,0.49465999007225037,1.267906665802002
sin_family,0.5,39,156,False,0.36594703793525696,1.2602732181549072
sin_family,0.5,40,154,False,0.34324389696121216,1.2948095798492432
sin_family,0.5,41,165,False,0.33635589480400085,1.2733536958694458
sin_family,0.5,42,176,False,0.24697574973106384,1.2788695096969604
sin_family,0.5,43,165,False,0.36706748604774475,1.2855703830718994
sin_family,0.5,44,185,False,1.085740566253662,0.04265211895108223
sin_family,0.5,45,155,False,0.42955392599105835,1.2911208868026733
sin_family,0.5,46,186,False,0.6391431093215942,0.054021988064050674
sin_family,0.5,47,148,False,0.3826204836368561,1.2839398384094238
sin_family,0.5,48,190,False,0.9562563300132751,0.012693247757852077
sin_family,0.5,49,165,False,0.3606838285923004,1.2797389030456543
sin_family,0.5,50,198,False,1.1422951221466064,0.06497037410736084
sin_family,0.5,51,164,False,0.37927913665771484,1.2783253192901611
sin_family,0.5,52,150,False,0.32473212480545044,1.2772043943405151
sin_family,0.5,53,150,False,0.35930484533309937,1.2754708528518677
sin_family,0.5,54,167,False,0.35372355580329895,1.2621524333953857
sin_family,0.5,55,187,False,0.15635335445404053,0.037808857858181
sin_family,0.5,56,168,False,0.3351511061191559,1.2950540781021118
sin_family,0.5,57,186,False,0.7154576778411865,0.025571387261152267
sin_family,0.5,58,161,False,0.3524344265460968,1.2787607908248901
sin_family,0.5,59,189,False,0.21310053765773773,0.015820322558283806
sin_family,0.5,60,160,False,0.255169153213501,1.2677415609359741
sin_family,0.5,61,158,False,0.3198959529399872,1.2695801258087158
sin_family,0.5,62,158,False,0.41662323474884033,1.2862815856933594
sin_family,0.5,63,175,False,0.367127925157547,1.2748161554336548
sin_family,0.5,64,170,False,0.5056712627410889,1.298410415649414
sin_family,0.5,65,188,False,0.24264249205589294,0.013586698099970818
sin_family,0.5,66,195,False,0.23877772688865662,0.0187578983604908
sin_family,0.5,67,140,False,0.3464629650115967,1.266149640083313
sin_family,0.5,68,201,False,0.7722993493080139,0.020450666546821594
sin_family,0.5,69,155,False,0.3147701621055603,1.2602641582489014
sin_family,0.5,70,203,False,0.8603221774101257,0.027078721672296524
sin_family,0.5,71,170,False,0.4214521050453186,1.2821446657180786
sin_family,0.5,72,177,False,0.3308270573616028,1.2842309474945068
sin_family,0.5,73,157,False,0.35090070962905884,1.3001973628997803
sin_family,0.5,74,212,False,0.34685567021369934,0.02249988168478012
sin_family,0.5,75,182,False,0.34603944420814514,1.2667529582977295
