configuration,reading,amplitude,frequency,noise,embedded,linking_number,min_between_class_distance,activation,monotonic,depth,width,seed,train_data_seed,eval_data_seed,passed,final_train_accuracy,final_eval_accuracy,perfect_eval,at_chance,eval_errors,max_steps,learning_rate,initialization_scheme,initialization_gain,duration_seconds
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,3,9,50009,60009,False,0.935,0.9295,False,False,141,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.6016765830572695
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,0,50000,60000,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5667983749881387
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,1,50001,60001,False,0.9625,0.97,False,False,60,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5617713332176208
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,2,50002,60002,False,0.9735,0.9645,False,False,71,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5611218751873821
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,3,50003,60003,False,0.9735,0.9625,False,False,75,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5817653329577297
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,4,50004,60004,False,0.973,0.9695,False,False,61,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5652690420392901
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,5,50005,60005,True,1.0,1.0,True,False,0,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5573102501221001
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,6,50006,60006,False,0.97,0.967,False,False,66,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5617463749367744
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,7,50007,60007,False,0.967,0.9635,False,False,73,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5591123329941183
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,8,50008,60008,False,0.962,0.958,False,False,84,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5560354581102729
flat,core,0.0,0.0,0.0,True,-1,,relu,True,3,4,9,50009,60009,False,0.9675,0.96,False,False,80,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.5676986249163747
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,0,50000,60000,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.849456415977329
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,1,50001,60001,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8528752499260008
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,2,50002,60002,False,0.966,0.9645,False,False,71,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8592194591183215
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,3,50003,60003,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8460585419088602
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,4,50004,60004,False,0.958,0.9675,False,False,65,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8479251249227673
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,5,50005,60005,False,0.9705,0.9575,False,False,85,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8479368328116834
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,6,50006,60006,False,0.969,0.968,False,False,64,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8439744170755148
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,7,50007,60007,False,0.969,0.9685,False,False,63,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8398060000035912
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,8,50008,60008,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8532952908426523
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,3,9,50009,60009,False,0.97,0.962,False,False,76,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.8465173752047122
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,4,0,50000,60000,False,0.5,0.5,False,True,1000,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7810592500027269
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,4,1,50001,60001,False,0.966,0.968,False,False,64,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7677742498926818
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,4,2,50002,60002,False,0.9705,0.9605,False,False,79,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7673369587864727
flat,core,0.0,0.0,0.0,True,-1,,relu,True,5,4,3,50003,60003,False,0.9635,0.9585,False,False,83,2000,0.01,torch.nn.Linear.reset_parameters: kaiming_uniform_(a=sqrt(5)); bias_uniform_bound=1/sqrt(fan_in),0.5773502691896257,0.7686237499583513
