a,seed,precision,w1,b1,w2,b2,solved,gap,gap_continuous,placement_ok,bias_ok,bias_lo,bias_hi,bias_width,margin_grid,lipschitz,certify_threshold,certified,rho,R,predicted_solved,failure
1.02,10,float64,0.7180831266236295,-2.4679512048536725,3.4747927155249028,10.182260504304704,False,-0.338714409886415,-0.338714409886415,False,False,11.11778399656965,9.940821632453018,-1.176962364116631,-0.9355234922649451,5.040283835416931,0.0010085610476071897,False,-209.65177400455852,0.002806945874188119,False,placement
1.02,11,float32,0.0361537709832191,0.0502444431185722,0.5155169367790222,-0.0521998591721057,False,-0.20439957860446226,-0.20439957860446226,False,False,0.022974339092864976,-0.08239710554823038,-0.10537144464109535,-0.07517419826497068,0.03764852016596441,7.533470768577171e-06,False,-126.5158287023573,0.0004164358156677514,False,placement
1.02,11,float64,-0.8916630612564486,2.311828549488026,-1.8248905414348104,5.076899417292897,False,-0.6452559623971101,-0.6452559623971101,False,False,5.955279760801075,4.777758258218173,-1.177521502582902,-0.8783803435081774,3.2869187230000763,0.0006577126009004655,False,-399.3897314523393,0.0014741509481239884,False,placement
1.02,12,float32,-0.7580777406692505,-2.432126998901367,2.73435115814209,7.878870487213135,False,-0.39912641374589963,-0.39912641374589963,False,False,8.782302831843088,7.690951060171889,-1.0913517716711996,-0.9034323446299535,4.187158511284622,0.0008378506275707098,False,-247.04458461618398,0.0022088154115313986,False,placement
1.02,12,float64,0.0380851466668636,-0.0796483090706015,-0.605457024630777,-0.1004891651416271,False,-0.21518274505160592,-0.21518274505160592,False,False,-0.004253689570141212,-0.13453759414096958,-0.13028390457082836,-0.09623547557148589,0.0465790175587629,9.320463743624392e-06,False,-133.19021251669875,0.0004890896339492439,False,placement
1.02,13,float32,-0.0596186965703964,0.0450631715357303,0.6673275232315063,-0.0627725049853324,False,-0.33699837288447554,-0.33699837288447554,False,False,0.09994068553737656,-0.12494760397266813,-0.2248882895100447,-0.16271319052270897,0.08036609818363893,1.608126026686122e-05,False,-208.5896101543854,0.0005390687708356998,False,placement
1.02,13,float64,0.8859033171886617,2.30717990246984,-1.9518305706374912,5.42593022579006,False,-0.6387808084541171,-0.6387808084541171,False,False,6.356815231674361,5.110023321797084,-1.2467919098772773,-0.930885005884301,3.492849017778344,0.0006989192631872625,False,-395.38184908454645,0.0015766934076059088,False,placement
1.02,14,float32,0.0070173093117773,-0.7211498618125916,0.54246586561203,0.7565991282463074,False,-0.03464443892596836,-0.03464443892596836,False,False,0.7699342569255447,0.7511408313749263,-0.018793425550618532,-0.013335128679237362,0.007689434555562877,1.5386562392321916e-06,False,-21.443634720641274,0.0004382052248942738,False,placement
1.02,14,float64,0.7364202565403961,-2.4478292031812923,2.932082304755238,8.557075453132814,False,-0.3672811962275606,-0.3672811962275606,False,False,9.394374889877543,8.317476193549377,-1.0768986963281666,-0.8372994367447291,4.361674502192124,0.0008727712860814656,False,-227.3335650923329,0.002368543105130071,False,placement
1.02,15,float32,0.8869225382804871,-2.309626817703247,1.802767038345337,4.958224296569824,False,-0.6389823525091063,-0.6389823525091063,False,False,5.874557183336232,4.722620860148455,-1.1519363231877775,-0.9163328867664076,3.2298077295068377,0.0006462846882454903,False,-395.50659744905425,0.0014562795293650696,False,placement
1.02,15,float64,-0.7039916657574817,2.4859628392277817,-3.594109930321424,10.574959924247334,False,-0.3166824016708989,-0.3166824016708989,False,False,11.490082204388637,10.351890839785222,-1.1381913646034156,-0.9151222801413024,5.111051342260221,0.0010227216292666775,False,-196.01477046279922,0.002903330605943872,False,placement
1.02,16,float32,0.0309237353503704,-0.3948737978935241,0.3115062713623047,0.2453122287988662,False,-0.16743848804461692,-0.16743848804461692,False,False,0.2823957721048398,0.23023763301151937,-0.05215813909332045,-0.037083543305973604,0.019458533741088926,3.893653575005288e-06,False,-103.63827174334494,0.0002516355117465076,False,placement
1.02,16,float64,0.0122533763890875,-0.0278466283087434,0.3639591162309673,0.0206058956476738,False,-0.06928170489358293,-0.06928170489358293,False,False,0.038481193226252944,0.013265485142209819,-0.025215708084043123,-0.017875297578579145,0.009008650643663728,1.8026314444549732e-06,False,-42.88282964362458,0.0002940070454025176,False,placement
1.02,17,float32,-0.002117067342624,0.2960103452205658,0.883025586605072,-0.5241970419883728,False,-0.011713391975037402,-0.011713391975037402,False,False,-0.5167316526686843,-0.5270748774885768,-0.010343224819892544,-0.007465389319688542,0.0037762377568480577,7.556253640516374e-07,False,-7.250159235920491,0.000713310182805892,False,placement
1.02,17,float64,0.0039330184040563,-0.2633867174177141,-0.4275864500707228,-0.2262385383996475,False,-0.021864594815123706,-0.021864594815123706,False,False,-0.21949076441288967,-0.22883976889212315,-0.009349004479233477,-0.006747773986757827,0.003397044862455571,6.797488469145715e-07,False,-13.533380798350878,0.00034540535800088877,False,placement
1.02,18,float32,0.8388514518737793,2.340158462524414,-2.090005397796631,5.8577680587768555,False,-0.5499830201223577,-0.5499830201223577,False,False,6.759366125176369,5.609898644424148,-1.1494674807522205,-0.9015980663995133,3.5414722059787938,0.000708648765578548,False,-340.41928089124883,0.0016883113637729472,False,placement
1.02,18,float64,0.7330874149566855,-2.467972647921093,2.889894680144759,8.475647479324998,False,-0.3550924265241284,-0.3550924265241284,False,False,9.270075096643488,8.243895382271715,-1.0261797143717726,-0.7944276173184903,4.279461749540086,0.0008563205101630989,False,-219.78916450980526,0.0023344638409733627,False,placement
1.02,19,float32,0.8119418025016785,-2.398597002029419,2.462270975112915,7.006779193878174,False,-0.482867526761098,-0.482867526761098,False,False,7.9672937627352045,6.778343066766793,-1.1889506959684104,-0.9605145688570307,4.038425882237107,0.0008080892210579504,False,-298.8772565909015,0.0019890283883256922,False,placement
1.02,19,float64,0.7015108300690708,-2.5024864988384015,3.822360575421388,11.271300840426116,False,-0.30784480374016354,-0.30784480374016354,False,False,12.231243533222903,11.054549692058167,-1.1766938411647359,-0.9599426927967869,5.416483226976041,0.001083838564677547,False,-190.54462207218597,0.003087712023483289,False,placement
1.02,20,float32,0.9222537875175476,-2.2616851329803467,1.656859040260315,4.507906913757324,False,-0.7251753436219031,-0.7251753436219031,False,False,5.414507930736305,4.212994606882475,-1.2015133238538305,-0.9066010169789811,3.086649941030784,0.0006176388076099618,False,-448.8568918744281,0.0013384146992110404,False,placement
1.02,20,float64,0.882445383979206,-2.300605980991959,1.88573237644922,5.223125059171259,False,-0.637217297243514,-0.637217297243514,False,False,6.131603653639294,4.929982365393733,-1.2016212882455606,-0.9084785944680354,3.3613927786558606,0.0006726148631627535,False,-394.41409309480605,0.0015232991281028143,False,placement
1.02,21,float32,-0.0263706259429454,-0.1901850998401641,-1.0176063776016235,-0.3918053805828094,False,-0.14799344016082022,-0.14799344016082022,False,False,-0.28207600756083445,-0.4326750761116893,-0.1505990685508549,-0.10972937302197494,0.0542065326245939,1.0846729889863712e-05,False,-91.60250159170408,0.0008220248679567382,False,placement
1.02,21,float64,0.8643477791989904,-2.318787307327117,1.9871204915317704,5.519524929649786,False,-0.5990879223400714,-0.5990879223400714,False,False,6.447746288542743,5.257286401831593,-1.1904598867111498,-0.9282213588929569,3.4694776313897098,0.0006942426476017428,False,-370.81341105452225,0.001605200690187701,False,placement
1.02,22,float32,0.9799567461013794,2.239577054977417,-1.3722028732299805,3.642401933670044,False,-0.8418854278322927,-0.8418854278322927,False,False,4.543004380985519,3.3877667779835963,-1.1552376030019234,-0.9006024473154755,2.716292914535659,0.0005435303480811724,False,-521.0961456077869,0.0011084687660225332,False,placement
1.02,22,float64,0.7725506663293681,2.4363434138421725,-2.769043242925781,8.021477614637721,False,-0.4147897651498611,-0.4147897651498611,False,False,8.921883549805871,7.773312753382877,-1.1485707964229945,-0.9004059351681502,4.3212369288826356,0.0008646797256393468,False,-256.7396236013825,0.0022368397606718497,False,placement
1.02,23,float32,0.860184907913208,2.294212102890014,-1.852627515792847,5.131302356719971,False,-0.6075738869405103,-0.6075738869405103,False,False,5.989551762273635,4.863943661450434,-1.1256081008232015,-0.8582494055536642,3.2190765027208856,0.0006441373692287916,False,-376.0659113340897,0.0014965569424121947,False,placement
1.02,23,float64,-0.8020652823879146,-2.3530677284270607,2.2758922227832064,6.45784213375134,False,-0.493147126635086,-0.493147126635086,False,False,7.315843310254776,6.193493600058099,-1.122349710196677,-0.8580011765034357,3.6873365594691636,0.0007378362300088372,False,-305.2399511994991,0.001838471186006596,False,placement
1.02,24,float32,0.8609495759010315,2.331888437271118,-2.099823236465454,5.8284010887146,False,-0.586660012320182,-0.586660012320182,False,False,6.81838147250082,5.586499146725792,-1.2318823257750275,-0.9899803837862207,3.6518406883021695,0.0007307335044126402,False,-363.12099140307436,0.00169624223735334,False,placement
1.02,24,float64,-0.8573953612008944,-2.3350606917241397,2.1244538381503686,5.904971736750439,False,-0.5796334626376223,-0.5796334626376223,False,False,6.895231202916742,5.663826668495857,-1.2314045344208848,-0.9902594661663029,3.679423669149435,0.000736252860260017,False,-358.77181533296323,0.0017161388963596019,False,placement
1.02,25,float32,-1.0342644453048706,2.1192924976348877,-1.170909762382507,2.9255478382110596,False,-1.0325073413276828,-1.0325073413276828,False,False,3.86982162251092,2.6608486968187286,-1.2089729256921913,-0.9442737842998605,2.446281278503055,0.0004895010062037129,False,-639.0841058538647,0.0009458637091880982,False,placement
1.02,25,float64,-0.8236314253851927,2.3343927627632732,-2.257915563622694,6.332643067043076,False,-0.5321737791383234,-0.5321737791383234,False,False,7.275177283411656,6.073573824943329,-1.2016034584683266,-0.9425342163685801,3.7565742324132603,0.0007516906918285664,False,-329.3960151045067,0.001823949597700957,False,placement
1.02,26,float32,-1.0490288734436035,-2.127894639968872,1.0693529844284058,2.715495347976685,False,-1.0559210811538344,-1.0559210811538344,False,False,3.55481592462863,2.4256635651759084,-1.1291523594527217,-0.8393205766519451,2.2659999562683413,0.00045342670460597127,False,-653.5763504922902,0.000863825900831797,False,placement
1.02,26,float64,-0.8480021443649071,-2.324655586878317,1.9845588173078657,5.565112151649854,False,-0.5717613779796853,-0.5717613779796853,False,False,6.42027156875725,5.28557748469157,-1.1346940840656798,-0.8551594171073962,3.399478468044615,0.0006802358115146804,False,-353.8992841814129,0.0016031313636170317,False,placement
1.02,27,float32,0.9148352146148682,-2.2804806232452393,1.843021035194397,4.87656831741333,False,-0.7012382555894963,-0.7012382555894963,False,False,6.025941086487016,4.73354423075255,-1.2923968557344665,-1.1493727690736861,3.405842299429001,0.0006815092144930468,False,-434.04071392622603,0.0014887968043870367,False,placement
1.02,27,float64,-0.8957754124970218,2.299960020831892,-1.9558827381179624,5.236076865087522,False,-0.65861612109792,-0.65861612109792,False,False,6.379846124447081,5.091670222145449,-1.2881759023016313,-1.1437692593595585,3.5391039663975126,0.0007081748807198625,False,-407.65917878275104,0.0015799667581974444,False,placement
1.02,28,float32,-0.8709046244621277,-2.282011032104492,1.821411728858948,5.006105422973633,False,-0.6310406143512233,-0.6310406143512233,False,False,5.894490621097778,4.7451058447321035,-1.1493847763656742,-0.8883851981241451,3.20427731337989,0.0006411760507013287,False,-390.59095334038403,0.0014713407549969961,False,placement
