population,a,seed,w2,lambda_max,lambda_min,realized_step,lr_nominal
found_adam,1.5,39,-5.371326923370361,2.588499851805735,0.0006095639124464055,0.0011944770812988281,0.01
constructed_w2_1,1.5,-1,1.0,2.9138388674828817,-0.010147763238104712,,
found_adam,2.0,1,4.2373456954956055,1.897254790067631,0.0016263465137832135,0.0007875561714172363,0.01
found_adam,2.0,2,4.824608325958252,1.968865645105628,0.0012447697826473356,0.0008149147033691406,0.01
found_adam,2.0,3,4.009288787841797,1.7568087342128103,0.0017391085235402266,0.0007761716842651367,0.01
found_adam,2.0,5,4.295177459716797,2.0061697437501205,0.0016142677303379578,0.0007828474044799805,0.01
found_adam,2.0,7,4.748504161834717,1.959882046598215,0.001288584640107721,0.0007928013801574707,0.01
found_adam,2.0,9,4.321439266204834,1.8732469163645749,0.0015799067710942543,0.0007753968238830566,0.01
found_adam,2.0,10,-4.757082939147949,1.8041965369432134,0.0012569257284502765,0.0007904171943664551,0.01
found_adam,2.0,12,4.695028305053711,1.962667205157823,0.0013198576817079774,0.0007990002632141113,0.01
found_adam,2.0,14,3.598517656326294,2.004164092920962,0.002175110474760329,0.000811159610748291,0.01
found_adam,2.0,15,2.9154484272003174,1.8906353182021114,0.0029807035460203885,0.0016252994537353516,0.01
found_adam,2.0,18,-4.364462375640869,1.9784484694617883,0.001530464062116769,0.000795900821685791,0.01
found_adam,2.0,19,4.529655456542969,1.8936998965515623,0.0013735993746194837,0.0008063316345214844,0.01
found_adam,2.0,20,3.6932942867279053,1.9645314653899497,0.002056149394312112,0.0007919073104858398,0.01
found_adam,2.0,22,-3.309783935546875,1.9632584089523166,0.002460568573535518,0.0008247792720794678,0.01
found_adam,2.0,23,-4.114715099334717,1.8831251724454665,0.001726385267774058,0.0011736750602722168,0.01
found_adam,2.0,24,-3.0314133167266846,1.8325224647129312,0.002770897747593902,0.002068638801574707,0.01
found_adam,2.0,27,3.6918442249298096,1.8986475067318604,0.0018725477391451331,0.0007488727569580078,0.01
found_adam,2.0,28,3.9854178428649902,2.0402678812914026,0.0017645700186302202,0.0008608698844909668,0.01
found_adam,2.0,30,-4.326162815093994,2.0301770626369966,0.001533451446014397,0.0007789731025695801,0.01
found_adam,2.0,31,-4.845518589019775,1.8361868966680357,0.0011512006186992028,0.0008158683776855469,0.01
found_adam,2.0,32,4.1548614501953125,2.080948006678107,0.0017250984199989278,0.000793159008026123,0.01
found_adam,2.0,33,-4.1352949142456055,1.829387184476209,0.0016525316078679372,0.001051098108291626,0.01
found_adam,2.0,34,4.019410610198975,1.9028646578658353,0.0018051812894456301,0.0007673501968383789,0.01
found_adam,2.0,35,3.3744168281555176,2.0304842207341984,0.002356986365641261,0.0007610917091369629,0.01
found_adam,2.0,36,-4.554447174072266,1.7784923853785413,0.0013449103551644362,0.0009294748306274414,0.01
found_adam,2.0,37,3.6626646518707275,1.8920506042466823,0.0021098656773096765,0.0017781257629394531,0.01
found_adam,2.0,38,-5.03345251083374,1.6705433586387939,0.0010077390235458945,0.0007876157760620117,0.01
found_adam,2.0,39,-4.860977649688721,1.87252913194825,0.0011507609631947122,0.0008236169815063477,0.01
constructed_w2_1,2.0,-1,1.0,3.0210166361812885,0.00954489691678074,,
found_adam,3.0,1,3.4715163707733154,1.0862664228721968,0.0018416243336386966,0.00047343969345092773,0.01
found_adam,3.0,2,3.9105889797210693,1.0319146248503444,0.0012937737076134791,0.0005083680152893066,0.01
found_adam,3.0,3,3.2178127765655518,0.9656768646781593,0.0021429793411324705,0.0004506707191467285,0.01
found_adam,3.0,5,3.4037137031555176,1.216145552691992,0.0019973245826659138,0.0004653334617614746,0.01
found_adam,3.0,7,3.811145782470703,1.0441457690580092,0.0014222778799312813,0.00048553943634033203,0.01
found_adam,3.0,9,3.5682532787323,1.0560955923024986,0.0016964200261168822,0.00046938657760620117,0.01
found_adam,3.0,10,-3.855988025665283,0.9070812869505805,0.0012525809984105544,0.00047522783279418945,0.01
found_adam,3.0,12,3.8030123710632324,1.0008868926289045,0.0014375122208681755,0.0004805922508239746,0.01
found_adam,3.0,14,2.9679059982299805,1.302011828935018,0.0031160311962299975,0.0004659295082092285,0.01
found_adam,3.0,18,-3.6660289764404297,1.1290688106652456,0.0016090451578839868,0.0004965066909790039,0.01
found_adam,3.0,19,3.612377882003784,1.0297360158186861,0.0016092583308500322,0.0004760622978210449,0.01
found_adam,3.0,20,3.056575059890747,1.1864932156952148,0.0028465194844681818,0.00048470497131347656,0.01
found_adam,3.0,22,-2.915405035018921,1.3324802851486717,0.003338659958691986,0.0005401968955993652,0.01
found_adam,3.0,23,-3.632920265197754,0.9717807276679784,0.0015449110198870722,0.0006378293037414551,0.01
found_adam,3.0,27,3.222649335861206,1.2084698805310938,0.002266360600183407,0.00047391653060913086,0.01
found_adam,3.0,28,3.311248779296875,1.2432631292983078,0.002247817355937787,0.000545501708984375,0.01
found_adam,3.0,30,-3.6176185607910156,1.227574551202924,0.0016356495751940422,0.00048285722732543945,0.01
found_adam,3.0,31,-3.9079833030700684,0.9788304581783437,0.0011942097063488799,0.0005074739456176758,0.01
found_adam,3.0,32,3.4433584213256836,1.1712693794471303,0.0020459354436157566,0.0004761815071105957,0.01
found_adam,3.0,33,-3.201589345932007,1.082365406308066,0.0023905800463607735,0.0008646249771118164,0.01
found_adam,3.0,34,3.264878988265991,1.144670913590872,0.002298080679554015,0.0004584193229675293,0.01
found_adam,3.0,35,2.910133123397827,1.255708793900468,0.0032628861773552195,0.0004614591598510742,0.01
found_adam,3.0,36,-3.40733003616333,1.0338323345781413,0.0019079304230202184,0.0007348060607910156,0.01
found_adam,3.0,37,3.322737216949463,1.0327092770901314,0.002016473536842474,0.000947803258895874,0.01
found_adam,3.0,38,-4.0046234130859375,0.8597107305549725,0.0009974368912861035,0.0004938840866088867,0.01
found_adam,3.0,39,-3.795823574066162,1.003353628789005,0.001233310283599317,0.0004912316799163818,0.01
constructed_w2_1,3.0,-1,1.0,2.477336715415236,0.020558274937408996,,
manifold,1.5,-1,1.0,2.9081935493950963,-0.010930237044422045,,
manifold,1.5,-1,1.5,3.045909641745722,0.0002956339898705776,,
manifold,1.5,-1,2.0,3.245025022796153,0.0015304807765750574,,
manifold,1.5,-1,3.0,3.6540938122891333,0.0012377214673389557,,
manifold,1.5,-1,4.0,3.9299635065416503,0.0008423337839636327,,
manifold,1.5,-1,5.0,4.079360683376936,0.0006009288339888857,,
manifold,1.5,-1,6.0,4.156999858959126,0.00044943902501061147,,
manifold,1.5,-1,8.0,4.227599568476954,0.00027150926720310775,,
manifold,1.5,-1,10.0,4.274015714743578,0.00017126769295616002,,
manifold,1.5,-1,14.0,4.455749337406827,7.231434355207368e-05,,
manifold,1.5,-1,20.0,5.005434445180634,2.3155931450858417e-05,,
manifold_w2_5,1.02,-1,5.0,2.7264607856787233,-0.8341630885585161,,
constructed_vs_a,1.02,-1,1.0,2.7181758705359007,-0.17389391861873724,,
manifold_w2_5,1.05,-1,5.0,2.767357906900993,-1.0701480619737747,,
constructed_vs_a,1.05,-1,1.0,2.721003021253657,-0.25760189258523336,,
manifold_w2_5,1.1,-1,5.0,2.9142414402171024,-0.7837678709763561,,
constructed_vs_a,1.1,-1,1.0,2.7285814481486095,-0.31512560705411113,,
manifold_w2_5,1.2,-1,5.0,3.6093914161199967,-0.00029558748986120313,,
constructed_vs_a,1.2,-1,1.0,2.7572230751593567,-0.28851334740899987,,
manifold_w2_5,1.25,-1,5.0,4.048374793093252,0.0001590979402495683,,
constructed_vs_a,1.25,-1,1.0,2.7753979819057375,-0.23666600769697294,,
manifold_w2_5,1.3,-1,5.0,4.364829020483589,0.00033911145920132905,,
constructed_vs_a,1.3,-1,1.0,2.7964509842934877,-0.17141952673660407,,
manifold_w2_5,1.35,-1,5.0,4.476873337488321,0.00043099221572673953,,
constructed_vs_a,1.35,-1,1.0,2.8201448495401253,-0.10317140107019486,,
manifold_w2_5,1.4,-1,5.0,4.4027186992854865,0.000497767087601275,,
constructed_vs_a,1.4,-1,1.0,2.8557567342271444,-0.042895834638863,,
manifold_w2_5,1.45,-1,5.0,4.26180649353506,0.0005513088114067971,,
constructed_vs_a,1.45,-1,1.0,2.884491789292047,-0.019883856668602286,,
manifold_w2_5,1.5,-1,5.0,4.079360683376936,0.0006009288339888857,,
constructed_vs_a,1.5,-1,1.0,2.9138388674828817,-0.010147763238104712,,
manifold_w2_5,2.0,-1,5.0,2.5311284344464426,0.0008316850430250011,,
constructed_vs_a,2.0,-1,1.0,3.0210166361812885,0.00954489691678074,,
manifold_w2_5,3.0,-1,5.0,1.3802629949117675,0.0003109434572763782,,
constructed_vs_a,3.0,-1,1.0,2.477336715415236,0.020558274937408996,,
