a,seed,precision,w1,b1,w2,b2,solved
1.02,88,float32,0.799960732460022,-2.382500648498535,2.6454687118530273,7.5031561851501465,False
1.02,88,float64,-0.7974599706647931,2.3850929962338885,-2.669503333096086,7.579405383494413,False
1.02,89,float32,0.731490969657898,-2.461444854736328,2.9850246906280518,8.751593589782715,False
1.02,89,float64,-0.75575013069799,-2.428128860132604,2.786789103154007,8.072770555907256,False
1.02,90,float32,-0.7070262432098389,2.4649109840393066,-3.0933923721313477,9.13187313079834,False
1.02,90,float64,0.8706504345424956,2.3103832426183266,-1.8728734286920263,5.153175713262866,False
1.02,91,float32,0.8421632647514343,2.3770034313201904,-2.3061256408691406,6.503684043884277,False
1.02,91,float64,0.9734794469369896,2.253755402482954,-1.5111265296597285,4.014172423099358,False
1.02,92,float32,-0.04998156428337097,0.21366898715496063,0.7285428643226624,-0.3136614263057709,False
1.02,92,float64,-0.8515951743577744,-2.343616813547123,2.133073192966568,6.011487129082033,False
1.02,93,float32,-0.8362221121788025,2.3428094387054443,-2.2047922611236572,6.162097930908203,False
1.02,93,float64,-0.9098881352427489,2.2702885574111127,-1.7236335369619764,4.655139508130972,False
1.02,94,float32,-0.9006393551826477,-2.264411211013794,1.776800513267517,4.8236799240112305,False
1.02,94,float64,-0.8494612553162404,-2.31541154988412,2.1096203592175273,5.863770838688147,False
1.02,95,float32,-0.726822555065155,-2.466279983520508,3.233872175216675,9.472982406616211,False
1.02,95,float64,0.8696986877017696,2.328988764450992,-1.8962487299182025,5.2767565289249525,False
1.02,96,float32,0.803817629814148,-2.4214260578155518,2.5049996376037598,7.1654438972473145,False
1.02,96,float64,0.015422801851028997,0.1427033462802993,1.5115677570680812,-0.4383947268299725,False
1.02,97,float32,-0.9216678738594055,-2.263062000274658,1.5780085325241089,4.262737274169922,False
1.02,97,float64,-0.7124220772629768,-2.4684072316249375,3.397996958838928,9.968592914387681,False
1.02,98,float32,-0.7737643718719482,2.378804922103882,-2.7390036582946777,7.861818790435791,False
1.02,98,float64,0.8389462857705782,-2.3124144229457135,2.1570333441431964,6.037093779757851,False
1.02,99,float32,-0.008850044570863247,0.15747182071208954,0.20370268821716309,-0.0645323172211647,False
1.02,99,float64,0.7331682068143236,-2.4534362715896965,3.016476303233627,8.795160443621219,False
1.02,100,float32,-0.8101969957351685,2.4087445735931396,-2.085287570953369,5.938289642333984,False
1.02,100,float64,0.014166032310271203,-0.07132352189671866,-2.667889087994065,-0.3820444376180355,False
1.02,101,float32,-1.0350751876831055,2.166989803314209,-1.1525509357452393,2.952850580215454,False
1.02,101,float64,-0.8805794602691311,2.317155281235907,-1.8464310258887473,5.121769075700646,False
1.02,102,float32,-0.905337929725647,2.278337240219116,-1.6416988372802734,4.487922191619873,False
1.02,102,float64,-0.7560102217934886,-2.4230564673495305,2.620018903944549,7.593562050099162,False
1.02,103,float32,0.02031165175139904,-0.11329694837331772,-0.23461969196796417,-0.05400055646896362,False
1.02,103,float64,0.752216590781062,2.445687783574446,-2.912948982532934,8.474328065084439,False
1.02,104,float32,0.8324951529502869,2.339398145675659,-2.180555820465088,6.135251998901367,False
1.02,104,float64,0.8365907507864676,-2.3643157552543608,1.9579966238192115,5.552809015223404,False
1.02,105,float32,-0.8804868459701538,-2.3333563804626465,1.976944923400879,5.460622310638428,False
1.02,105,float64,-0.9829587639121887,-2.235916379929511,1.438064682854851,3.773629999285969,False
1.02,106,float32,-0.7769201397895813,2.421215534210205,-2.66274356842041,7.652073860168457,False
1.02,106,float64,0.7729452311442702,-2.425039086502987,2.7038209893446834,7.780911155143024,False
1.02,107,float32,-0.906499981880188,2.2628753185272217,-1.6936758756637573,4.599508762359619,False
1.02,107,float64,1.3142133319483325,-1.956479558189176,0.7570184209277001,1.6731938122305647,False
1.02,108,float32,0.7998307347297668,-2.380409002304077,2.3936619758605957,6.8343892097473145,False
