family,window,a,seed,stored_cross_step,stored_cross_w2,cross_step,cross_w2,G_cross,reproduced,prev_step,G_prev,w2_prev,cross_w2_interp
Block 3,H90,1.3,100001,2350,3.3623550340688158,2350,3.3623550340688158,0.002947999429136594,True,2300,-0.003639184799666406,3.2816404817248626,3.3262323986652773
Block 3,H90,1.3,100002,1250,3.252288030089546,1250,3.252288030089546,0.0037583939769225694,True,1200,-0.005806574366743256,3.1380739716154604,3.2074095303365224
Block 3,H90,1.3,100003,7850,3.497236385999694,7850,3.497236385999694,0.004549049297785768,True,7800,-0.010327821761700662,3.3006041285773864,3.4371101787500455
Block 3,H90,1.3,100004,1900,3.229593355816591,1900,3.229593355816591,0.0027031622207509542,True,1850,-0.004735972224658269,3.1400394317233244,3.1970520990204716
Block 3,H90,1.3,100005,2050,2.8269199129158635,2050,2.8269199129158635,0.005802315435047056,True,2000,-0.001554333035014288,2.7487740828173735,2.765284949928261
Block 3,H90,1.3,100006,1000,3.573846980292601,1000,3.573846980292601,0.006533638446213352,True,950,-0.004430441379585037,3.4212662134033764,3.4829221073858534
Block 3,H90,1.3,100007,2650,3.345098167679368,2650,3.345098167679368,0.002621300078181399,True,2600,-0.003381441634153326,3.2683281738717156,3.311573954842345
Block 3,H90,1.3,100008,3900,3.370814068080064,3900,3.370814068080064,0.005716789496568175,True,3850,-0.005951947462998319,3.227150047377431,3.3004296753704283
Block 3,H90,1.3,100009,1550,3.3130023252199514,1550,3.3130023252199514,0.008191517067306364,True,1500,-9.764143342838594e-05,3.211864287768505,3.2130556346283843
Block 3,H90,1.3,100010,1000,3.2180486590134705,1000,3.2180486590134705,0.0017495500702451316,True,950,-0.008449352301699076,3.0886897601356336,3.195858048459032
Block 3,H90,1.3,100011,1050,3.2976612603042224,1050,3.2976612603042224,0.007608949382230001,True,1000,-0.0020911593595811517,3.173223087376503,3.2000495959171062
Block 3,H90,1.3,100012,2200,4.092411450113876,2200,4.092411450113876,0.0009533078902341785,True,2150,-0.005161094279142464,3.993436093073847,4.076980016886019
Block 3,H90,1.3,100013,1250,3.188035068194294,1250,3.188035068194294,0.0009502492102546611,True,1200,-0.009145694080765487,3.0754587017168697,3.177439168410104
Block 3,H90,1.3,100014,1400,2.8774240766663657,1400,2.8774240766663657,0.008287194315197421,True,1350,-0.0012632419846898557,2.777787109671376,2.7909661515478934
Block 3,H90,1.3,100015,2100,3.6877164442265156,2100,3.6877164442265156,0.006372575537242131,True,2050,-0.0012033161015492233,3.580926539331052,3.597888504756434
Block 3,H90,1.3,100016,2650,3.8994415721167677,2650,3.8994415721167677,0.0001983799928018115,True,2600,-0.0057417048484249555,3.814736743768105,3.8966126995186086
Block 3,H90,1.3,100017,1100,3.347290856298099,1100,3.347290856298099,0.008572186399335102,True,1050,-0.0012597836851444555,3.222325925775015,3.2383378521067177
Block 3,H90,1.3,100018,5800,3.3922496784737954,5800,3.3922496784737954,0.014714874288983104,True,5750,-0.0003846675395542398,3.2004859064425717,3.205371173770583
Block 3,H90,1.3,100019,4000,3.3518275470901195,4000,3.3518275470901195,0.00435512232328783,True,3950,-0.009752800266694894,3.1843878847731064,3.300138844766336
Block 3,H90,1.3,100020,1950,3.619817373990427,1950,3.619817373990427,0.005349113287523188,True,1900,-0.0038882128036159536,3.4942761012473564,3.5471194434922606
Block 3,H90,1.3,100021,3300,3.412092274923859,3300,3.412092274923859,0.007552216311643267,True,3250,-1.922009908650324e-05,3.316602959284936,3.316845359010526
Block 3,H90,1.3,100022,9750,3.4694878127615114,9750,3.4694878127615114,0.0034865341530343485,True,9700,-0.012905413316347758,3.251957204102038,3.423219491206782
Block 3,H90,1.3,100023,2200,3.404490169841725,2200,3.404490169841725,0.0027945982394208535,True,2150,-0.0037639711237869022,3.317753297305335,3.3675316964522612
Block 3,H90,1.3,100024,1050,3.1028739813896973,1050,3.1028739813896973,0.006973538965060477,True,1000,-0.0035785816562383665,2.9808311037339714,3.022219978911515
Block 3,H90,1.3,100025,1700,3.855923888216212,1700,3.855923888216212,0.00016202161641754032,True,1650,-0.006999282180680133,3.7474761811113706,3.85347030248661
Block 3,H90,1.3,100026,1050,3.0396762688685177,1050,3.0396762688685177,0.007873157029559152,True,1000,-0.002988912125716503,2.9160175280725467,2.9500446645722618
Block 3,H90,1.3,100027,2900,3.490066554443225,2900,3.490066554443225,0.0010091068824911176,True,2850,-0.004958950973589893,3.410864732320734,3.4766747432817087
Block 3,H90,1.3,100028,4800,3.4792170699135294,4800,3.4792170699135294,0.009049737627562227,True,4750,-0.0015934888955650983,3.3327746104253113,3.354699769354011
Block 3,H90,1.3,100029,1850,3.593735085186328,1850,3.593735085186328,0.0028756578974800107,True,1800,-0.004259052214441894,3.4954559852544524,3.5541235150674413
Block 3,H90,1.3,100030,2050,3.6396209360656737,2050,3.6396209360656737,0.002092451154247499,True,2000,-0.004582307288758081,3.5460210603236164,3.6102785756332714
Block 3,H90,1.3,100031,2200,3.2125261064324504,2200,3.2125261064324504,0.0011188566049411541,True,2150,-0.005850751287725053,3.1307562443775607,3.199399291889338
Block 3,H90,1.3,100032,1350,3.1876680339574923,1350,3.1876680339574923,0.0032428606864143283,True,1300,-0.0052032788865847834,3.0570565175773012,3.1375202773402187
Block 3,H90,1.3,100033,1400,3.698670886856648,1400,3.698670886856648,0.005589833893233642,True,1350,-0.0026213790985840646,3.583093276940009,3.619990715990937
Block 3,H90,1.3,100034,10750,3.3027443404644155,10750,3.3027443404644155,0.016523301650289035,True,10700,-0.0010989261695701913,3.0769264977024875,3.091008550182101
Block 3,H90,1.3,100035,3050,3.2738890766764865,3050,3.2738890766764865,0.00531026641009813,True,3000,-0.0010880278953195877,3.1952875737916537,3.2086537341572887
Block 3,H90,1.3,100036,2550,3.608577466268241,2550,3.608577466268241,0.004404329935856932,True,2500,-0.0020950653544278275,3.518742383385307,3.5477005189277815
Block 3,H90,1.3,100037,1250,3.1313995335701708,1250,3.1313995335701708,0.0072770760176998905,True,1200,-0.0037549524635505094,3.001952582194194,3.0460122172644284
Block 3,H90,1.3,100038,1350,3.0872784108720954,1350,3.0872784108720954,0.0013180712913860582,True,1300,-0.008180352044598216,2.978667984880241,3.072206826949032
Block 3,H90,1.3,100039,3550,3.5603823758163817,3550,3.5603823758163817,0.00836361224632709,True,3500,-0.0034624764508803807,3.3932697980088795,3.4421975018439626
Block 3,H90,1.3,100041,1500,4.059734126138835,1500,4.059734126138835,0.006699816462680808,True,1450,-0.0013198541687797771,3.9344017199223926,3.9550285643939147
Block 3,H90,1.3,100042,2350,3.5938115226032044,2350,3.5938115226032044,0.009804987275140675,True,2300,-0.0030758346181207763,3.4170424297416506,3.4592534392364573
Block 3,H90,1.3,100043,1700,3.2084735234923185,1700,3.2084735234923185,0.0005852205773790864,True,1650,-0.008522475907745797,3.1013819958040862,3.2015922922426303
Block 3,H90,1.3,100044,4250,3.295422565542828,4250,3.295422565542828,0.0063263509230582216,True,4200,-0.013209700179741546,3.0618206539054067,3.21977536020235
Block 3,H90,1.3,100045,1650,3.136271383225664,1650,3.136271383225664,0.003974512080246573,True,1600,-0.0041196709541080345,3.0408574060544775,3.0894199587790347
Block 3,H90,1.3,100046,1850,3.3866973366986532,1850,3.3866973366986532,0.0034287905628600512,True,1800,-0.004699518407188741,3.2816906402805013,3.342402026192819
Block 3,H90,1.3,100047,1700,3.365243773580294,1700,3.365243773580294,0.006263216459339027,True,1650,-0.007668669760072966,3.1920956205763145,3.2874033186182343
Block 3,H90,1.3,100048,3450,3.399565257709713,3450,3.399565257709713,0.002228920590744643,True,3400,-0.013753041614618322,3.2033097589450112,3.3721945308476062
Block 3,H90,1.3,100049,1950,3.16923173852135,1950,3.16923173852135,0.0011667779512238852,True,1900,-0.008950053981848338,3.0528208456646544,3.1558060273930018
Block 3,H90,1.3,100050,4050,3.704213208269487,4050,3.704213208269487,0.0018916446824106536,True,4000,-0.00568436285071483,3.5929131886186108,3.6764228332726026
Block 3,H90,1.3,100051,1750,3.549906817569907,1750,3.549906817569907,0.004999570423226185,True,1700,-0.004369291955138799,3.425413878660666,3.4834727949388937
Block 3,H90,1.3,100052,2250,3.1044812693507877,2250,3.1044812693507877,0.0033009266345978006,True,2200,-0.0034540799313664827,3.0257261594403695,3.0659965044026922
Block 3,H90,1.3,100053,1500,3.117029165474446,1500,3.117029165474446,0.006591949407759312,True,1450,-0.0018496781613288604,3.0144327254809395,3.0369130342760093
Block 3,H90,1.3,100054,1350,3.3948245626023894,1350,3.3948245626023894,0.0018135204798150895,True,1300,-0.008008847873600011,3.271415588748285,3.3720393550613212
Block 3,H90,1.3,100055,1750,3.3147462739501212,1750,3.3147462739501212,0.004995178856624705,True,1700,-0.0027442138431230667,3.2192137348030028,3.2530874154090745
Block 3,H90,1.3,100056,2350,3.5449775996554367,2350,3.5449775996554367,0.008414737675879191,True,2300,-0.0002036616769420796,3.4241643063717855,3.427019249256161
Block 3,H90,1.3,100057,1500,3.5048899914668206,1500,3.5048899914668206,0.004513058646397283,True,1450,-0.0038503648375320942,3.3886366002401074,3.4421575023782465
Block 3,H90,1.3,100058,1400,2.909643781068867,1400,2.909643781068867,0.0072870855801769885,True,1350,-0.002026625675027649,2.809170854793998,2.8310333547636017
Block 3,H90,1.3,100059,1700,3.1497858938078305,1700,3.1497858938078305,0.005135092419257248,True,1650,-0.004790374862135849,3.032178956173759,3.0889401445070463
Block 3,H90,1.3,100060,2550,3.3821531190124894,2550,3.3821531190124894,0.0033924398955984536,True,2500,-0.005385042057035605,3.271988310535356,3.339575134416732
Block 3,H90,1.3,100061,1650,2.852609551898149,1650,2.852609551898149,0.008243279968074724,True,1600,-0.00010214656026663604,2.7634533222160096,2.764544578865079
Block 3,H90,1.3,100062,1250,3.4044680285662166,1250,3.4044680285662166,0.0056780729972460975,True,1200,-0.004542558942531638,3.269798782373365,3.3296525166807798
Block 3,H90,1.3,100063,1150,2.9686369342725043,1150,2.9686369342725043,0.010664138768987641,True,1100,-0.00018517460340605751,2.8435236051308324,2.84565902239729
Block 3,H90,1.3,100064,1800,3.3959521525497562,1800,3.3959521525497562,0.0006844083068515694,True,1750,-0.006872483305273125,3.2961064242345954,3.3869093808163493
Block 3,H90,1.3,100065,2450,3.612544546553092,2450,3.612544546553092,0.001687890061388142,True,2400,-0.004488493039606745,3.526987171474918,3.589163315060239
Block 3,H90,1.3,100066,1600,3.128730729656127,1600,3.128730729656127,0.005703614106946198,True,1550,-0.002384158731252306,3.02954392634261,3.058782764756573
Block 3,H90,1.3,100067,1150,3.4445164107731556,1150,3.4445164107731556,0.002378011584827089,True,1100,-0.007406531404002159,3.318759813402028,3.4139528325091124
Block 3,H90,1.3,100068,7700,3.2557550239232946,7700,3.2557550239232946,0.0036764748911362055,True,7650,-0.015957888421551658,3.0248490836512234,3.2125185879816267
Block 3,H90,1.3,100069,4200,3.5900789548010197,4200,3.5900789548010197,0.007018491149426875,True,4150,-0.007838061249283879,3.394663079495297,3.497761130686608
Block 3,H90,1.3,100070,1950,3.396766378913765,1950,3.396766378913765,0.0016475605965036166,True,1900,-0.005583467300922962,3.304533364136396,3.3757514577988834
Block 3,H90,1.3,100071,1900,2.9379476014662966,1900,2.9379476014662966,0.0015595374142951535,True,1850,-0.005974080364967271,2.8531201777343296,2.9203874404726733
Block 3,H90,1.3,100073,2150,3.6146577632057655,2150,3.6146577632057655,0.0023599673289869116,True,2100,-0.0025837502317314076,3.5242305729420846,3.5714908120089492
Block 3,H90,1.3,100074,2450,3.5783719295653063,2450,3.5783719295653063,0.00478483628932258,True,2400,-0.0018556061866563667,3.4889747827549678,3.513955934130161
Block 3,H90,1.3,100075,1700,3.217777966979471,1700,3.217777966979471,0.0018381269064797756,True,1650,-0.006822271097256749,3.11229913431502,3.195390603223099
Block 3,H90,1.3,100076,7650,3.1755357482818014,7650,3.1755357482818014,0.006198968082616663,True,7600,-0.013731041498135088,2.949269619086454,3.1051586364507155
Block 3,H90,1.3,100077,2100,3.3652737837360354,2100,3.3652737837360354,0.004446864778246962,True,2050,-0.0023629042897717056,3.2778022244591107,3.3081537562928625
Block 3,H90,1.3,100078,6650,3.2507381459723566,6650,3.2507381459723566,0.009309098689989526,True,6600,-0.009337634319503074,3.03571070731326,3.143388957966384
Block 3,H90,1.3,100079,2550,3.4713912385704226,2550,3.4713912385704226,0.006049632193493082,True,2500,-1.1029846753274342e-05,3.39246374559786,3.3926073863662
Block 3,H90,1.3,100080,2200,3.443002904593066,2200,3.443002904593066,0.008200073791372997,True,2150,-0.00017679835708062086,3.3328714143014797,3.33519579817667
Block 3,H90,1.3,100081,1400,3.3844219669408036,1400,3.3844219669408036,0.00013642645962308464,True,1350,-0.009942029483099635,3.2566306251154846,3.382692126533226
Block 3,H90,1.3,100082,2450,3.7245736969076786,2450,3.7245736969076786,0.006319048099435065,True,2400,-0.00025187205701904247,3.6281719412448923,3.6318671479923346
Block 3,H90,1.3,100083,1650,3.3771622220002975,1650,3.3771622220002975,0.008078819044206043,True,1600,-0.005780921571627129,3.204281447887911,3.276390315152294
Block 3,H90,1.3,100084,4300,3.5931678395411817,4300,3.5931678395411817,0.009975808117697493,True,4250,-0.0029579142151279214,3.4145193069605035,3.4553758384704616
Block 3,H90,1.3,100085,1800,3.190053579264677,1800,3.190053579264677,0.00025949756780363487,True,1750,-0.00762370896529152,3.0968632330200876,3.186985961019268
Block 3,H90,1.3,100086,1850,3.2850439056469614,1850,3.2850439056469614,0.0018706381527264782,True,1800,-0.005665462815594324,3.191227017741934,3.26175633948736
Block 3,H90,1.3,100087,2050,3.118840838394307,2050,3.118840838394307,0.005632735727859384,True,2000,-0.0015656636973870874,3.0342053402962854,3.052613700134946
Block 3,H90,1.3,100088,1400,3.443912650422721,1400,3.443912650422721,0.0013226352091315619,True,1350,-0.006826770012172023,3.330478492613198,3.4255024711565265
Block 3,H90,1.3,100089,4050,3.537469231832701,4050,3.537469231832701,0.009028203995158801,True,4000,-0.00596370097171306,3.3348990196005865,3.41548038495731
Block 3,H90,1.5,100000,850,1.9807400230525818,850,1.9807400230525818,0.04455045710756744,True,800,-0.020344184483182204,1.7460881349898951,1.8196504689986062
Block 3,H90,1.5,100001,1100,1.8356430622510322,1100,1.8356430622510322,0.010826722285527168,True,1050,-0.012670908245391299,1.759247574993645,1.8004432269606212
Block 3,H90,1.5,100002,550,1.8153048131790508,550,1.8153048131790508,0.024380401248389028,True,500,-0.013525333063610923,1.6919362635770314,1.735956007640232
Block 3,H90,1.5,100003,7800,2.1263739808680677,7800,2.1263739808680677,0.0651812573913717,True,7750,-0.01930549417327665,1.7885536674730018,1.865746694439751
Block 3,H90,1.5,100004,850,1.7540593783766734,850,1.7540593783766734,0.010054434447950733,True,800,-0.018516515353957264,1.6639413889271115,1.7223458573427586
Block 3,H90,1.5,100005,950,1.551893139115964,950,1.551893139115964,0.02296795699356835,True,900,-0.0038304293634805475,1.4746410508508734,1.4856830838799613
Block 3,H90,1.5,100006,400,1.916338718005403,400,1.916338718005403,0.013887528995577103,True,350,-0.047560299304181264,1.710112002358255,1.8697304069802978
Block 3,H90,1.5,100007,1250,1.7806046190236287,1250,1.7806046190236287,0.0006825625787652001,True,1200,-0.020504071721623163,1.7116452292235877,1.7783829778575693
Block 3,H90,1.5,100008,3450,1.9732707163741807,3450,1.9732707163741807,0.05336206742216287,True,3400,-0.010936988907359169,1.7434085238950388,1.7825070798129017
Block 3,H90,1.5,100009,650,1.789923188693855,650,1.789923188693855,0.01454909326627929,True,600,-0.019929053980861866,1.6836408165814793,1.745074138849607
Block 3,H90,1.5,100010,450,1.8488507581373206,450,1.8488507581373206,0.03443203217553181,True,400,-0.0043279868185979176,1.705874752369145,1.721839612149894
Block 3,H90,1.5,100011,450,1.8504187087691375,450,1.8504187087691375,0.033255455508166776,True,400,-0.005266851782013582,1.715579631199743,1.7340151166609803
Block 3,H90,1.5,100012,1050,2.2313369141686636,1050,2.2313369141686636,0.010647500881097116,True,1000,-0.011381996485654522,2.1361330439943607,2.1853220970945952
Block 3,H90,1.5,100013,550,1.7751830522651098,550,1.7751830522651098,0.01728932377892045,True,500,-0.023589638657682155,1.651705977878319,1.7229597327114912
Block 3,H90,1.5,100014,600,1.560633931900281,600,1.560633931900281,0.017581784791647515,True,550,-0.020915128340053712,1.4579960990391447,1.51375858159175
Block 3,H90,1.5,100015,1150,1.9612035508563763,1150,1.9612035508563763,0.007810962817599965,True,1100,-0.02890052107581509,1.8334105629016377,1.9340135227942443
Block 3,H90,1.5,100016,1250,2.102503853277181,1250,2.102503853277181,0.00010611324951570467,True,1200,-0.020965626745160115,2.0246774651788866,2.1021119344825645
Block 3,H90,1.5,100017,450,1.768431479817552,450,1.768431479817552,0.006210355601317108,True,400,-0.0376428830854012,1.634661656292637,1.7494874246532348
Block 3,H90,1.5,100018,5550,2.0438883469908835,5550,2.0438883469908835,0.08034162426272307,True,5500,-0.010503681368314144,1.7023594211656892,1.7418475487030667
Block 3,H90,1.5,100019,3700,1.8047143102487437,3700,1.8047143102487437,0.003621571437729898,True,3650,-0.12454873528292598,1.470650459442982,1.795275024883741
Block 3,H90,1.5,100020,1100,1.9938995847721797,1100,1.9938995847721797,0.021195014131528467,True,1050,-0.023040330119115993,1.8363343609379075,1.918403458261167
Block 3,H90,1.5,100021,2500,1.8683448135113019,2500,1.8683448135113019,0.02249191803706907,True,2450,-0.017197818627654016,1.7383969117554403,1.7947041748728563
Block 3,H90,1.5,100022,9700,1.8767197774977937,9700,1.8767197774977937,0.00933830679672365,True,9650,-0.1878379692235117,1.4070252932872274,1.8544749553375608
Block 3,H90,1.5,100023,1000,1.8166807508349394,1000,1.8166807508349394,0.0018460627283767295,True,950,-0.02350214237917969,1.7317100661112144,1.8104924935832905
Block 3,H90,1.5,100024,400,1.6438922670675788,400,1.6438922670675788,0.0014278280975932311,True,350,-0.05033946100254916,1.502893858770703,1.6400032960091804
Block 3,H90,1.5,100025,750,2.145342650232839,750,2.145342650232839,0.017250296001373844,True,700,-0.010328900294458432,2.030528380204246,2.0735283695725215
Block 3,H90,1.5,100026,450,1.6426858578127885,450,1.6426858578127885,0.01653339582174329,True,400,-0.03264223311724557,1.5017167212046363,1.5952904592285908
Block 3,H90,1.5,100027,1500,1.8671580460298103,1500,1.8671580460298103,0.0010129078809173464,True,1450,-0.020707384408178875,1.7929008739364238,1.8636951241765078
Block 3,H90,1.5,100028,4400,1.8850870874425643,4400,1.8850870874425643,0.02114998998385431,True,4350,-0.0554305544449889,1.6334778407399513,1.8155977270926906
Block 3,H90,1.5,100029,850,1.9713022126644675,850,1.9713022126644675,0.015378721805745066,True,800,-0.011155196214129859,1.873227079691969,1.914459111509344
Block 3,H90,1.5,100030,900,1.9558317298461885,900,1.9558317298461885,0.003180516257238253,True,850,-0.02242400121144028,1.8638099678660296,1.944401062958768
Block 3,H90,1.5,100031,1050,1.7831737659781863,1050,1.7831737659781863,0.015698050787635864,True,1000,-0.007077373235006235,1.7043003028650134,1.7288099206106358
Block 3,H90,1.5,100032,750,1.752951377989683,750,1.752951377989683,0.018701422053764905,True,700,-0.02791828239692773,1.565891173759685,1.6779124675120625
Block 3,H90,1.5,100033,600,2.0467825547816036,600,2.0467825547816036,0.024288418450721938,True,550,-0.008903315085076802,1.9212217234203206,1.9549020264616783
Block 3,H90,1.5,100034,11100,1.979719434628297,11100,1.979719434628297,0.07866808206249498,True,11050,-0.04254259818246675,1.5513849767298546,1.7017220649571572
Block 3,H90,1.5,100035,1800,1.7302082989462264,1800,1.7302082989462264,0.00020468286002062186,True,1750,-0.0271445290676664,1.6475338618088207,1.7295895593537065
Block 3,H90,1.5,100036,1400,1.9820244161134253,1400,1.9820244161134253,0.018193537966474604,True,1350,-0.00804946049828903,1.8854386908630523,1.9150642300766971
Block 3,H90,1.5,100037,600,1.6616256636665803,600,1.6616256636665803,0.011252547828346948,True,550,-0.04681143347392869,1.4973839218239318,1.6297963262004809
Block 3,H90,1.5,100038,600,1.6756798139283902,600,1.6756798139283902,0.008707807914902332,True,550,-0.029923114632557812,1.5605352985257597,1.6497250539469581
Block 3,H90,1.5,100039,3300,1.9857996082529812,3300,1.9857996082529812,0.033452313984238646,True,3250,-0.05113320233030905,1.6859927100710124,1.8672304379079279
Block 3,H90,1.5,100041,750,2.1706206361346925,750,2.1706206361346925,0.00970749839087981,True,700,-0.029625086529225353,2.0184485316502685,2.1330637234013965
Block 3,H90,1.5,100042,1950,2.010611437342085,1950,2.010611437342085,0.03723711370660654,True,1900,-0.061806049728177825,1.680796177931993,1.886611275282295
Block 3,H90,1.5,100043,950,1.820549496112434,950,1.820549496112434,0.029710411272989568,True,900,-0.007637913391225215,1.6952598767607603,1.7208822110965374
Block 3,H90,1.5,100044,5400,2.049331057013933,5400,2.049331057013933,0.0682274050191749,True,5350,-0.03953010896383269,1.6432852168410237,1.7922403635686774
Block 3,H90,1.5,100045,700,1.6812909078050409,700,1.6812909078050409,0.006583489671848852,True,650,-0.025852839354617796,1.5838167062717436,1.661506905782415
Block 3,H90,1.5,100046,1000,1.8198180604915826,1000,1.8198180604915826,0.00585657846371479,True,950,-0.0333242973663026,1.692790341185106,1.80083053687387
Block 3,H90,1.5,100047,1350,1.8050197011082572,1350,1.8050197011082572,0.012834423933332673,True,1300,-0.1139385838662701,1.4716445050592815,1.7712689944774418
Block 3,H90,1.5,100048,2300,1.978138160438051,2300,1.978138160438051,0.041549403260419115,True,2250,-0.059152236087065546,1.6531090095511132,1.844031433386737
Block 3,H90,1.5,100049,1250,1.7444187010793706,1250,1.7444187010793706,0.011348993573183641,True,1200,-0.045653748409976824,1.5768024602694761,1.711047049584524
Block 3,H90,1.5,100050,3250,2.0658530570528306,3250,2.0658530570528306,0.023483103062897026,True,3200,-0.014457173691436953,1.9131213008165817,1.9713198622662798
Block 3,H90,1.5,100051,1100,1.8670728115113897,1100,1.8670728115113897,0.0009420357557052839,True,1050,-0.05311903799658646,1.6977085730330614,1.864121572157258
Block 3,H90,1.5,100052,1050,1.6883163262403975,1050,1.6883163262403975,0.010151854449553799,True,1000,-0.014132829627358845,1.613526101876111,1.6570513746523496
Block 3,H90,1.5,100053,650,1.6838742278133398,650,1.6838742278133398,0.017779827390478342,True,600,-0.014965660124139912,1.5803511201106792,1.627664254299966
Block 3,H90,1.5,100054,650,1.8676102225957116,650,1.8676102225957116,0.01553668761207172,True,600,-0.029006736138254663,1.7210914940000144,1.8165046827910263
Block 3,H90,1.5,100055,750,1.762022588696634,750,1.762022588696634,0.001459669860221613,True,700,-0.031152147013757236,1.6625676112401993,1.7575710908361144
Block 3,H90,1.5,100056,1600,1.8354831561556109,1600,1.8354831561556109,0.0007092634037397794,True,1550,-0.05313741827931562,1.6633956976266786,1.8332164364105468
Block 3,H90,1.5,100057,750,1.945935198080763,750,1.945935198080763,0.024224059281744204,True,700,-0.012206417345788534,1.8088762529564406,1.8547993053025804
Block 3,H90,1.5,100058,600,1.5368323781018274,600,1.5368323781018274,0.002670363970472156,True,550,-0.037459593292020976,1.4314177014403826,1.5298177791907344
Block 3,H90,1.5,100059,1000,1.6712405021150618,1000,1.6712405021150618,0.007936540744111653,True,950,-0.04877815283905429,1.5090188759549263,1.6485395323265535
Block 3,H90,1.5,100060,1850,1.9299490505995176,1850,1.9299490505995176,0.03633638316978871,True,1800,-0.006115687771522715,1.777862758518348,1.799772461768936
Block 3,H90,1.5,100061,700,1.5278411454602632,700,1.5278411454602632,0.014441562178853395,True,650,-0.018965188972550173,1.4367400108195716,1.488458605849782
Block 3,H90,1.5,100062,600,1.8257743894712477,600,1.8257743894712477,0.015560441304903527,True,550,-0.03402296869529842,1.6603837308718703,1.7738709073286425
Block 3,H90,1.5,100063,500,1.5887329962766241,500,1.5887329962766241,0.017568079044527174,True,450,-0.033667919909176725,1.441489899656624,1.5382454794328813
Block 3,H90,1.5,100064,850,1.857556120411343,850,1.857556120411343,0.009641814217850264,True,800,-0.020517021661336177,1.7517037377184126,1.8237149929709309
Block 3,H90,1.5,100065,1200,1.9942002245670296,1200,1.9942002245670296,0.01741572749323428,True,1150,-0.0036413751710080433,1.91382460550723,1.9277238483549064
Block 3,H90,1.5,100066,700,1.7042050197596788,700,1.7042050197596788,0.019571537866569066,True,650,-0.011461963844552336,1.6035602746136521,1.640732567986995
Block 3,H90,1.5,100067,500,1.9206631805253005,500,1.9206631805253005,0.019969625496108367,True,450,-0.019894963688528833,1.7824133470621084,1.8514088007454823
Block 3,H90,1.5,100068,7200,2.0527725730326862,7200,2.0527725730326862,0.07975655935252846,True,7150,-0.03676717538730534,1.6266338166222416,1.7610949925470716
Block 3,H90,1.5,100069,3650,2.1307412348351864,3650,2.1307412348351864,0.05828591059502264,True,3600,-0.0403012664962219,1.770692043486425,1.9178758744918092
Block 3,H90,1.5,100070,900,1.8610817206641959,900,1.8610817206641959,0.012544656892235384,True,850,-0.014424398757707735,1.7689211914767435,1.8182132482686535
Block 3,H90,1.5,100071,900,1.640458447361237,900,1.640458447361237,0.02352499760111959,True,850,-0.00281261935282906,1.5566096585959837,1.5655639510972674
Block 3,H90,1.5,100073,950,1.938398600470785,950,1.938398600470785,0.0007388600911419907,True,900,-0.01880635129341801,1.849609818537359,1.9350421523761103
Block 3,H90,1.5,100074,1300,1.915490245004411,1300,1.915490245004411,0.005673546957494668,True,1250,-0.02258234728878783,1.8196740478033206,1.896251154945158
Block 3,H90,1.5,100075,900,1.7876128999180174,900,1.7876128999180174,0.018562907646422655,True,850,-0.020632105651806842,1.6595608057230016,1.7269669401785301
Block 3,H90,1.5,100076,7100,1.8822668178127597,7100,1.8822668178127597,0.056598006522127875,True,7050,-0.10473006985691269,1.4389599796935322,1.72674346516194
Block 3,H90,1.5,100077,950,1.838082841915109,950,1.838082841915109,0.013778442205978347,True,900,-0.01192897411688243,1.7508204311588589,1.791312677684714
Block 3,H90,1.5,100078,6400,1.8615341365451175,6400,1.8615341365451175,0.046690233526653024,True,6350,-0.11746080586954344,1.4287115571847027,1.7384244238056785
Block 3,H90,1.5,100079,1200,1.8812712325786618,1200,1.8812712325786618,0.01359367014141144,True,1150,-0.007736546789688603,1.8086341842150109,1.8349799042395882
Block 3,H90,1.5,100080,1500,1.9335044275914886,1500,1.9335044275914886,0.035671342947015905,True,1450,-0.005523963398830212,1.7856019053716883,1.8054344589271307
Block 3,H90,1.5,100081,800,1.8246885695636184,800,1.8246885695636184,0.0011340369975769704,True,750,-0.0524857536755472,1.656957972020091,1.8211411349158477
Block 3,H90,1.5,100082,1350,2.031335008805688,1350,2.031335008805688,0.021935002597597286,True,1300,-0.00486086071516123,1.9270377234928064,1.9459576056760373
Block 3,H90,1.5,100083,1000,1.8898389826035327,1000,1.8898389826035327,0.03229247346066444,True,950,-0.05900340678592508,1.60370654428541,1.788630427018481
Block 3,H90,1.5,100084,4300,1.8929084137129182,4300,1.8929084137129182,0.010343418711721952,True,4250,-0.09313597347667057,1.5771045334736402,1.861341821611619
Block 3,H90,1.5,100085,850,1.8020306371707926,850,1.8020306371707926,0.026528525849570883,True,800,-0.0020817200590448337,1.7050233978522962,1.7120817753512838
Block 3,H90,1.5,100086,850,1.770246958527376,850,1.770246958527376,0.014483901859252413,True,800,-0.014868699571029875,1.6752320475952505,1.7233623016980586
Block 3,H90,1.5,100087,950,1.715352674352979,950,1.715352674352979,0.023685947050511746,True,900,-0.0025319056312671506,1.6315505076394319,1.6396434350194793
Block 3,H90,1.5,100088,600,1.8745926323332527,600,1.8745926323332527,0.009026452790459327,True,550,-0.023705233983741802,1.7550458326575176,1.8416250816241322
Block 3,H90,1.5,100089,3600,2.1529852528056366,3600,2.1529852528056366,0.07329946169040413,True,3550,-0.015703732115418312,1.7909073071388644,1.854792374859659
