setting,activation,parameter,seed,eval_errors,solved
annulus2d,pwl_family,-0.05,59,190,False
annulus2d,pwl_family,-0.05,60,113,False
annulus2d,pwl_family,-0.05,61,76,False
annulus2d,pwl_family,-0.05,62,60,False
annulus2d,pwl_family,-0.05,63,121,False
annulus2d,pwl_family,-0.05,64,119,False
annulus2d,pwl_family,-0.05,65,127,False
annulus2d,pwl_family,-0.05,66,36,False
annulus2d,pwl_family,-0.05,67,234,False
annulus2d,pwl_family,-0.05,68,128,False
annulus2d,pwl_family,-0.05,69,116,False
annulus2d,pwl_family,-0.05,70,208,False
annulus2d,pwl_family,-0.05,71,311,False
annulus2d,pwl_family,-0.05,72,117,False
annulus2d,pwl_family,-0.05,73,137,False
annulus2d,pwl_family,-0.05,74,190,False
annulus2d,pwl_family,-0.05,75,150,False
annulus2d,pwl_family,-0.05,76,132,False
annulus2d,pwl_family,-0.05,77,139,False
annulus2d,pwl_family,-0.05,78,234,False
annulus2d,pwl_family,-0.05,79,80,False
annulus2d,pwl_family,-0.05,80,208,False
annulus2d,pwl_family,-0.05,81,113,False
annulus2d,pwl_family,-0.05,82,126,False
annulus2d,pwl_family,-0.05,83,93,False
annulus2d,pwl_family,-0.05,84,81,False
annulus2d,pwl_family,-0.05,85,86,False
annulus2d,pwl_family,-0.05,86,193,False
annulus2d,pwl_family,-0.05,87,239,False
annulus2d,pwl_family,-0.05,88,293,False
annulus2d,pwl_family,-0.05,89,267,False
annulus2d,pwl_family,-0.05,90,263,False
annulus2d,pwl_family,-0.05,91,219,False
annulus2d,pwl_family,-0.05,92,120,False
annulus2d,pwl_family,-0.05,93,313,False
annulus2d,pwl_family,-0.05,94,164,False
annulus2d,pwl_family,-0.05,95,301,False
annulus2d,pwl_family,-0.05,96,148,False
annulus2d,pwl_family,-0.05,97,69,False
annulus2d,pwl_family,-0.05,98,127,False
annulus2d,pwl_family,-0.05,99,67,False
annulus2d,pwl_family,-0.25,0,73,False
annulus2d,pwl_family,-0.25,1,119,False
annulus2d,pwl_family,-0.25,2,132,False
annulus2d,pwl_family,-0.25,3,70,False
annulus2d,pwl_family,-0.25,4,76,False
annulus2d,pwl_family,-0.25,5,122,False
annulus2d,pwl_family,-0.25,6,78,False
annulus2d,pwl_family,-0.25,7,144,False
annulus2d,pwl_family,-0.25,8,59,False
annulus2d,pwl_family,-0.25,9,301,False
annulus2d,pwl_family,-0.25,10,87,False
annulus2d,pwl_family,-0.25,11,139,False
annulus2d,pwl_family,-0.25,12,314,False
annulus2d,pwl_family,-0.25,13,90,False
annulus2d,pwl_family,-0.25,14,61,False
annulus2d,pwl_family,-0.25,15,106,False
annulus2d,pwl_family,-0.25,16,52,False
annulus2d,pwl_family,-0.25,17,240,False
annulus2d,pwl_family,-0.25,18,55,False
annulus2d,pwl_family,-0.25,19,263,False
annulus2d,pwl_family,-0.25,20,169,False
annulus2d,pwl_family,-0.25,21,138,False
annulus2d,pwl_family,-0.25,22,76,False
annulus2d,pwl_family,-0.25,23,151,False
annulus2d,pwl_family,-0.25,24,87,False
annulus2d,pwl_family,-0.25,25,170,False
annulus2d,pwl_family,-0.25,26,238,False
annulus2d,pwl_family,-0.25,27,226,False
annulus2d,pwl_family,-0.25,28,304,False
annulus2d,pwl_family,-0.25,29,63,False
annulus2d,pwl_family,-0.25,30,129,False
annulus2d,pwl_family,-0.25,31,58,False
annulus2d,pwl_family,-0.25,32,132,False
annulus2d,pwl_family,-0.25,33,320,False
annulus2d,pwl_family,-0.25,34,143,False
annulus2d,pwl_family,-0.25,35,221,False
annulus2d,pwl_family,-0.25,36,134,False
annulus2d,pwl_family,-0.25,37,133,False
annulus2d,pwl_family,-0.25,38,125,False
annulus2d,pwl_family,-0.25,39,229,False
annulus2d,pwl_family,-0.25,40,154,False
annulus2d,pwl_family,-0.25,41,109,False
annulus2d,pwl_family,-0.25,42,145,False
annulus2d,pwl_family,-0.25,43,306,False
annulus2d,pwl_family,-0.25,44,219,False
annulus2d,pwl_family,-0.25,45,133,False
annulus2d,pwl_family,-0.25,46,212,False
annulus2d,pwl_family,-0.25,47,75,False
annulus2d,pwl_family,-0.25,48,139,False
annulus2d,pwl_family,-0.25,49,270,False
annulus2d,pwl_family,-0.25,50,78,False
annulus2d,pwl_family,-0.25,51,140,False
annulus2d,pwl_family,-0.25,52,122,False
annulus2d,pwl_family,-0.25,53,154,False
annulus2d,pwl_family,-0.25,54,141,False
annulus2d,pwl_family,-0.25,55,229,False
annulus2d,pwl_family,-0.25,56,141,False
annulus2d,pwl_family,-0.25,57,126,False
annulus2d,pwl_family,-0.25,58,43,False
annulus2d,pwl_family,-0.25,59,223,False
annulus2d,pwl_family,-0.25,60,125,False
annulus2d,pwl_family,-0.25,61,167,False
annulus2d,pwl_family,-0.25,62,70,False
annulus2d,pwl_family,-0.25,63,292,False
annulus2d,pwl_family,-0.25,64,96,False
annulus2d,pwl_family,-0.25,65,114,False
annulus2d,pwl_family,-0.25,66,232,False
annulus2d,pwl_family,-0.25,67,205,False
annulus2d,pwl_family,-0.25,68,64,False
annulus2d,pwl_family,-0.25,69,82,False
annulus2d,pwl_family,-0.25,70,222,False
annulus2d,pwl_family,-0.25,71,314,False
annulus2d,pwl_family,-0.25,72,269,False
annulus2d,pwl_family,-0.25,73,189,False
annulus2d,pwl_family,-0.25,74,260,False
annulus2d,pwl_family,-0.25,75,145,False
annulus2d,pwl_family,-0.25,76,76,False
annulus2d,pwl_family,-0.25,77,90,False
annulus2d,pwl_family,-0.25,78,233,False
annulus2d,pwl_family,-0.25,79,224,False
annulus2d,pwl_family,-0.25,80,167,False
annulus2d,pwl_family,-0.25,81,26,False
annulus2d,pwl_family,-0.25,82,69,False
annulus2d,pwl_family,-0.25,83,70,False
annulus2d,pwl_family,-0.25,84,56,False
annulus2d,pwl_family,-0.25,85,86,False
annulus2d,pwl_family,-0.25,86,128,False
annulus2d,pwl_family,-0.25,87,260,False
annulus2d,pwl_family,-0.25,88,245,False
annulus2d,pwl_family,-0.25,89,267,False
annulus2d,pwl_family,-0.25,90,211,False
annulus2d,pwl_family,-0.25,91,220,False
annulus2d,pwl_family,-0.25,92,133,False
annulus2d,pwl_family,-0.25,93,264,False
annulus2d,pwl_family,-0.25,94,77,False
annulus2d,pwl_family,-0.25,95,117,False
annulus2d,pwl_family,-0.25,96,107,False
annulus2d,pwl_family,-0.25,97,211,False
annulus2d,pwl_family,-0.25,98,64,False
annulus2d,pwl_family,-0.25,99,50,False
annulus2d,tanh,,0,95,False
annulus2d,tanh,,1,137,False
annulus2d,tanh,,2,150,False
annulus2d,tanh,,3,96,False
annulus2d,tanh,,4,214,False
annulus2d,tanh,,5,166,False
annulus2d,tanh,,6,218,False
annulus2d,tanh,,7,259,False
annulus2d,tanh,,8,195,False
annulus2d,tanh,,9,72,False
annulus2d,tanh,,10,81,False
annulus2d,tanh,,11,106,False
annulus2d,tanh,,12,170,False
annulus2d,tanh,,13,98,False
annulus2d,tanh,,14,148,False
annulus2d,tanh,,15,103,False
annulus2d,tanh,,16,227,False
annulus2d,tanh,,17,177,False
annulus2d,tanh,,18,269,False
annulus2d,tanh,,19,88,False
annulus2d,tanh,,20,106,False
annulus2d,tanh,,21,192,False
annulus2d,tanh,,22,121,False
annulus2d,tanh,,23,210,False
annulus2d,tanh,,24,112,False
annulus2d,tanh,,25,102,False
annulus2d,tanh,,26,219,False
annulus2d,tanh,,27,108,False
annulus2d,tanh,,28,203,False
annulus2d,tanh,,29,195,False
annulus2d,tanh,,30,87,False
annulus2d,tanh,,31,85,False
annulus2d,tanh,,32,112,False
annulus2d,tanh,,33,48,False
annulus2d,tanh,,34,183,False
annulus2d,tanh,,35,137,False
annulus2d,tanh,,36,125,False
annulus2d,tanh,,37,232,False
annulus2d,tanh,,38,205,False
annulus2d,tanh,,39,128,False
annulus2d,tanh,,40,208,False
annulus2d,tanh,,41,91,False
annulus2d,tanh,,42,76,False
annulus2d,tanh,,43,227,False
annulus2d,tanh,,44,77,False
annulus2d,tanh,,45,114,False
annulus2d,tanh,,46,194,False
annulus2d,tanh,,47,92,False
annulus2d,tanh,,48,153,False
annulus2d,tanh,,49,91,False
annulus2d,tanh,,50,108,False
annulus2d,tanh,,51,70,False
annulus2d,tanh,,52,89,False
annulus2d,tanh,,53,181,False
annulus2d,tanh,,54,180,False
annulus2d,tanh,,55,120,False
annulus2d,tanh,,56,224,False
annulus2d,tanh,,57,175,False
annulus2d,tanh,,58,143,False
annulus2d,tanh,,59,101,False
annulus2d,tanh,,60,116,False
annulus2d,tanh,,61,149,False
annulus2d,tanh,,62,263,False
annulus2d,tanh,,63,90,False
annulus2d,tanh,,64,219,False
annulus2d,tanh,,65,79,False
annulus2d,tanh,,66,151,False
annulus2d,tanh,,67,93,False
annulus2d,tanh,,68,214,False
annulus2d,tanh,,69,172,False
annulus2d,tanh,,70,153,False
annulus2d,tanh,,71,202,False
annulus2d,tanh,,72,108,False
annulus2d,tanh,,73,91,False
annulus2d,tanh,,74,108,False
annulus2d,tanh,,75,110,False
annulus2d,tanh,,76,179,False
annulus2d,tanh,,77,218,False
annulus2d,tanh,,78,97,False
annulus2d,tanh,,79,171,False
annulus2d,tanh,,80,175,False
annulus2d,tanh,,81,170,False
annulus2d,tanh,,82,151,False
annulus2d,tanh,,83,142,False
annulus2d,tanh,,84,218,False
annulus2d,tanh,,85,112,False
annulus2d,tanh,,86,140,False
annulus2d,tanh,,87,167,False
annulus2d,tanh,,88,207,False
annulus2d,tanh,,89,212,False
annulus2d,tanh,,90,266,False
annulus2d,tanh,,91,66,False
annulus2d,tanh,,92,82,False
annulus2d,tanh,,93,114,False
annulus2d,tanh,,94,93,False
annulus2d,tanh,,95,94,False
annulus2d,tanh,,96,163,False
annulus2d,tanh,,97,225,False
annulus2d,tanh,,98,130,False
annulus2d,tanh,,99,89,False
annulus2d,relu,,0,250,False
annulus2d,relu,,1,300,False
annulus2d,relu,,2,230,False
annulus2d,relu,,3,123,False
annulus2d,relu,,4,239,False
annulus2d,relu,,5,180,False
annulus2d,relu,,6,300,False
annulus2d,relu,,7,131,False
annulus2d,relu,,8,197,False
annulus2d,relu,,9,300,False
annulus2d,relu,,10,300,False
annulus2d,relu,,11,209,False
annulus2d,relu,,12,271,False
annulus2d,relu,,13,300,False
annulus2d,relu,,14,214,False
annulus2d,relu,,15,220,False
annulus2d,relu,,16,300,False
annulus2d,relu,,17,300,False
annulus2d,relu,,18,283,False
annulus2d,relu,,19,300,False
annulus2d,relu,,20,300,False
annulus2d,relu,,21,300,False
annulus2d,relu,,22,285,False
annulus2d,relu,,23,300,False
annulus2d,relu,,24,300,False
annulus2d,relu,,25,300,False
annulus2d,relu,,26,300,False
annulus2d,relu,,27,219,False
annulus2d,relu,,28,305,False
annulus2d,relu,,29,204,False
annulus2d,relu,,30,199,False
annulus2d,relu,,31,300,False
annulus2d,relu,,32,239,False
annulus2d,relu,,33,315,False
annulus2d,relu,,34,300,False
annulus2d,relu,,35,217,False
annulus2d,relu,,36,300,False
annulus2d,relu,,37,300,False
annulus2d,relu,,38,300,False
annulus2d,relu,,39,229,False
annulus2d,relu,,40,263,False
annulus2d,relu,,41,167,False
annulus2d,relu,,42,300,False
annulus2d,relu,,43,300,False
annulus2d,relu,,44,225,False
annulus2d,relu,,45,300,False
annulus2d,relu,,46,260,False
annulus2d,relu,,47,300,False
annulus2d,relu,,48,244,False
annulus2d,relu,,49,300,False
annulus2d,relu,,50,300,False
annulus2d,relu,,51,300,False
annulus2d,relu,,52,247,False
annulus2d,relu,,53,300,False
annulus2d,relu,,54,300,False
annulus2d,relu,,55,300,False
annulus2d,relu,,56,300,False
annulus2d,relu,,57,300,False
annulus2d,relu,,58,300,False
annulus2d,relu,,59,219,False
annulus2d,relu,,60,300,False
annulus2d,relu,,61,154,False
annulus2d,relu,,62,136,False
annulus2d,relu,,63,300,False
annulus2d,relu,,64,300,False
annulus2d,relu,,65,147,False
annulus2d,relu,,66,98,False
annulus2d,relu,,67,300,False
annulus2d,relu,,68,189,False
annulus2d,relu,,69,210,False
annulus2d,relu,,70,300,False
annulus2d,relu,,71,314,False
annulus2d,relu,,72,300,False
annulus2d,relu,,73,229,False
annulus2d,relu,,74,300,False
annulus2d,relu,,75,300,False
annulus2d,relu,,76,300,False
annulus2d,relu,,77,218,False
annulus2d,relu,,78,234,False
annulus2d,relu,,79,171,False
annulus2d,relu,,80,300,False
annulus2d,relu,,81,218,False
annulus2d,relu,,82,77,False
annulus2d,relu,,83,155,False
annulus2d,relu,,84,260,False
annulus2d,relu,,85,300,False
annulus2d,relu,,86,300,False
annulus2d,relu,,87,218,False
annulus2d,relu,,88,300,False
annulus2d,relu,,89,312,False
annulus2d,relu,,90,300,False
annulus2d,relu,,91,300,False
annulus2d,relu,,92,300,False
annulus2d,relu,,93,303,False
annulus2d,relu,,94,221,False
annulus2d,relu,,95,262,False
annulus2d,relu,,96,300,False
annulus2d,relu,,97,300,False
annulus2d,relu,,98,235,False
annulus2d,relu,,99,164,False
annulus2d,gelu,,0,0,False
annulus2d,gelu,,1,113,False
annulus2d,gelu,,2,98,False
annulus2d,gelu,,3,65,False
annulus2d,gelu,,4,106,False
annulus2d,gelu,,5,51,False
annulus2d,gelu,,6,59,False
annulus2d,gelu,,7,55,False
annulus2d,gelu,,8,27,False
annulus2d,gelu,,9,97,False
annulus2d,gelu,,10,65,False
annulus2d,gelu,,11,125,False
annulus2d,gelu,,12,78,False
annulus2d,gelu,,13,62,False
annulus2d,gelu,,14,82,False
annulus2d,gelu,,15,39,False
annulus2d,gelu,,16,12,False
annulus2d,gelu,,17,0,True
annulus2d,gelu,,18,146,False
annulus2d,gelu,,19,56,False
annulus2d,gelu,,20,81,False
annulus2d,gelu,,21,72,False
annulus2d,gelu,,22,66,False
annulus2d,gelu,,23,115,False
annulus2d,gelu,,24,64,False
annulus2d,gelu,,25,144,False
annulus2d,gelu,,26,81,False
annulus2d,gelu,,27,190,False
annulus2d,gelu,,28,123,False
annulus2d,gelu,,29,79,False
annulus2d,gelu,,30,100,False
annulus2d,gelu,,31,135,False
annulus2d,gelu,,32,118,False
annulus2d,gelu,,33,69,False
annulus2d,gelu,,34,70,False
annulus2d,gelu,,35,66,False
annulus2d,gelu,,36,0,True
annulus2d,gelu,,37,59,False
annulus2d,gelu,,38,45,False
annulus2d,gelu,,39,62,False
annulus2d,gelu,,40,99,False
annulus2d,gelu,,41,84,False
annulus2d,gelu,,42,115,False
annulus2d,gelu,,43,70,False
annulus2d,gelu,,44,11,False
annulus2d,gelu,,45,104,False
annulus2d,gelu,,46,34,False
annulus2d,gelu,,47,126,False
annulus2d,gelu,,48,64,False
annulus2d,gelu,,49,91,False
annulus2d,gelu,,50,57,False
annulus2d,gelu,,51,125,False
annulus2d,gelu,,52,135,False
annulus2d,gelu,,53,112,False
annulus2d,gelu,,54,95,False
annulus2d,gelu,,55,88,False
annulus2d,gelu,,56,107,False
annulus2d,gelu,,57,129,False
annulus2d,gelu,,58,66,False
annulus2d,gelu,,59,68,False
annulus2d,gelu,,60,78,False
annulus2d,gelu,,61,119,False
annulus2d,gelu,,62,70,False
annulus2d,gelu,,63,64,False
annulus2d,gelu,,64,61,False
annulus2d,gelu,,65,90,False
annulus2d,gelu,,66,73,False
annulus2d,gelu,,67,47,False
annulus2d,gelu,,68,133,False
annulus2d,gelu,,69,114,False
annulus2d,gelu,,70,20,False
annulus2d,gelu,,71,135,False
annulus2d,gelu,,72,62,False
annulus2d,gelu,,73,137,False
annulus2d,gelu,,74,51,False
annulus2d,gelu,,75,138,False
annulus2d,gelu,,76,74,False
annulus2d,gelu,,77,188,False
annulus2d,gelu,,78,63,False
annulus2d,gelu,,79,75,False
annulus2d,gelu,,80,85,False
annulus2d,gelu,,81,110,False
annulus2d,gelu,,82,70,False
annulus2d,gelu,,83,129,False
annulus2d,gelu,,84,74,False
annulus2d,gelu,,85,81,False
annulus2d,gelu,,86,124,False
annulus2d,gelu,,87,0,False
annulus2d,gelu,,88,18,False
annulus2d,gelu,,89,65,False
annulus2d,gelu,,90,76,False
annulus2d,gelu,,91,45,False
annulus2d,gelu,,92,118,False
annulus2d,gelu,,93,146,False
annulus2d,gelu,,94,56,False
annulus2d,gelu,,95,16,False
annulus2d,gelu,,96,128,False
annulus2d,gelu,,97,86,False
annulus2d,gelu,,98,2,False
annulus2d,gelu,,99,57,False
shells3d,sin_family,1.0,0,63,False
shells3d,sin_family,1.0,1,96,False
shells3d,sin_family,1.0,2,73,False
shells3d,sin_family,1.0,3,93,False
shells3d,sin_family,1.0,4,58,False
shells3d,sin_family,1.0,5,56,False
shells3d,sin_family,1.0,6,111,False
shells3d,sin_family,1.0,7,92,False
shells3d,sin_family,1.0,8,87,False
shells3d,sin_family,1.0,9,76,False
shells3d,sin_family,1.0,10,81,False
shells3d,sin_family,1.0,11,78,False
shells3d,sin_family,1.0,12,96,False
shells3d,sin_family,1.0,13,87,False
shells3d,sin_family,1.0,14,77,False
shells3d,sin_family,1.0,15,98,False
shells3d,sin_family,1.0,16,90,False
shells3d,sin_family,1.0,17,51,False
shells3d,sin_family,1.0,18,102,False
shells3d,sin_family,1.0,19,93,False
shells3d,sin_family,1.0,20,97,False
shells3d,sin_family,1.0,21,75,False
shells3d,sin_family,1.0,22,99,False
shells3d,sin_family,1.0,23,82,False
shells3d,sin_family,1.0,24,68,False
shells3d,sin_family,1.0,25,73,False
shells3d,sin_family,1.0,26,98,False
shells3d,sin_family,1.0,27,91,False
shells3d,sin_family,1.0,28,75,False
shells3d,sin_family,1.0,29,86,False
shells3d,sin_family,1.0,30,72,False
shells3d,sin_family,1.0,31,82,False
shells3d,sin_family,1.0,32,51,False
shells3d,sin_family,1.0,33,85,False
shells3d,sin_family,1.0,34,79,False
shells3d,sin_family,1.0,35,110,False
shells3d,sin_family,1.0,36,98,False
shells3d,sin_family,1.0,37,60,False
shells3d,sin_family,1.0,38,87,False
shells3d,sin_family,1.0,39,76,False
shells3d,sin_family,1.0,40,86,False
shells3d,sin_family,1.0,41,88,False
shells3d,sin_family,1.0,42,52,False
shells3d,sin_family,1.0,43,45,False
shells3d,sin_family,1.0,44,93,False
shells3d,sin_family,1.0,45,101,False
shells3d,sin_family,1.0,46,112,False
shells3d,sin_family,1.0,47,81,False
shells3d,sin_family,1.0,48,69,False
shells3d,sin_family,1.0,49,63,False
shells3d,sin_family,1.0,50,51,False
shells3d,sin_family,1.0,51,80,False
shells3d,sin_family,1.0,52,47,False
shells3d,sin_family,1.0,53,81,False
shells3d,sin_family,1.0,54,88,False
shells3d,sin_family,1.0,55,75,False
shells3d,sin_family,1.0,56,45,False
shells3d,sin_family,1.0,57,166,False
shells3d,sin_family,1.0,58,97,False
shells3d,sin_family,1.0,59,91,False
shells3d,sin_family,1.0,60,100,False
shells3d,sin_family,1.0,61,89,False
shells3d,sin_family,1.0,62,85,False
shells3d,sin_family,1.0,63,34,False
shells3d,sin_family,1.0,64,69,False
shells3d,sin_family,1.0,65,82,False
shells3d,sin_family,1.0,66,49,False
shells3d,sin_family,1.0,67,102,False
shells3d,sin_family,1.0,68,83,False
shells3d,sin_family,1.0,69,60,False
shells3d,sin_family,1.0,70,103,False
shells3d,sin_family,1.0,71,77,False
shells3d,sin_family,1.0,72,104,False
shells3d,sin_family,1.0,73,96,False
shells3d,sin_family,1.0,74,86,False
shells3d,sin_family,1.0,75,81,False
shells3d,sin_family,1.0,76,94,False
shells3d,sin_family,1.0,77,54,False
shells3d,sin_family,1.0,78,93,False
shells3d,sin_family,1.0,79,89,False
shells3d,sin_family,1.0,80,84,False
shells3d,sin_family,1.0,81,82,False
shells3d,sin_family,1.0,82,48,False
shells3d,sin_family,1.0,83,92,False
shells3d,sin_family,1.0,84,95,False
shells3d,sin_family,1.0,85,84,False
shells3d,sin_family,1.0,86,97,False
shells3d,sin_family,1.0,87,78,False
shells3d,sin_family,1.0,88,88,False
shells3d,sin_family,1.0,89,62,False
shells3d,sin_family,1.0,90,79,False
shells3d,sin_family,1.0,91,95,False
shells3d,sin_family,1.0,92,90,False
shells3d,sin_family,1.0,93,74,False
shells3d,sin_family,1.0,94,87,False
shells3d,sin_family,1.0,95,80,False
shells3d,sin_family,1.0,96,63,False
shells3d,sin_family,1.0,97,98,False
shells3d,sin_family,1.0,98,85,False
shells3d,sin_family,1.0,99,60,False
shells3d,sin_family,1.1,0,60,False
shells3d,sin_family,1.1,1,82,False
shells3d,sin_family,1.1,2,76,False
shells3d,sin_family,1.1,3,89,False
shells3d,sin_family,1.1,4,90,False
shells3d,sin_family,1.1,5,79,False
shells3d,sin_family,1.1,6,80,False
shells3d,sin_family,1.1,7,96,False
shells3d,sin_family,1.1,8,86,False
shells3d,sin_family,1.1,9,71,False
shells3d,sin_family,1.1,10,90,False
shells3d,sin_family,1.1,11,96,False
shells3d,sin_family,1.1,12,85,False
shells3d,sin_family,1.1,13,48,False
shells3d,sin_family,1.1,14,98,False
shells3d,sin_family,1.1,15,70,False
shells3d,sin_family,1.1,16,87,False
shells3d,sin_family,1.1,17,63,False
shells3d,sin_family,1.1,18,107,False
shells3d,sin_family,1.1,19,62,False
shells3d,sin_family,1.1,20,94,False
shells3d,sin_family,1.1,21,70,False
shells3d,sin_family,1.1,22,95,False
shells3d,sin_family,1.1,23,89,False
shells3d,sin_family,1.1,24,103,False
shells3d,sin_family,1.1,25,74,False
shells3d,sin_family,1.1,26,84,False
shells3d,sin_family,1.1,27,38,False
shells3d,sin_family,1.1,28,78,False
shells3d,sin_family,1.1,29,81,False
shells3d,sin_family,1.1,30,105,False
shells3d,sin_family,1.1,31,94,False
shells3d,sin_family,1.1,32,79,False
shells3d,sin_family,1.1,33,78,False
shells3d,sin_family,1.1,34,66,False
shells3d,sin_family,1.1,35,93,False
shells3d,sin_family,1.1,36,68,False
shells3d,sin_family,1.1,37,87,False
shells3d,sin_family,1.1,38,67,False
shells3d,sin_family,1.1,39,110,False
shells3d,sin_family,1.1,40,84,False
shells3d,sin_family,1.1,41,79,False
shells3d,sin_family,1.1,42,52,False
shells3d,sin_family,1.1,43,50,False
shells3d,sin_family,1.1,44,90,False
shells3d,sin_family,1.1,45,125,False
shells3d,sin_family,1.1,46,99,False
shells3d,sin_family,1.1,47,90,False
shells3d,sin_family,1.1,48,78,False
shells3d,sin_family,1.1,49,67,False
shells3d,sin_family,1.1,50,115,False
shells3d,sin_family,1.1,51,119,False
shells3d,sin_family,1.1,52,99,False
shells3d,sin_family,1.1,53,38,False
shells3d,sin_family,1.1,54,87,False
shells3d,sin_family,1.1,55,82,False
shells3d,sin_family,1.1,56,50,False
shells3d,sin_family,1.1,57,84,False
shells3d,sin_family,1.1,58,108,False
shells3d,sin_family,1.1,59,86,False
shells3d,sin_family,1.1,60,102,False
shells3d,sin_family,1.1,61,112,False
shells3d,sin_family,1.1,62,97,False
shells3d,sin_family,1.1,63,94,False
shells3d,sin_family,1.1,64,75,False
shells3d,sin_family,1.1,65,81,False
shells3d,sin_family,1.1,66,91,False
shells3d,sin_family,1.1,67,98,False
shells3d,sin_family,1.1,68,96,False
shells3d,sin_family,1.1,69,108,False
shells3d,sin_family,1.1,70,105,False
shells3d,sin_family,1.1,71,92,False
shells3d,sin_family,1.1,72,109,False
shells3d,sin_family,1.1,73,94,False
shells3d,sin_family,1.1,74,76,False
shells3d,sin_family,1.1,75,80,False
shells3d,sin_family,1.1,76,91,False
shells3d,sin_family,1.1,77,58,False
shells3d,sin_family,1.1,78,61,False
shells3d,sin_family,1.1,79,60,False
shells3d,sin_family,1.1,80,83,False
shells3d,sin_family,1.1,81,77,False
shells3d,sin_family,1.1,82,94,False
shells3d,sin_family,1.1,83,72,False
shells3d,sin_family,1.1,84,92,False
shells3d,sin_family,1.1,85,88,False
shells3d,sin_family,1.1,86,93,False
shells3d,sin_family,1.1,87,75,False
shells3d,sin_family,1.1,88,95,False
shells3d,sin_family,1.1,89,65,False
shells3d,sin_family,1.1,90,61,False
shells3d,sin_family,1.1,91,100,False
shells3d,sin_family,1.1,92,46,False
shells3d,sin_family,1.1,93,39,False
shells3d,sin_family,1.1,94,65,False
shells3d,sin_family,1.1,95,40,False
shells3d,sin_family,1.1,96,83,False
shells3d,sin_family,1.1,97,93,False
shells3d,sin_family,1.1,98,80,False
shells3d,sin_family,1.1,99,63,False
shells3d,sin_family,1.25,0,43,False
shells3d,sin_family,1.25,1,93,False
shells3d,sin_family,1.25,2,103,False
shells3d,sin_family,1.25,3,92,False
shells3d,sin_family,1.25,4,63,False
shells3d,sin_family,1.25,5,60,False
shells3d,sin_family,1.25,6,120,False
shells3d,sin_family,1.25,7,88,False
shells3d,sin_family,1.25,8,101,False
shells3d,sin_family,1.25,9,58,False
shells3d,sin_family,1.25,10,121,False
shells3d,sin_family,1.25,11,56,False
shells3d,sin_family,1.25,12,86,False
shells3d,sin_family,1.25,13,38,False
shells3d,sin_family,1.25,14,93,False
shells3d,sin_family,1.25,15,93,False
shells3d,sin_family,1.25,16,93,False
shells3d,sin_family,1.25,17,37,False
shells3d,sin_family,1.25,18,85,False
shells3d,sin_family,1.25,19,54,False
shells3d,sin_family,1.25,20,49,False
shells3d,sin_family,1.25,21,105,False
shells3d,sin_family,1.25,22,48,False
shells3d,sin_family,1.25,23,83,False
shells3d,sin_family,1.25,24,79,False
shells3d,sin_family,1.25,25,77,False
shells3d,sin_family,1.25,26,94,False
shells3d,sin_family,1.25,27,91,False
shells3d,sin_family,1.25,28,47,False
shells3d,sin_family,1.25,29,75,False
shells3d,sin_family,1.25,30,106,False
shells3d,sin_family,1.25,31,94,False
shells3d,sin_family,1.25,32,87,False
shells3d,sin_family,1.25,33,92,False
shells3d,sin_family,1.25,34,56,False
shells3d,sin_family,1.25,35,84,False
shells3d,sin_family,1.25,36,98,False
shells3d,sin_family,1.25,37,85,False
shells3d,sin_family,1.25,38,99,False
shells3d,sin_family,1.25,39,81,False
shells3d,sin_family,1.25,40,76,False
shells3d,sin_family,1.25,41,83,False
shells3d,sin_family,1.25,42,45,False
shells3d,sin_family,1.25,43,90,False
shells3d,sin_family,1.25,44,88,False
shells3d,sin_family,1.25,45,78,False
shells3d,sin_family,1.25,46,34,False
shells3d,sin_family,1.25,47,99,False
shells3d,sin_family,1.25,48,76,False
shells3d,sin_family,1.25,49,49,False
shells3d,sin_family,1.25,50,82,False
shells3d,sin_family,1.25,51,111,False
shells3d,sin_family,1.25,52,99,False
shells3d,sin_family,1.25,53,103,False
shells3d,sin_family,1.25,54,74,False
