a,budget,seed,n_checkpoints,init_distance,min_distance,min_at_step,final_distance,final_solved
1.5,8000,39,7087,5.137699543005529,4.737113280911767,126,59.48777201773301,True
1.4,16000,9,14223,5.636322642231429,5.525395194914892,15,115.0542078306419,True
1.35,16000,28,13530,4.902519969656838,4.8636394000364165,143,118.46864377764514,True
1.5,4000,16,3767,4.48504720340954,4.48504720340954,1,14.599168014557861,False
1.4,8000,13,4601,4.509008973746849,4.310284592088126,100,49.59668652674273,True
1.6,32000,4,31995,4.861350021998732,4.706752446657702,27543,41.90890409927711,True
1.6,16000,22,14579,4.3038253711226435,4.3038253711226435,1,92.28372674352481,True
1.45,2000,27,271,5.4607532542065735,5.4467941603999135,5,14.804000949188255,False
1.3,4000,28,959,4.895337586839772,4.849014234888228,164,28.460808124452896,False
1.3,16000,1,13454,5.637974509871039,5.22447473741374,53,124.32320918735556,True
1.6,32000,36,31014,5.382535565716445,4.879497549918655,592,204.11817412835777,True
1.35,16000,5,14120,5.913375602906015,5.913375602906015,1,122.80279976545268,True
1.4,4000,5,2465,5.9232731520842155,5.9232731520842155,1,32.51252467404174,True
1.5,2000,26,1827,4.849450305314387,4.849450305314387,1,5.480793396575004,False
1.4,16000,25,15943,6.178445918041492,4.750968283982857,1313,104.7887179100813,True
1.4,32000,7,31999,5.607719339346934,5.603126307671178,12,239.7910387191142,True
1.45,16000,29,9780,4.586795362954003,4.5666860656358,25,81.72733184693222,True
1.45,32000,22,29955,4.281192471341813,4.281192471341813,1,220.38995425826835,True
1.6,16000,13,13274,4.5531352985905915,4.315348235612566,87,91.56316864439647,True
1.45,32000,4,31995,4.84557387110786,4.717836694447574,27276,48.151044710655405,True
1.35,2000,18,35,5.390234036864727,4.622526542978661,192,16.664483083066393,False
1.35,16000,29,9523,4.58889098107261,4.560483021498192,32,89.76758918338695,True
1.5,2000,29,35,4.581702667937996,4.564909959252053,22,4.633777970095934,False
1.5,32000,12,31177,5.538230353978742,5.302656314372242,41,219.50874542227305,True
1.45,2000,36,668,5.376923155589906,4.879679639587294,511,19.64681814181612,False
1.4,16000,14,12332,5.9643133821005785,5.940711673657601,25,103.69958296980948,True
1.6,32000,0,29314,4.45741842386493,4.45741842386493,1,190.58962369095434,True
1.4,2000,16,1752,4.480199707278287,4.480199707278287,1,5.254009337365764,False
1.35,2000,11,1874,4.588537033596474,4.501210096966974,27,4.952123677658039,False
1.3,4000,34,1577,5.4402016848951495,5.437978819973506,4,29.489614187298073,True
1.35,32000,1,29966,5.651316569436847,5.240286596700523,54,243.04235345087372,True
1.4,8000,4,7996,4.835504373197885,4.835504373197885,1,5.159866689335063,False
1.6,32000,34,31156,5.512050482101658,5.509207858350161,4,202.5094221727003,True
1.3,2000,2,224,5.085372809893849,5.081353399631789,8,20.73343146644143,False
1.6,2000,12,1397,5.541701329948889,5.306091349942335,49,19.68131086680426,True
1.4,4000,9,2227,5.636322642231429,5.525395194914892,15,31.35277069891146,True
1.3,16000,11,15871,4.568479708083634,4.483975317571565,32,120.03409003991665,True
1.45,2000,26,1826,4.845843243416589,4.845843243416589,1,5.497927696083677,False
1.3,4000,7,4000,5.58169842651043,5.578977903822284,11,36.68336417958097,True
1.45,4000,3,2274,5.426096735200866,5.426096735200866,1,28.878544493423856,True
1.45,4000,25,3945,6.182536547940251,4.750875514384156,1333,21.702346245119482,True
1.5,16000,29,9829,4.581702667937996,4.5651283625298635,25,77.98893566598021,True
1.35,16000,37,15831,4.309770087603418,4.2771232867975435,19,114.26731181673397,True
1.3,2000,27,35,5.400750486862613,5.38189830695293,7,13.750907485060642,False
1.45,8000,39,6919,5.131592693630568,4.737484146929953,126,61.815019290959874,True
1.6,32000,12,31390,5.541701329948889,5.307127219450288,41,201.87547063759607,True
1.6,16000,23,15994,5.260333617052228,4.596378269554512,1366,97.60349892713919,True
1.6,2000,34,1163,5.512050482101658,5.509207858350161,4,16.923209992521834,True
1.6,16000,38,15434,5.3606336184093655,5.1479889254854925,87,102.05320009145058,True
1.45,16000,17,15981,4.447153690305699,4.358138744829133,31,4.518566377763818,False
1.5,2000,24,272,5.470466310167841,5.037637153671431,1114,14.611833373891498,False
1.3,4000,23,3995,5.199291535789696,4.593828630653499,1525,32.020749438893006,True
1.3,8000,13,3765,4.46764982216127,4.28911142025466,100,51.211319467679424,True
1.5,4000,23,3995,5.251239732905228,4.605787734475117,1423,30.732179408250136,True
1.5,16000,23,15994,5.251239732905228,4.605787734475117,1423,106.08901326558298,True
1.45,2000,28,258,4.905811045339136,4.87732152651321,158,15.968381370576326,False
1.5,32000,6,31974,4.953489556693552,4.953489556693552,1,202.9265516589516,True
1.4,16000,18,14369,5.396696614091343,4.661838369910542,183,115.63762182566043,True
1.35,32000,3,29488,5.388177945881493,5.388177945881493,1,240.08030245146577,True
