arm,seed,data_seed,eval_errors,dense_errors,separated,init_spec_product,final_spec_product,final_norms
standard,177,177,61,,False,0.22723044547518967,1189.6734571953953,"[1.7171, 4.3676, 2.0665, 2.8981, 4.0017, 6.6192]"
standard,178,178,71,,False,0.2821930337863436,3073.503696528959,"[1.9061, 6.0711, 4.4764, 3.5688, 5.1006, 3.2595]"
standard,179,179,88,,False,0.13795391900255985,3227.8915016096694,"[2.0266, 5.7709, 4.8478, 4.6058, 4.7914, 2.5799]"
standard,180,180,98,,False,0.136807001093645,2674.564864668764,"[2.7239, 2.2828, 3.4324, 5.2484, 5.7199, 4.1745]"
standard,181,181,70,,False,0.16710470313144066,10379.193986467022,"[4.2215, 4.405, 7.5745, 4.162, 4.2115, 4.204]"
standard,182,182,91,,False,0.20722055604346168,3167.5821384285623,"[2.4959, 4.579, 4.0682, 4.1775, 4.3658, 3.7355]"
standard,183,183,78,,False,0.07695130903436986,6181.317114670182,"[2.9383, 3.5006, 3.3162, 5.4328, 6.951, 4.7987]"
standard,184,184,103,,False,0.12923164411254354,319.5865618584036,"[2.4021, 2.7704, 2.4173, 2.1608, 1.8643, 4.9317]"
standard,185,185,95,,False,0.37008643164702393,426.2083677326059,"[2.4742, 3.3753, 2.7214, 2.1916, 2.8439, 3.0089]"
standard,186,186,92,,False,0.26295525286413024,1283.804183055821,"[2.7685, 3.4137, 3.4899, 2.8974, 3.6983, 3.6324]"
standard,187,187,98,,False,0.3701698007397916,236.0337127806541,"[1.8627, 2.0154, 2.6017, 2.8745, 3.0679, 2.7404]"
standard,188,188,86,,False,0.34594405192997535,384.26824052587665,"[2.1837, 2.4882, 2.3774, 2.0516, 2.3266, 6.2324]"
standard,189,189,66,,False,0.23834212554100564,8679.23726819725,"[2.8084, 3.5434, 3.645, 4.4163, 8.7911, 6.1631]"
standard,190,190,64,,False,0.22347632205750922,8488.990188216489,"[5.0203, 4.4644, 4.6735, 5.4306, 4.0062, 3.7252]"
standard,191,191,85,,False,0.25899252930349115,935.1319606745203,"[1.8717, 2.4534, 2.7918, 3.4528, 3.6892, 5.7265]"
standard,192,192,73,,False,0.4295539402783917,3270.1301780169683,"[3.6211, 3.5667, 3.6502, 5.3733, 3.4216, 3.7729]"
standard,193,193,61,,False,0.14061443109500202,364.9765436969979,"[2.2352, 2.1863, 2.7491, 2.2138, 3.4335, 3.5742]"
standard,194,194,56,,False,0.35036212073006584,56349.75264410138,"[3.3122, 6.9199, 6.3298, 7.3531, 7.0923, 7.4477]"
standard,195,195,0,1.0,False,0.21632040484631804,2415.538388155138,"[2.5483, 3.1308, 4.6399, 4.1754, 5.2509, 2.9762]"
standard,196,196,101,,False,0.21299412965903455,317.62071688751934,"[2.6167, 2.885, 2.8439, 2.783, 2.2787, 2.3329]"
standard,197,197,82,,False,0.33347551529030317,172.84454205669653,"[2.4314, 2.6241, 2.3756, 2.3626, 2.2349, 2.1598]"
standard,198,198,73,,False,0.270915747874386,8198.341679193763,"[3.4896, 5.0466, 3.8945, 4.0405, 5.2586, 5.6259]"
standard,199,199,133,,False,0.27080831377559594,28146.580416529574,"[4.1095, 4.0016, 5.3197, 4.105, 5.17, 15.1599]"
