a,opt,budget,w2,gstar,R,solved
1.15,adam,2000,4.1932783126831055,0.0316525626741519,0.066364002301182,False
1.15,adam,2000,0.3155206143856048,0.0316525626741519,0.0049935180109136,False
1.15,adam,2000,2.876659154891968,0.0316525626741519,0.0455268170961955,False
1.15,adam,2000,4.080796241760254,0.0316525626741519,0.06458382940138,False
1.15,adam,2000,0.8730982542037964,0.0316525626741519,0.0138178986059391,False
1.15,adam,2000,3.683642864227295,0.0316525626741519,0.0582983683145735,False
1.15,adam,2000,4.174050331115723,0.0316525626741519,0.0660596948553525,False
1.15,adam,2000,3.4063310623168945,0.0316525626741519,0.053909553719448,False
1.15,adam,2000,2.9036245346069336,0.0316525626741519,0.0459535787819256,False
1.15,adam,2000,0.3650217354297638,0.0316525626741519,0.0057769366790591,False
1.15,adam,2000,4.197468280792236,0.0316525626741519,0.0664303139152705,False
1.15,adam,2000,1.0986015796661377,0.0316525626741519,0.0173867776771523,False
1.15,adam,2000,0.4826359748840332,0.0316525626741519,0.0076383327219086,False
1.15,adam,2000,3.2086942195892334,0.0316525626741519,0.0507816974438686,False
1.15,adam,2000,2.8079559803009033,0.0316525626741519,0.044439501326367,False
1.15,adam,2000,1.5182665586471558,0.0316525626741519,0.024028513701824,False
1.15,adam,2000,1.7860232591629028,0.0316525626741519,0.0282661065740734,False
1.15,adam,2000,3.4044296741485596,0.0316525626741519,0.0538794618153649,False
1.15,adam,2000,2.9091804027557373,0.0316525626741519,0.0460415075143203,False
1.15,adam,2000,0.5126966238021851,0.0316525626741519,0.0081140810088623,False
1.15,adam,2000,2.51220440864563,0.0316525626741519,0.0397588537474683,False
1.15,adam,2000,3.515644073486328,0.0316525626741519,0.0556395721880184,False
1.15,adam,2000,3.5627052783966064,0.0316525626741519,0.0563843760569902,False
1.15,adam,2000,4.3411478996276855,0.0316525626741519,0.0687042279853642,False
1.15,adam,2000,1.6654703617095947,0.0316525626741519,0.0263582025029777,False
1.15,adam,2000,0.3119818568229675,0.0316525626741519,0.0049375126381436,False
1.15,adam,2000,5.573637008666992,0.0316525626741519,0.0882099473699023,False
1.15,adam,2000,5.140148639678955,0.0316525626741519,0.0813494384859475,False
1.15,adam,2000,4.240959644317627,0.0316525626741519,0.0671186204701564,False
1.15,adam,2000,3.175868511199951,0.0316525626741519,0.050262188547811,False
1.15,adam,2000,2.5237910747528076,0.0316525626741519,0.0399422275850392,False
1.15,adam,2000,2.742504596710205,0.0316525626741519,0.0434036493157597,False
1.15,adam,2000,1.2921103239059448,0.0316525626741519,0.0204493015046758,False
1.15,adam,2000,0.2463613450527191,0.0316525626741519,0.0038989839573847,False
1.15,adam,2000,0.2079482674598693,0.0316525626741519,0.0032910477843774,False
1.15,adam,2000,4.375555992126465,0.0316525626741519,0.069248780137522,False
1.15,adam,2000,0.1051554754376411,0.0316525626741519,0.00166422013841,False
1.15,adam,2000,0.3676142394542694,0.0316525626741519,0.0058179663771184,False
1.15,adam,2000,3.0179226398468018,0.0316525626741519,0.0477624927517465,False
1.15,adam,2000,2.7306039333343506,0.0316525626741519,0.0432153060690756,False
1.15,adam,2000,3.967041492462158,0.0316525626741519,0.0627835147355598,False
1.15,adam,2000,2.708688497543335,0.0316525626741519,0.0428684662166224,False
1.15,adam,2000,1.846458911895752,0.0316525626741519,0.0292225782170133,False
1.15,adam,2000,2.2618706226348877,0.0316525626741519,0.0357970008218869,False
1.15,adam,2000,3.503138780593872,0.0316525626741519,0.0554416599044998,False
1.15,adam,2000,5.340224742889404,0.0316525626741519,0.0845158991841819,False
1.15,adam,2000,1.8624159097671509,0.0316525626741519,0.0294751181546212,False
1.15,adam,2000,0.9754788875579834,0.0316525626741519,0.0154382033128705,False
1.15,adam,2000,6.042585849761963,0.0316525626741519,0.0956316636617671,False
1.15,adam,2000,4.2472124099731445,0.0316525626741519,0.0672175784985554,False
1.15,adam,2000,2.1932430267333984,0.0316525626741519,0.0347108811816628,False
1.15,adam,2000,1.7101812362670898,0.0316525626741519,0.0270658093825513,False
1.15,adam,2000,0.4379633665084839,0.0316525626741519,0.0069313314536961,False
1.15,adam,2000,0.5826137065887451,0.0316525626741519,0.0092206084313101,False
1.15,adam,2000,3.376784563064575,0.0316525626741519,0.0534419425097551,False
1.15,adam,2000,0.334198921918869,0.0316525626741519,0.0052891261608355,False
1.15,adam,2000,5.065876483917236,0.0316525626741519,0.0801739864533514,False
1.15,adam,2000,3.125075101852417,0.0316525626741519,0.0494583177614077,False
1.15,adam,2000,1.81877601146698,0.0316525626741519,0.0287844608466013,False
1.15,adam,2000,3.6007840633392334,0.0316525626741519,0.0569870216204663,False
1.15,adam,2000,4.800871849060059,0.0316525626741519,0.0759799485464726,False
1.15,adam,2000,0.3755326867103576,0.0316525626741519,0.0059432859511461,False
1.15,adam,2000,2.1321635246276855,0.0316525626741519,0.0337442197974092,False
1.15,adam,2000,1.7176676988601685,0.0316525626741519,0.0271842922457689,False
1.15,adam,2000,3.678858757019043,0.0316525626741519,0.058222653687949,False
1.15,adam,2000,2.78531265258789,0.0316525626741519,0.0440811416515733,False
1.15,adam,2000,4.541925430297852,0.0316525626741519,0.0718817896719136,False
1.15,adam,2000,4.695342063903809,0.0316525626741519,0.0743098044771486,False
1.15,adam,2000,2.7316274642944336,0.0316525626741519,0.0432315047580071,False
1.15,adam,2000,3.0896050930023193,0.0316525626741519,0.0488969594223174,False
1.15,adam,2000,4.884420394897461,0.0316525626741519,0.0773022113381989,False
1.15,adam,2000,3.1909608840942383,0.0316525626741519,0.0505010446872801,False
1.15,adam,2000,0.6389622092247009,0.0316525626741519,0.0101123956869497,False
1.15,adam,2000,1.049551248550415,0.0316525626741519,0.0166104933372382,False
1.15,adam,2000,3.2767086029052734,0.0316525626741519,0.051858112209196,False
1.15,adam,2000,2.835703611373902,0.0316525626741519,0.0448786431421657,False
1.25,adam,2000,0.1345161497592926,0.0662463517095606,0.004455602083785,False
1.25,adam,2000,3.7140841484069824,0.0662463517095606,0.1230222623871364,False
1.25,adam,2000,5.272712707519531,0.0662463517095606,0.1746489902429042,False
1.25,adam,2000,3.2361056804656982,0.0662463517095606,0.1071900975387188,False
1.25,adam,2000,0.6782063841819763,0.0662463517095606,0.0224643493290942,False
1.25,adam,2000,4.22374963760376,0.0662463517095606,0.1399040020129139,False
1.25,adam,2000,0.7338951826095581,0.0662463517095606,0.0243089391925525,False
1.25,adam,2000,5.387142658233643,0.0662463517095606,0.1784392736234616,False
1.25,adam,2000,0.6549157500267029,0.0662463517095606,0.0216928895581998,False
1.25,adam,2000,3.897718667984009,0.0662463517095606,0.1291048208720943,False
1.25,adam,2000,4.977720260620117,0.0662463517095606,0.164877903548423,False
1.25,adam,2000,0.5019962191581726,0.0662463517095606,0.0166277090456109,False
1.25,adam,2000,4.866057872772217,0.0662463517095606,0.1611792906393723,False
1.25,adam,2000,0.5990753173828125,0.0662463517095606,0.0198432770879292,False
1.25,adam,2000,0.5040199160575867,0.0662463517095606,0.016694740313887,False
1.25,adam,2000,3.0303754806518555,0.0662463517095606,0.1003756599516458,False
1.25,adam,2000,0.3255179524421692,0.0662463517095606,0.0107821883826299,False
1.25,adam,2000,0.859085738658905,0.0662463517095606,0.0284556479959327,False
1.25,adam,2000,3.9064884185791016,0.0662463517095606,0.1293953028632582,False
1.25,adam,2000,4.493669033050537,0.0662463517095606,0.1488445896149135,False
1.25,adam,2000,2.9077279567718506,0.0662463517095606,0.096313184450015,False
1.25,adam,2000,0.9839862585067748,0.0662463517095606,0.0325927498792072,False
1.25,adam,2000,2.3116791248321533,0.0662463517095606,0.07657015417164,False
1.25,adam,2000,3.063464879989624,0.0662463517095606,0.1014716859448397,False
1.25,adam,2000,3.4679741859436035,0.0662463517095606,0.1148703188208485,False
1.25,adam,2000,1.6624757051467896,0.0662463517095606,0.055066475135877,False
1.25,adam,2000,0.3378886282444,0.0662463517095606,0.0111919444526697,False
1.25,adam,2000,2.9869844913482666,0.0662463517095606,0.0989384125824301,False
1.25,adam,2000,3.257817268371582,0.0662463517095606,0.1079092542830119,False
1.25,adam,2000,0.3531687557697296,0.0662463517095606,0.0116980708037747,False
1.25,adam,2000,3.76298451423645,0.0662463517095606,0.1246419978038689,False
1.25,adam,2000,5.196207523345947,0.0662463517095606,0.1721148955737202,False
1.25,adam,2000,3.4464995861053467,0.0662463517095606,0.1141590118739949,False
1.25,adam,2000,4.0903706550598145,0.0662463517095606,0.1354860665187791,False
1.25,adam,2000,3.5494320392608643,0.0662463517095606,0.117568461621029,False
1.25,adam,2000,2.3824644088745117,0.0662463517095606,0.0789147875829056,False
1.25,adam,2000,5.016494274139404,0.0662463517095606,0.166162222016818,False
1.25,adam,2000,0.3227907717227936,0.0662463517095606,0.0106918554960743,False
1.25,adam,2000,5.920905590057373,0.0662463517095606,0.1961191970790221,False
1.25,adam,2000,4.882654666900635,0.0662463517095606,0.1617290291699135,False
1.25,adam,2000,4.442855358123779,0.0662463517095606,0.1471614793244868,False
1.25,adam,2000,2.682729721069336,0.0662463517095606,0.0888605283218253,False
1.25,adam,2000,4.482011795043945,0.0662463517095606,0.1484584648704401,False
1.25,adam,2000,2.6081831455230713,0.0662463517095606,0.0863913089906347,False
1.25,adam,2000,5.434735298156738,0.0662463517095606,0.1800156930050275,False
1.25,adam,2000,2.5128769874572754,0.0662463517095606,0.0832344663569779,False
1.25,adam,2000,0.565950334072113,0.0662463517095606,0.0187460724405422,False
1.25,adam,2000,3.2658615112304688,0.0662463517095606,0.1081757051538453,False
1.25,adam,2000,0.7258987426757812,0.0662463517095606,0.0240440717064138,False
1.25,adam,2000,2.4914395809173584,0.0662463517095606,0.0825243913702858,False
1.25,adam,2000,1.0249749422073364,0.0662463517095606,0.0339504252574768,False
1.25,adam,2000,4.326132297515869,0.0662463517095606,0.1432952408616629,False
1.25,adam,2000,4.03743314743042,0.0662463517095606,0.1337326081442569,False
1.25,adam,2000,3.8140947818756104,0.0662463517095606,0.1263349321868657,False
1.25,adam,2000,1.5120117664337158,0.0662463517095606,0.0500826316340809,False
1.25,adam,2000,0.1093557626008987,0.0662463517095606,0.0036222101553631,False
1.25,adam,2000,3.1923041343688965,0.0662463517095606,0.1057392512246431,False
1.25,adam,2000,0.7279508113861084,0.0662463517095606,0.024112042739172,False
1.25,adam,2000,1.5865163803100586,0.0662463517095606,0.0525504610614995,False
1.25,adam,2000,0.1674928516149521,0.0662463517095606,0.0055478951784606,False
1.25,adam,2000,3.8876500129699703,0.0662463517095606,0.1287713150414432,False
1.25,adam,2000,5.000682353973389,0.0662463517095606,0.1656384810045573,False
1.25,adam,2000,3.9085865020751953,0.0662463517095606,0.1294647980518573,False
1.25,adam,2000,5.092803955078125,0.0662463517095606,0.1686898409979734,False
1.25,adam,2000,2.8035731315612793,0.0662463517095606,0.0928632458584413,False
1.25,adam,2000,0.2429712265729904,0.0662463517095606,0.0080479786654288,False
1.25,adam,2000,0.1947171986103058,0.0662463517095606,0.0064496520115193,False
1.25,adam,2000,5.134880542755127,0.0662463517095606,0.1700835512109678,False
1.25,adam,2000,0.6920322179794312,0.0662463517095606,0.0229223048533063,False
1.25,adam,2000,3.886082172393799,0.0662463517095606,0.1287193831823264,False
1.25,adam,2000,0.8282971978187561,0.0662463517095606,0.0274358337433724,False
1.25,adam,2000,5.723371505737305,0.0662463517095606,0.1895762408667755,False
1.25,adam,2000,3.502439498901367,0.0662463517095606,0.1160119194428386,False
1.25,adam,2000,3.6450304985046382,0.0662463517095606,0.1207349861980066,False
1.25,adam,2000,0.3352946937084198,0.0662463517095606,0.0111060251028786,False
1.25,adam,2000,5.09816312789917,0.0662463517095606,0.168867353821761,False
1.25,adam,2000,4.414679527282715,0.0662463517095606,0.1462282063246837,False
1.25,adam,2000,5.492188453674316,0.0662463517095606,0.1819187239786483,False
1.25,adam,2000,2.9726085662841797,0.0662463517095606,0.0984622362884572,False
1.25,adam,2000,0.2577458620071411,0.0662463517095606,0.0085373615131044,False
1.25,adam,2000,0.4940430521965027,0.0662463517095606,0.0163642748977371,False
1.25,adam,2000,2.4639244079589844,0.0662463517095606,0.0816130014577108,False
1.25,adam,2000,1.1534727811813354,0.0662463517095606,0.0382066817747719,False
1.25,adam,2000,3.679494857788086,0.0662463517095606,0.1218765552312746,False
1.25,adam,2000,4.813804626464844,0.0662463517095606,0.15944849717295,False
1.25,adam,2000,4.395377159118652,0.0662463517095606,0.1455888505895718,False
1.25,adam,2000,0.5577996373176575,0.0662463517095606,0.0184760954786054,False
1.25,adam,2000,3.4575271606445312,0.0662463517095606,0.114524280164708,False
1.25,adam,2000,4.6120219230651855,0.0662463517095606,0.1527648132037901,False
1.25,adam,2000,5.264715194702148,0.0662463517095606,0.1743840872194532,False
1.25,adam,2000,5.488440990447998,0.0662463517095606,0.1817945960951936,False
1.25,adam,2000,4.175014019012451,0.0662463517095606,0.1382897235479225,False
1.25,adam,2000,0.6928110122680664,0.0662463517095606,0.0229481009934835,False
1.25,adam,2000,4.008984565734863,0.0662463517095606,0.1327903007699359,False
1.25,adam,2000,3.166477918624878,0.0662463517095606,0.1048838049388905,False
1.25,adam,2000,5.292474269866943,0.0662463517095606,0.1753035559477027,False
1.25,adam,2000,4.832146644592285,0.0662463517095606,0.1600560430649168,False
1.25,adam,2000,2.794060707092285,0.0662463517095606,0.0925481641499495,False
1.25,adam,2000,2.280395030975342,0.0662463517095606,0.0755339256293634,False
1.25,adam,2000,0.2042498886585235,0.0662463517095606,0.0067654049803555,False
1.25,adam,2000,4.062349796295166,0.0662463517095606,0.1345579266863157,False
1.25,adam,2000,1.6371564865112305,0.0662463517095606,0.0542278222045057,False
1.25,adam,2000,2.931952476501465,0.0662463517095606,0.0971155774770166,False
1.25,adam,2000,0.2255422621965408,0.0662463517095606,0.0074706760134209,False
1.25,adam,2000,3.853747129440307,0.0662463517095606,0.1276483438683061,False
1.25,adam,2000,3.5466041564941406,0.0662463517095606,0.1174747931628502,False
1.25,adam,2000,4.9530158042907715,0.0662463517095606,0.1640596134970293,False
1.25,adam,2000,2.9458611011505127,0.0662463517095606,0.0975762752971651,False
1.25,adam,2000,4.353461742401123,0.0662463517095606,0.1442004788706107,False
1.25,adam,2000,4.208580017089844,0.0662463517095606,0.1394015360049812,False
1.25,adam,2000,4.551999092102051,0.0662463517095606,0.1507766664184965,False
1.25,adam,2000,2.9413504600524902,0.0662463517095606,0.0974268685388576,False
1.25,adam,2000,2.778564691543579,0.0662463517095606,0.0920348869018813,False
1.25,adam,2000,4.271510124206543,0.0662463517095606,0.1414859810095678,False
1.25,adam,2000,3.9496259689331055,0.0662463517095606,0.1308241555295783,False
1.25,adam,2000,4.455282211303711,0.0662463517095606,0.1475730961676873,False
1.25,adam,2000,6.290322303771973,0.0662463517095606,0.2083554518510858,False
1.25,adam,2000,0.289201945066452,0.0662463517095606,0.0095792868839806,False
1.25,adam,2000,5.190169811248779,0.0662463517095606,0.1719149073741652,False
1.25,adam,2000,3.952060461044311,0.0662463517095606,0.1309047936398948,False
1.25,adam,2000,0.642326295375824,0.0662463517095606,0.0212758868378829,False
1.25,adam,2000,0.7299062609672546,0.0662463517095606,0.0241768134395235,False
1.25,adam,2000,2.308391571044922,0.0662463517095606,0.0764612599494135,False
1.25,adam,2000,4.856341361999512,0.0662463517095606,0.1608574489443531,False
1.25,adam,2000,4.832625865936279,0.0662463517095606,0.1600719163977673,False
1.25,adam,2000,0.3092592358589172,0.0662463517095606,0.0102436480540698,False
1.25,adam,2000,3.405545234680176,0.0662463517095606,0.1128024736897205,False
1.25,adam,2000,4.7170586585998535,0.0662463517095606,0.156243963466117,False
1.25,adam,2000,0.8285471796989441,0.0662463517095606,0.0274441139371503,False
1.25,adam,2000,4.366240501403809,0.0662463517095606,0.1446237519522624,False
1.25,adam,2000,4.82181453704834,0.0662463517095606,0.1597138108497882,False
1.25,adam,2000,3.9919075965881343,0.0662463517095606,0.1322246573178221,False
1.25,adam,2000,3.418464183807373,0.0662463517095606,0.1132303903135196,False
1.25,adam,2000,0.355312317609787,0.0662463517095606,0.0117690723795585,False
1.25,adam,2000,4.715446472167969,0.0662463517095606,0.156190562731423,False
1.25,adam,2000,1.145729899406433,0.0662463517095606,0.037950212940119,False
1.25,adam,2000,0.4814399182796478,0.0662463517095606,0.0159468190766878,False
1.25,adam,2000,3.812918186187744,0.0662463517095606,0.1262959596009866,False
1.25,adam,2000,3.4319255352020264,0.0662463517095606,0.1136762730230077,False
1.25,adam,2000,1.7645642757415771,0.0662463517095606,0.0584479728124513,False
1.25,adam,2000,2.112454414367676,0.0662463517095606,0.0699711990523074,False
1.25,adam,2000,4.053229808807373,0.0662463517095606,0.1342558437369641,False
1.25,adam,2000,3.4941539764404297,0.0662463517095606,0.1157374766253162,False
1.25,adam,2000,0.5058408975601196,0.0662463517095606,0.0167550570044237,False
1.25,adam,2000,3.0618736743927,0.0662463517095606,0.1014189801620317,False
1.25,adam,2000,4.118478775024414,0.0662463517095606,0.1364170967193138,False
1.25,adam,2000,4.167872428894043,0.0662463517095606,0.1380531714025477,False
1.25,adam,2000,5.031348705291748,0.0662463517095606,0.1666542479520998,False
1.25,adam,2000,1.9879075288772583,0.0662463517095606,0.0658458106620431,False
1.25,adam,2000,0.312294989824295,0.0662463517095606,0.0103442018665169,False
1.25,adam,2000,5.975992202758789,0.0662463517095606,0.1979438406387753,False
1.25,adam,2000,5.709312915802002,0.0662463517095606,0.1891105757200782,False
1.25,adam,2000,4.8503265380859375,0.0662463517095606,0.1606582188741283,False
1.25,adam,2000,3.764410972595215,0.0662463517095606,0.1246892466349358,False
1.25,adam,2000,3.0325000286102295,0.0662463517095606,0.1004460317272829,False
1.25,adam,2000,3.25785756111145,0.0662463517095606,0.1079105889065202,False
1.25,adam,2000,1.2701443433761597,0.0662463517095606,0.042071214446603,False
1.25,adam,2000,0.2342375516891479,0.0662463517095606,0.0077586916163928,False
1.25,adam,2000,0.2111839354038238,0.0662463517095606,0.0069950826300854,False
1.25,adam,2000,4.971484184265137,0.0662463517095606,0.1646713448946731,False
1.25,adam,2000,0.1010273247957229,0.0662463517095606,0.0033463458453467,False
1.25,adam,2000,0.3609727621078491,0.0662463517095606,0.011956564278084,False
1.25,adam,2000,3.65163779258728,0.0662463517095606,0.1209538407618302,False
1.25,adam,2000,3.314638614654541,0.0662463517095606,0.1097913577282477,False
1.25,adam,2000,4.423181056976318,0.0662463517095606,0.1465098039877596,False
1.25,adam,2000,3.2504634857177734,0.0662463517095606,0.1076656736469719,False
1.25,adam,2000,2.0448498725891113,0.0662463517095606,0.0677319219263942,False
1.25,adam,2000,2.6805615425109863,0.0662463517095606,0.0887887113621525,False
1.25,adam,2000,4.16798210144043,0.0662463517095606,0.1380568041055881,False
1.25,adam,2000,5.707976818084717,0.0662463517095606,0.1890663199204294,False
1.25,adam,2000,2.2108592987060547,0.0662463517095606,0.0732306813412169,False
1.25,adam,2000,1.0732849836349487,0.0662463517095606,0.0355506072552354,False
1.25,adam,2000,6.549546718597412,0.0662463517095606,0.2169417877292014,False
1.25,adam,2000,4.782135963439941,0.0662463517095606,0.1583995304784904,False
1.25,adam,2000,2.6325199604034424,0.0662463517095606,0.0871974215896625,False
1.25,adam,2000,2.05200457572937,0.0662463517095606,0.0679689084166977,False
1.25,adam,2000,0.4290878474712372,0.0662463517095606,0.0142127522289389,False
1.25,adam,2000,0.5581972002983093,0.0662463517095606,0.0184892640271269,False
1.25,adam,2000,3.9570581912994385,0.0662463517095606,0.1310703343380101,False
1.25,adam,2000,0.3159468173980713,0.0662463517095606,0.0104651619934344,False
1.25,adam,2000,5.667356967926025,0.0662463517095606,0.1877208614804282,False
1.25,adam,2000,3.700175046920776,0.0662463517095606,0.1225615487726268,False
1.25,adam,2000,2.1232564449310303,0.0662463517095606,0.0703289966102461,False
1.25,adam,2000,4.211647033691406,0.0662463517095606,0.1395031253352243,False
1.25,adam,2000,5.274904727935791,0.0662463517095606,0.1747215969206292,False
1.25,adam,2000,0.3740586936473846,0.0662463517095606,0.0123900118896917,False
1.25,adam,2000,2.5933918952941895,0.0662463517095606,0.0859013758081914,False
1.25,adam,2000,2.020050048828125,0.0662463517095606,0.0669104730027915,False
1.25,adam,2000,4.316776275634766,0.0662463517095606,0.1429853397035939,False
1.25,adam,2000,3.3284246921539307,0.0662463517095606,0.1102479963976076,False
1.25,adam,2000,4.961402416229248,0.0662463517095606,0.1643374047190933,False
1.25,adam,2000,5.166136264801025,0.0662463517095606,0.1711188399887622,False
1.25,adam,2000,3.3159070014953613,0.0662463517095606,0.1098333707286281,False
1.25,adam,2000,3.6982169151306152,0.0662463517095606,0.1224966892289945,False
1.25,adam,2000,5.325622081756592,0.0662463517095606,0.1764015167501247,False
1.25,adam,2000,3.7806339263916016,0.0662463517095606,0.1252266023864175,False
1.25,adam,2000,0.6379772424697876,0.0662463517095606,0.0211318323936745,False
1.25,adam,2000,1.4468753337860107,0.0662463517095606,0.0479251061209379,False
1.25,adam,2000,3.9071223735809326,0.0662463517095606,0.1294163014662678,False
1.25,adam,2000,3.4110498428344727,0.0662463517095606,0.1129848037936269,False
1.5,adam,2000,0.2889381051063537,0.1744776842420989,0.0252066257341283,False
1.5,adam,2000,4.394019603729248,0.1744776842420989,0.3833291824865323,True
1.5,adam,2000,5.441926002502441,0.1744776842420989,0.4747473233667444,True
1.5,adam,2000,4.01510763168335,0.1744776842420989,0.3502733407794446,False
1.5,adam,2000,0.6662501096725464,0.1744776842420989,0.0581228881308551,False
1.5,adam,2000,4.681643009185791,0.1744776842420989,0.4084211153454742,True
1.5,adam,2000,0.7476645112037659,0.1744776842420989,0.0652253862524169,False
1.5,adam,2000,5.425278186798096,0.1744776842420989,0.4732949872008527,True
1.5,adam,2000,0.6374976634979248,0.1744776842420989,0.0556145580184333,False
1.5,adam,2000,4.547369956970215,0.1744776842420989,0.3967072897421281,True
1.5,adam,2000,5.288018703460693,0.1744776842420989,0.4613206288043642,True
1.5,adam,2000,0.48687943816185,0.1744776842420989,0.0424747984377869,False
1.5,adam,2000,5.196073532104492,0.1744776842420989,0.4532994385166277,True
1.5,adam,2000,0.5329522490501404,0.1744776842420989,0.0464941371129434,False
1.5,adam,2000,0.4611554145812988,0.1744776842420989,0.040230664405925,False
1.5,adam,2000,3.3957056999206543,0.1744776842420989,0.2962374334449258,False
1.5,adam,2000,0.3407979309558868,0.1744776842420989,0.0297308168938409,False
1.5,adam,2000,0.835099458694458,0.1744776842420989,0.0728531098324197,False
1.5,adam,2000,4.549479007720947,0.1744776842420989,0.3968912808875966,False
1.5,adam,2000,4.939854621887207,0.1744776842420989,0.4309471974597547,True
1.5,adam,2000,3.606820106506348,0.1744776842420989,0.3146548098305342,False
1.5,adam,2000,0.951656699180603,0.1744776842420989,0.0830214285332557,False
1.5,adam,2000,2.997375011444092,0.1744776842420989,0.26148752540095,False
1.5,adam,2000,3.7070751190185542,0.1744776842420989,0.3234009410389304,False
1.5,adam,2000,3.694703340530395,0.1744776842420989,0.3223216414086453,False
1.5,adam,2000,1.9732722043991089,0.1744776842420989,0.1721459823014291,False
1.5,adam,2000,0.3864122629165649,0.1744776842420989,0.0337101583982156,False
1.5,adam,2000,3.6137888431549072,0.1744776842420989,0.315262754346801,False
1.5,adam,2000,3.967543125152588,0.1744776842420989,0.3461238683036419,False
1.5,adam,2000,0.3448227345943451,0.1744776842420989,0.0300819361030246,False
1.5,adam,2000,4.475937843322754,0.1744776842420989,0.3904756348572644,True
1.5,adam,2000,5.432450294494629,0.1744776842420989,0.4739206735718657,True
1.5,adam,2000,4.197746753692627,0.1744776842420989,0.366206566309539,False
1.5,adam,2000,4.509225368499756,0.1744776842420989,0.3933796000107813,True
1.5,adam,2000,4.176525592803955,0.1744776842420989,0.3643552568051468,True
1.5,adam,2000,3.083068609237671,0.1744776842420989,0.2689633356496488,False
1.5,adam,2000,5.20581579208374,0.1744776842420989,0.4541493419968596,True
1.5,adam,2000,0.288985013961792,0.1744776842420989,0.025210718008362,False
1.5,adam,2000,5.886249542236328,0.1744776842420989,0.5135095945002548,True
1.5,adam,2000,5.371326923370361,0.1744776842420989,0.4685883414484494,True
1.5,adam,2000,4.817041873931885,0.1744776842420989,0.420233155530428,True
1.5,adam,2000,3.4140942096710205,0.1744776842420989,0.2978416257438794,False
1.5,adam,2000,5.079933166503906,0.1744776842420989,0.4431674874981173,True
1.5,adam,2000,3.203113317489624,0.1744776842420989,0.2794358970003083,False
1.5,adam,2000,6.3838300704956055,0.1744776842420989,0.5569179436475743,True
1.5,adam,2000,3.1896872520446777,0.1744776842420989,0.2782646225966498,False
1.5,adam,2000,0.5449286103248596,0.1744776842420989,0.0475389410033733,False
1.5,adam,2000,4.03787088394165,0.1744776842420989,0.3522591805493681,False
1.5,adam,2000,0.6191518902778625,0.1744776842420989,0.0540140940048998,False
1.5,adam,2000,3.205191135406494,0.1744776842420989,0.2796171634295145,False
1.5,adam,2000,0.9915566444396972,0.1744776842420989,0.0865022535583523,False
1.5,adam,2000,4.787787914276123,0.1744776842420989,0.4176810739626035,True
1.5,adam,2000,4.099453926086426,0.1744776842420989,0.3576316138403702,False
1.5,adam,2000,4.420197486877441,0.1744776842420989,0.3856129107015608,False
1.5,adam,2000,0.6217268109321594,0.1744776842420989,0.0542387271013342,False
1.5,adam,2000,0.1008900851011276,0.1744776842420989,0.0088015342057165,False
1.5,adam,2000,3.99005389213562,0.1744776842420989,0.3480876815504984,True
1.5,adam,2000,0.7296762466430664,0.1744776842420989,0.0636561108803744,False
1.5,adam,2000,1.5967663526535034,0.1744776842420989,0.139300047743343,False
1.5,adam,2000,0.1564432233572006,0.1744776842420989,0.0136479256633669,False
1.5,adam,2000,4.549320220947266,0.1744776842420989,0.3968774285133165,True
1.5,adam,2000,5.3267974853515625,0.1744776842420989,0.4647036448353884,True
1.5,adam,2000,4.459262847900391,0.1744776842420989,0.3890209275642436,False
1.5,adam,2000,5.375226020812988,0.1744776842420989,0.4689284941946613,True
1.5,adam,2000,3.457911968231201,0.1744776842420989,0.3016642362650092,False
1.5,adam,2000,0.2110323309898376,0.1744776842420989,0.0184102162056595,False
1.5,adam,2000,0.1841885447502136,0.1744776842420989,0.0160683953759697,False
1.5,adam,2000,5.457603454589844,0.1744776842420989,0.4761150061342576,True
1.5,adam,2000,0.6725605130195618,0.1744776842420989,0.0586734004121655,False
1.5,adam,2000,4.525081157684326,0.1744776842420989,0.3947628407001587,True
1.5,adam,2000,0.8207850456237793,0.1744776842420989,0.0716043370104912,False
1.5,adam,2000,5.666722297668457,0.1744776842420989,0.4943582918701293,True
1.5,adam,2000,3.485069751739502,0.1744776842420989,0.3040334498528475,False
1.5,adam,2000,4.202515125274658,0.1744776842420989,0.3666225535251584,True
1.5,adam,2000,0.3322490155696869,0.1744776842420989,0.028985019414158,False
1.5,adam,2000,5.30794095993042,0.1744776842420989,0.4630586233912218,True
1.5,adam,2000,4.9146199226379395,0.1744776842420989,0.4287457515159756,True
1.5,adam,2000,5.561544418334961,0.1744776842420989,0.4851826954603276,True
1.5,adam,2000,3.665797710418701,0.1744776842420989,0.3197999477069217,False
1.5,adam,2000,0.259062260389328,0.1744776842420989,0.0226002916336268,False
1.5,adam,2000,0.4816568791866302,0.1744776842420989,0.0420191884398798,False
1.5,adam,2000,3.154737710952759,0.1744776842420989,0.2752156650991287,False
1.5,adam,2000,1.119815707206726,0.1744776842420989,0.0976914256856789,False
1.5,adam,2000,4.309337615966797,0.1744776842420989,0.3759416239256272,False
1.5,adam,2000,5.181419372558594,0.1744776842420989,0.4520210266055864,True
1.5,adam,2000,4.976423263549805,0.1744776842420989,0.4341374034163393,True
1.5,adam,2000,0.5685490369796753,0.1744776842420989,0.0495995596751446,False
1.5,adam,2000,4.248045921325684,0.1744776842420989,0.3705946074534995,False
