a,n,seed,cross_step,w2_abs,R_cross
1.5,400,300000,808.0,2.6770227218790588,0.23440840895248652
1.5,400,300001,1976.0,2.6715663542187422,0.2339306324840758
1.5,400,300002,733.0,2.824250220780296,0.2473001051975108
1.5,400,300003,1780.0,3.108084564706058,0.27215352030749157
1.5,400,300004,1230.0,2.536978037767339,0.22214566223891385
1.5,400,300005,4011.0,2.987615013014823,0.26160483287635156
1.5,400,300006,3605.0,2.7724676512839372,0.2427658628737875
1.5,400,300007,4128.0,2.706635264227656,0.2370013749666489
1.5,400,300008,1717.0,2.7962346841727395,0.2448469779571421
1.5,400,300009,1814.0,3.0204412235678157,0.26447919764164773
1.5,400,300010,4468.0,2.8152156150267325,0.24650900710824272
1.5,400,300011,1498.0,3.0848745936028377,0.2701211832811102
1.5,400,300012,1148.0,3.0915612099603362,0.2707066841395178
1.5,400,300013,1978.0,3.0619342785594146,0.2681124581753243
1.5,400,300014,5710.0,2.695463254211372,0.23602311913366134
1.5,400,300015,1903.0,2.8000688611677105,0.2451827103817076
1.5,400,300016,5453.0,2.727163104024277,0.23879885626056183
1.5,400,300017,1209.0,2.7654300848338447,0.24214963173724127
1.5,400,300018,3031.0,3.092316763162616,0.270772842720309
1.5,400,300019,1976.0,2.7421145426248703,0.24010805057754384
1.5,400,300020,4334.0,2.9038639331654585,0.2542713286759232
1.5,400,300021,3072.0,2.7503642629764484,0.2408304216676775
1.5,400,300022,1230.0,2.8855345148380462,0.2526663479814981
1.5,400,300023,1964.0,3.0825853956443976,0.26992073401079597
1.5,400,300024,1187.0,2.9188381681220377,0.2555825191125097
1.5,400,300025,1735.0,2.8159882489342887,0.2465766613285423
1.5,400,300026,804.0,2.4220846081453873,0.21208523734350165
1.5,400,300027,1042.0,2.6178323623772712,0.22922551756992823
1.5,400,300028,,,
1.5,400,300029,1307.0,2.440437555355433,0.21369227829983545
1.5,400,300030,1652.0,2.748002381380145,0.24062360799269494
1.5,400,300031,1701.0,3.133260150143673,0.2743579726188774
1.5,400,300032,953.0,2.5703536632233486,0.22506813547643864
1.5,400,300033,913.0,2.8287854274113147,0.24769722195037186
1.5,400,300034,1074.0,2.4205494055610264,0.21195081024571177
1.5,400,300035,1384.0,2.7570531916906575,0.24141612500320758
1.5,400,300036,1764.0,2.6555857888990713,0.23253132464102697
1.5,400,300037,1227.0,2.9675691382998095,0.25984955393919373
1.5,400,300038,820.0,2.435815328925203,0.2132875418235728
1.5,400,300039,1047.0,2.6497865382669077,0.2320235242765803
1.5,400,300040,2045.0,2.853484612812415,0.24985995919760393
1.5,400,300041,1739.0,2.8636651445771104,0.25075139812105746
1.5,400,300042,4709.0,3.0601932577511675,0.26796000899576417
1.5,400,300043,1184.0,2.9708126581477785,0.26013356659278625
1.5,400,300044,16275.0,2.649506768967627,0.2319990268093821
1.5,400,300045,2756.0,2.610669031863357,0.22859827414205444
1.5,400,300046,1252.0,3.313543965018307,0.29014418237319145
1.5,400,300047,1585.0,2.6245208244017446,0.2298111800406582
1.5,400,300048,2026.0,3.277477370352631,0.286986079529006
1.5,400,300049,1682.0,2.879221303382452,0.25211354361394767
1.3,1600,300000,1661.0,4.596329888877316,0.1978761243431952
1.3,1600,300001,3927.0,5.2482273755760565,0.22594089585778387
1.3,1600,300002,1751.0,5.931219298487993,0.25534431074115965
1.3,1600,300003,3413.0,5.682203601403306,0.24462396162980107
1.3,1600,300004,2616.0,4.777822977060463,0.2056895645776887
1.3,1600,300005,2930.0,5.602765887501425,0.2412040967955502
1.3,1600,300006,,,
1.3,1600,300007,7768.0,5.365135676064291,0.2309739030534036
1.3,1600,300008,3373.0,5.181046917355752,0.22304871687463415
1.3,1600,300009,8400.0,5.177854306955852,0.22291127213334203
1.3,1600,300010,8609.0,5.104402745656686,0.21974911653785112
1.3,1600,300011,9486.0,5.2704186418026815,0.22689624977304976
1.3,1600,300012,2370.0,5.089426584915381,0.2191043793852369
1.3,1600,300013,4523.0,4.955744435200629,0.21334924293529792
1.3,1600,300014,4375.0,5.062118135334274,0.21792872613675987
1.3,1600,300015,2687.0,5.363675839705886,0.23091105578879026
1.3,1600,300016,7351.0,5.356421183409722,0.23059873632825703
1.3,1600,300017,2510.0,5.24499282599867,0.22580164559728408
1.3,1600,300018,17595.0,5.1129745487687694,0.22011814035020988
1.3,1600,300019,3486.0,5.45083989519101,0.234663546558256
1.3,1600,300020,12551.0,5.319331646005169,0.22900199847594255
1.3,1600,300021,4785.0,5.316445028615586,0.22887772700820158
1.3,1600,300022,2469.0,5.137269988909781,0.2211640808398055
1.3,1600,300023,4105.0,5.510063682495896,0.23721318372184935
1.3,1600,300024,,,
1.3,1600,300025,4630.0,5.009447037253188,0.21566118812161286
1.3,1600,300026,1983.0,4.932294388672101,0.21233969739898614
1.3,1600,300027,2135.0,4.571692461370047,0.19681546099074043
1.3,1600,300028,22257.0,5.055740638518866,0.21765416917863162
1.3,1600,300029,8877.0,5.2419917306400565,0.22567244575029663
1.3,1600,300030,3533.0,5.55867549124597,0.2393059656903618
1.3,1600,300031,3137.0,5.573481206594769,0.23994336501594948
1.3,1600,300032,2022.0,4.925180451201711,0.21203343601011865
1.3,1600,300033,1937.0,5.202238737796639,0.22396104375238224
1.3,1600,300034,2496.0,5.03930123132121,0.2169464379536289
1.3,1600,300035,3079.0,5.665030943095655,0.24388466328683162
1.3,1600,300036,3516.0,5.404384765026749,0.23266361153727166
1.3,1600,300037,2396.0,5.349274411107778,0.23029106137044034
1.3,1600,300038,1998.0,5.092778090043921,0.21924866468711587
1.3,1600,300039,2132.0,4.778954132241854,0.20573826182282465
1.3,1600,300040,3074.0,5.418813370555984,0.23328477594688268
1.3,1600,300041,2463.0,5.448441732714038,0.23456030351261714
1.3,1600,300042,7687.0,4.948805457591743,0.21305051372539655
1.3,1600,300043,2608.0,5.768047769003323,0.24831963004195418
1.3,1600,300044,7082.0,5.315423742926354,0.2288337597432493
1.3,1600,300045,2338.0,5.22434426422802,0.22491270649255954
1.3,1600,300046,2213.0,5.178295223737221,0.22293025399625538
1.3,1600,300047,9280.0,4.98655140307986,0.21467551053446637
1.3,1600,300048,3098.0,4.855406304899084,0.20902959642864527
1.3,1600,300049,3068.0,5.454034781021504,0.2348010892588761
1.5,1600,300000,726.0,2.4303792716792207,0.21281154379800846
1.5,1600,300001,2025.0,2.7557932143854416,0.24130579748412526
1.5,1600,300002,799.0,3.09489650366451,0.27099873279648096
1.5,1600,300003,1730.0,2.9738314724336115,0.26039790333071594
1.5,1600,300004,1240.0,2.52991418081492,0.22152712902447697
1.5,1600,300005,1499.0,2.9482545068111516,0.25815830492596836
1.5,1600,300006,,,
1.5,1600,300007,7202.0,2.828263625382108,0.2476515313469807
1.5,1600,300008,1675.0,2.72936477227271,0.2389916411581043
1.5,1600,300009,7465.0,2.733409828483264,0.23934583882056337
1.5,1600,300010,8231.0,2.700545784684417,0.23646816125896788
1.5,1600,300011,9162.0,2.789758044617929,0.24427986331855725
1.5,1600,300012,1570.0,2.6817742831305327,0.23482447038666684
1.5,1600,300013,3089.0,2.616215799069212,0.2290839662749332
1.5,1600,300014,3728.0,2.682014311261573,0.2348454879939666
1.5,1600,300015,1273.0,2.826639142793061,0.24750928661519067
1.5,1600,300016,6668.0,2.8174102844486493,0.24670117916683737
1.5,1600,300017,1194.0,2.7639516426386845,0.24202017475510088
1.5,1600,300018,17704.0,2.7082244565174722,0.23714052957042972
1.5,1600,300019,2693.0,2.876500121847678,0.251875268522435
1.5,1600,300020,12229.0,2.8106514253321553,0.2461093525084819
1.5,1600,300021,3714.0,2.797156003280596,0.24492765151454046
1.5,1600,300022,1133.0,2.706769347241537,0.2370131156910344
1.5,1600,300023,2590.0,2.894396844493302,0.25344236104150036
1.5,1600,300024,,,
1.5,1600,300025,3758.0,2.6417167109762434,0.2313169051805727
1.5,1600,300026,868.0,2.6109760247757756,0.22862515539321887
1.5,1600,300027,947.0,2.4185541736808855,0.21177610155658014
1.5,1600,300028,23261.0,2.672427263177147,0.23400601634150192
1.5,1600,300029,1479.0,2.75039310807362,0.24083294743381273
1.5,1600,300030,1761.0,2.9165590670312067,0.2553829539552261
1.5,1600,300031,1551.0,2.927415776116896,0.2563336010612208
1.5,1600,300032,986.0,2.5714242079260154,0.2251618756895544
1.5,1600,300033,891.0,2.7315742297235994,0.23918510810236232
1.5,1600,300034,1167.0,2.6414831630496667,0.231296455000066
1.5,1600,300035,1483.0,2.966275225531862,0.25973625492578645
1.5,1600,300036,2345.0,2.8503402915514253,0.24958463267982722
1.5,1600,300037,1094.0,2.8256897760915796,0.24742615712354013
1.5,1600,300038,906.0,2.6805025609214197,0.2347131144473872
1.5,1600,300039,969.0,2.5170189116788904,0.22039797928044
1.5,1600,300040,1493.0,2.849162032297453,0.24948146064665772
1.5,1600,300041,1302.0,2.839127129727823,0.24860277346701024
1.5,1600,300042,7404.0,2.6355659707879124,0.2307783273008845
1.5,1600,300043,1234.0,3.0325380660356838,0.2655384346713026
1.5,1600,300044,6260.0,2.804884307561126,0.24560436579697587
1.5,1600,300045,1164.0,2.7439685834328946,0.24027039613867412
1.5,1600,300046,1124.0,2.7299165590699817,0.23903995732074734
1.5,1600,300047,8156.0,2.636744084853484,0.23088148662090752
1.5,1600,300048,1527.0,2.5648644202602,0.22458748034459047
1.5,1600,300049,1484.0,2.8677771826567175,0.25111146092363096
1.3,6400,300000,1799.0,4.964456022963565,0.21372428460225418
1.3,6400,300001,3931.0,5.2741281789833545,0.2270559486759059
1.3,6400,300002,1527.0,5.201626331589703,0.22393467911588272
1.3,6400,300003,3224.0,5.215281013987023,0.224522525440503
1.3,6400,300004,2596.0,4.743332785698616,0.20420473090396724
1.3,6400,300005,2924.0,5.329005483776356,0.22941846586883344
1.3,6400,300006,,,
1.3,6400,300007,18753.0,4.972752899924413,0.2140814725972103
1.3,6400,300008,3371.0,5.178032034034765,0.2229189234434996
1.3,6400,300009,3355.0,5.358271517394762,0.23067839486594952
1.3,6400,300010,11044.0,5.135304722085874,0.22107947434031208
1.3,6400,300011,2955.0,5.02395687195506,0.2162858495199635
1.3,6400,300012,4142.0,5.197831813172091,0.22377132169455338
1.3,6400,300013,6379.0,5.1738927171402835,0.22274072213847784
1.3,6400,300014,6343.0,5.395783990451935,0.23229334047745676
1.3,6400,300015,5332.0,5.142967501355684,0.2214093638609221
1.3,6400,300016,7794.0,5.219843451820189,0.22471894248144872
1.3,6400,300017,2475.0,5.1610998468107185,0.22218997759636716
1.3,6400,300018,25298.0,5.096639744440754,0.21941491237256755
1.3,6400,300019,9176.0,5.084110687157571,0.21887552521872777
1.3,6400,300020,8221.0,5.222497080341885,0.22483318356945034
1.3,6400,300021,5505.0,5.074852145871953,0.2184769367120362
1.3,6400,300022,2433.0,5.033353706723986,0.21669039168515228
1.3,6400,300023,3351.0,5.076984435486269,0.21856873369246596
1.3,6400,300024,2147.0,5.056955826494805,0.21770648411094515
1.3,6400,300025,8013.0,5.284010355580651,0.227481385242128
1.3,6400,300026,2113.0,5.248854803070845,0.22596790717419862
1.3,6400,300027,2347.0,5.052314632940268,0.21750667656555533
1.3,6400,300028,,,
1.3,6400,300029,7366.0,5.103563362204764,0.21971298032737022
1.3,6400,300030,3445.0,5.383131000131621,0.23174861789520812
1.3,6400,300031,2983.0,5.12472558473297,0.22062403298842986
1.3,6400,300032,2092.0,5.046014095158025,0.21723543276283241
1.3,6400,300033,1884.0,5.014701080004343,0.21588737937460536
1.3,6400,300034,2578.0,5.2354904978698915,0.2253925618483325
1.3,6400,300035,2902.0,5.325295161806474,0.22925873318009793
1.3,6400,300036,3307.0,5.24636113385709,0.2258605524778776
1.3,6400,300037,9089.0,4.983785263257779,0.21455642573406744
1.3,6400,300038,2009.0,5.11979249787235,0.2204116591744027
1.3,6400,300039,2367.0,5.2189642407360655,0.2246810916556786
1.3,6400,300040,2936.0,5.169185053325983,0.22253805298878546
1.3,6400,300041,2188.0,5.036621342194467,0.21683106632302582
1.3,6400,300042,18430.0,5.24856180690888,0.22595529342662637
1.3,6400,300043,2296.0,5.11531598456621,0.2202189412614145
1.3,6400,300044,6702.0,5.302982191145156,0.22829813977975708
1.3,6400,300045,2532.0,5.147206566991724,0.2215918594387365
1.3,6400,300046,2256.0,5.2569722732443696,0.22631737154604356
1.3,6400,300047,5723.0,5.417427972947913,0.23322513333723824
1.3,6400,300048,3338.0,5.170609793365686,0.2225993893253994
1.3,6400,300049,2912.0,4.968693424102421,0.2139067085219718
1.5,6400,300000,792.0,2.616956837497973,0.22914885389715575
1.5,6400,300001,2028.0,2.767804670393659,0.24235755781065427
1.5,6400,300002,717.0,2.7224650967700215,0.23838748418040842
1.5,6400,300003,1683.0,2.738472458140664,0.23978913836875462
1.5,6400,300004,1223.0,2.4954645475713715,0.2185106123353886
1.5,6400,300005,1626.0,2.803388824928259,0.24547341670128037
1.5,6400,300006,,,
1.5,6400,300007,18824.0,2.6336814428453392,0.23061331219173556
1.5,6400,300008,1671.0,2.726858382319288,0.23877217388336117
1.5,6400,300009,1719.0,2.8154758605611363,0.2465317950140599
1.5,6400,300010,10723.0,2.7155538676364226,0.23778231553097093
1.5,6400,300011,1730.0,2.6475840741301364,0.23183066968858745
1.5,6400,300012,3643.0,2.7423432473112266,0.24012807666892164
1.5,6400,300013,5465.0,2.726540338624695,0.23874432499144943
1.5,6400,300014,5880.0,2.8457859024814787,0.2491858362531434
1.5,6400,300015,4668.0,2.717317022656072,0.23793670285070295
1.5,6400,300016,7168.0,2.75545321677033,0.24127602623887037
1.5,6400,300017,1166.0,2.7225085076968485,0.23839128537574586
1.5,6400,300018,25476.0,2.6980615262130025,0.23625063188540238
1.5,6400,300019,8649.0,2.693133217373559,0.23581909388445874
1.5,6400,300020,7796.0,2.758116657586243,0.24150924537402926
1.5,6400,300021,4726.0,2.6776743760693704,0.23446546981367747
1.5,6400,300022,1113.0,2.6531296504385153,0.23231625754279112
1.5,6400,300023,1676.0,2.675337641343563,0.234260858076637
1.5,6400,300024,1711.0,2.6793151196287046,0.23460913840643885
1.5,6400,300025,7474.0,2.7891297057513933,0.24422484401939934
1.5,6400,300026,932.0,2.7711476980712817,0.2426502836783098
1.5,6400,300027,1050.0,2.6722329908549876,0.23398900525468197
1.5,6400,300028,,,
1.5,6400,300029,6250.0,2.6944110920214652,0.23593098855035313
1.5,6400,300030,1708.0,2.8261198008772914,0.247463811426959
1.5,6400,300031,1451.0,2.6902841731564218,0.23556962274007276
1.5,6400,300032,1003.0,2.635363260831595,0.23076057738865893
1.5,6400,300033,866.0,2.6361866660595354,0.23083267730317486
1.5,6400,300034,1201.0,2.7479229211504745,0.24061665020863887
1.5,6400,300035,1399.0,2.7930971072343147,0.24457224199315825
1.5,6400,300036,2105.0,2.768811200997312,0.242445692750801
1.5,6400,300037,8799.0,2.640033056072488,0.23116947913745814
1.5,6400,300038,909.0,2.6901820308771742,0.2355606788454358
1.5,6400,300039,1084.0,2.7448604471236195,0.24034849048842943
1.5,6400,300040,1428.0,2.718665137473416,0.23805474796359502
1.5,6400,300041,1200.0,2.626981898477914,0.23002667931669876
1.5,6400,300042,19046.0,2.7740462328338404,0.24290408836828567
1.5,6400,300043,1062.0,2.693670650952021,0.23586615323476431
1.5,6400,300044,5870.0,2.7942610647897204,0.2446741617252625
1.5,6400,300045,1838.0,2.701324852874936,0.23653637888503157
1.5,6400,300046,1165.0,2.7727408934554796,0.24278978880544527
1.5,6400,300047,1476.0,2.8417254932147595,0.2488302942294883
1.5,6400,300048,1654.0,2.7296483065029467,0.23901646829432924
1.5,6400,300049,1442.0,2.622266087375405,0.229613748276396
