family,a,seed,window,source,stored_cross_step,reproduced,cross_step_check,first_positive_step,R_check,R_step,R_interp_step,R_ref,check_interval,R_interp_check,growth_over_interval_rel,growth_one_step_rel,residual_check,residual_interp_step,residual_interp_check,R_ref_kind
phase 2b (S3),1.35,9,base,stored,2264,True,2264,2264,0.2597309670182628,0.2597309670182628,0.2596822716038013,,1,0.2596822716038013,0.0004497192512364973,0.0004497192512364973,,,,none (growth relative to R_check)
phase 2b (S3),1.35,10,base,stored,1661,True,1661,1661,0.23625642873563005,0.23625642873563005,0.23616567019092274,,1,0.23616567019092274,0.0006274874985795113,0.0006274874985795113,,,,none (growth relative to R_check)
phase 2b (S3),1.35,11,base,stored,3499,True,3499,3499,0.24247876798894824,0.24247876798894824,0.24234964870006567,,1,0.24234964870006567,0.0007558633994117816,0.0007558633994117816,,,,none (growth relative to R_check)
phase 2b (S3),1.35,12,base,stored,1538,True,1538,1538,0.21532713264247402,0.21532713264247402,0.2152633901774154,,1,0.2152633901774154,0.000584820750079235,0.000584820750079235,,,,none (growth relative to R_check)
phase 2b (S3),1.35,13,base,stored,3820,True,3820,3820,0.2534073926801747,0.2534073926801747,0.25332617955119374,,1,0.25332617955119374,0.0005486830690411861,0.0005486830690411861,,,,none (growth relative to R_check)
phase 2b (S3),1.35,14,base,stored,4123,True,4123,4123,0.21606802577386783,0.21606802577386783,0.2159828862508271,,1,0.2159828862508271,0.0007431938261476601,0.0007431938261476601,,,,none (growth relative to R_check)
phase 2b (S3),1.35,15,base,stored,2387,True,2387,2387,0.22530851111420422,0.22530851111420422,0.22525631482296518,,1,0.22525631482296518,0.0005718249502004435,0.0005718249502004435,,,,none (growth relative to R_check)
phase 2b (S3),1.35,16,base,stored,3500,True,3500,3500,0.22627227669389893,0.22627227669389893,0.22623117683348104,,1,0.22623117683348104,0.0009180175363119839,0.0009180175363119839,,,,none (growth relative to R_check)
phase 2b (S3),1.35,18,base,stored,2078,True,2078,2078,0.2382648885684705,0.2382648885684705,0.23823230497621964,,1,0.23823230497621964,0.00048666621224676044,0.00048666621224676044,,,,none (growth relative to R_check)
phase 2b (S3),1.35,19,base,stored,1719,True,1719,1719,0.221447270862276,0.221447270862276,0.22138972924878084,,1,0.22138972924878084,0.0005622137642836192,0.0005622137642836192,,,,none (growth relative to R_check)
phase 2b (S3),1.35,20,base,stored,2743,True,2743,2743,0.2511123108219075,0.2511123108219075,0.25111097820245115,,1,0.25111097820245115,0.00042617499849610793,0.00042617499849610793,,,,none (growth relative to R_check)
phase 2b (S3),1.35,21,base,stored,8201,True,8201,8201,0.24479779573303545,0.24479779573303545,0.24471106998095998,,1,0.24471106998095998,0.0007615876391730222,0.0007615876391730222,,,,none (growth relative to R_check)
phase 2b (S3),1.35,22,base,stored,2881,True,2881,2881,0.22242881737065032,0.22242881737065032,0.22242845680040643,,1,0.22242845680040643,0.00045480841744976455,0.00045480841744976455,,,,none (growth relative to R_check)
phase 2b (S3),1.35,23,base,stored,2374,True,2374,2374,0.246508441550649,0.246508441550649,0.2464122692794719,,1,0.2464122692794719,0.0006643507189188962,0.0006643507189188962,,,,none (growth relative to R_check)
phase 2b (S3),1.35,24,base,stored,2367,True,2367,2367,0.251129797659778,0.251129797659778,0.25104246885555537,,1,0.25104246885555537,0.0005837430252529238,0.0005837430252529238,,,,none (growth relative to R_check)
phase 2b (S3),1.35,25,base,stored,3655,True,3655,3655,0.260359906384347,0.260359906384347,0.2603363867458722,,1,0.2603363867458722,0.00040970329376741873,0.00040970329376741873,,,,none (growth relative to R_check)
phase 2b (S3),1.35,26,base,stored,2973,True,2973,2973,0.2470705048221124,0.2470705048221124,0.24706064964424806,,1,0.24706064964424806,0.0007734635702392602,0.0007734635702392602,,,,none (growth relative to R_check)
phase 2b (S3),1.35,27,base,stored,2584,True,2584,2584,0.23305093473438715,0.23305093473438715,0.2330250316564297,,1,0.2330250316564297,0.0004272206766165422,0.0004272206766165422,,,,none (growth relative to R_check)
phase 2b (S3),1.35,28,base,stored,2562,True,2562,2562,0.25773103210992043,0.25773103210992043,0.25772395562970085,,1,0.25772395562970085,0.00044415913655534474,0.00044415913655534474,,,,none (growth relative to R_check)
phase 2b (S3),1.35,29,base,stored,6543,True,6543,6543,0.23262342859841487,0.23262342859841487,0.23257091696778473,,1,0.23257091696778473,0.0007612577091428753,0.0007612577091428753,,,,none (growth relative to R_check)
phase 2b (S3),1.35,30,base,stored,2211,True,2211,2211,0.2473719581892352,0.2473719581892352,0.2473396053971475,,1,0.2473396053971475,0.00046402983452506545,0.00046402983452506545,,,,none (growth relative to R_check)
phase 2b (S3),1.35,31,base,stored,1648,True,1648,1648,0.24299817538370266,0.24299817538370266,0.2429956006296052,,1,0.2429956006296052,0.0005401823450135733,0.0005401823450135733,,,,none (growth relative to R_check)
phase 2b (S3),1.35,32,base,stored,2420,True,2420,2420,0.2533830889897809,0.2533830889897809,0.2533552814809816,,1,0.2533552814809816,0.00044773705753174605,0.00044773705753174605,,,,none (growth relative to R_check)
phase 2b (S3),1.35,33,base,stored,2070,True,2070,2070,0.24308109846067555,0.24308109846067555,0.24306731584444105,,1,0.24306731584444105,0.0005553608845777181,0.0005553608845777181,,,,none (growth relative to R_check)
phase 2b (S3),1.35,34,base,stored,2011,True,2011,2011,0.21040019463204002,0.21040019463204002,0.21038964076640645,,1,0.21038964076640645,0.0005172656450094934,0.0005172656450094934,,,,none (growth relative to R_check)
phase 2b (S3),1.35,35,base,stored,3006,True,3006,3006,0.23744320523735146,0.23744320523735146,0.2374307910698327,,1,0.2374307910698327,0.00041708420349331944,0.00041708420349331944,,,,none (growth relative to R_check)
phase 2b (S3),1.35,36,base,stored,1956,True,1956,1956,0.27206835377735983,0.27206835377735983,0.2719990940817018,,1,0.2719990940817018,0.0004968425940519216,0.0004968425940519216,,,,none (growth relative to R_check)
phase 2b (S3),1.35,37,base,stored,3244,True,3244,3244,0.22016527341120506,0.22016527341120506,0.2201458645539198,,1,0.2201458645539198,0.0008383487460978522,0.0008383487460978522,,,,none (growth relative to R_check)
phase 2b (S3),1.35,38,base,stored,1535,True,1535,1535,0.26068634353121356,0.26068634353121356,0.2606337647754452,,1,0.2606337647754452,0.0005091075060796982,0.0005091075060796982,,,,none (growth relative to R_check)
phase 2b (S3),1.35,39,base,stored,1690,True,1690,1690,0.23814779404679653,0.23814779404679653,0.23809655204435992,,1,0.23809655204435992,0.0005596414000667887,0.0005596414000667887,,,,none (growth relative to R_check)
phase 2b (S3),1.4,0,base,stored,3224,True,3224,3224,0.21992133420383986,0.21992133420383986,0.21986910478307506,,1,0.21986910478307506,0.0006699173289151204,0.0006699173289151204,,,,none (growth relative to R_check)
phase 2b (S3),1.4,1,base,stored,1726,True,1726,1726,0.2354789455148752,0.2354789455148752,0.2353783033931353,,1,0.2353783033931353,0.0005759769442812232,0.0005759769442812232,,,,none (growth relative to R_check)
phase 2b (S3),1.4,2,base,stored,1193,True,1193,1193,0.2249697175683353,0.2249697175683353,0.224832849034289,,1,0.224832849034289,0.0007244560373386509,0.0007244560373386509,,,,none (growth relative to R_check)
phase 2b (S3),1.4,3,base,stored,2147,True,2147,2147,0.2636797031496021,0.2636797031496021,0.26362869948141987,,1,0.26362869948141987,0.0004910567999907554,0.0004910567999907554,,,,none (growth relative to R_check)
phase 2b (S3),1.4,4,base,stored,27545,True,27545,27545,0.20243014003723508,0.20243014003723508,0.202413789148302,,1,0.202413789148302,0.001562860916993038,0.001562860916993038,,,,none (growth relative to R_check)
phase 2b (S3),1.4,5,base,stored,1610,True,1610,1610,0.24095405539642945,0.24095405539642945,0.2409502316863232,,1,0.2409502316863232,0.0005934615549711862,0.0005934615549711862,,,,none (growth relative to R_check)
phase 2b (S3),1.4,6,base,stored,4081,True,4081,4081,0.21729411848808394,0.21729411848808394,0.21720663423475545,,1,0.21720663423475545,0.001298432093914611,0.001298432093914611,,,,none (growth relative to R_check)
phase 2b (S3),1.4,7,base,stored,1209,True,1209,1209,0.23149542098840079,0.23149542098840079,0.23141776986588147,,1,0.23141776986588147,0.0006795230685004675,0.0006795230685004675,,,,none (growth relative to R_check)
phase 2b (S3),1.4,9,base,stored,1857,True,1857,1857,0.2640074558914258,0.2640074558914258,0.26391992120690666,,1,0.26391992120690666,0.0005234435161835346,0.0005234435161835346,,,,none (growth relative to R_check)
phase 2b (S3),1.4,10,base,stored,1345,True,1345,1345,0.24043468100271628,0.24043468100271628,0.24033965460662143,,1,0.24033965460662143,0.0006384063283803787,0.0006384063283803787,,,,none (growth relative to R_check)
phase 2b (S3),1.4,11,base,stored,3236,True,3236,3236,0.24620914639814376,0.24620914639814376,0.24608474649624942,,1,0.24608474649624942,0.0010062878439518804,0.0010062878439518804,,,,none (growth relative to R_check)
phase 2b (S3),1.4,12,base,stored,1246,True,1246,1246,0.21939822163169906,0.21939822163169906,0.2192938091673389,,1,0.2192938091673389,0.00069413975536067,0.00069413975536067,,,,none (growth relative to R_check)
phase 2b (S3),1.4,13,base,stored,3468,True,3468,3468,0.25741877617402237,0.25741877617402237,0.25741779843359386,,1,0.25741779843359386,0.0006867772763234704,0.0006867772763234704,,,,none (growth relative to R_check)
phase 2b (S3),1.4,14,base,stored,3726,True,3726,3726,0.21996046844492137,0.21996046844492137,0.21989096901359811,,1,0.21989096901359811,0.0009354400693434756,0.0009354400693434756,,,,none (growth relative to R_check)
phase 2b (S3),1.4,15,base,stored,2088,True,2088,2088,0.22925161952296527,0.22925161952296527,0.22922782984966103,,1,0.22922782984966103,0.000703590417965587,0.000703590417965587,,,,none (growth relative to R_check)
phase 2b (S3),1.4,16,base,stored,3470,True,3470,3470,0.23019694828262277,0.23019694828262277,0.23005213853308207,,1,0.23005213853308207,0.0012386229841910457,0.0012386229841910457,,,,none (growth relative to R_check)
phase 2b (S3),1.4,18,base,stored,1703,True,1703,1703,0.24265906144001587,0.24265906144001587,0.24254828336921952,,1,0.24254828336921952,0.0005705806544762804,0.0005705806544762804,,,,none (growth relative to R_check)
phase 2b (S3),1.4,19,base,stored,1407,True,1407,1407,0.2256007230251629,0.2256007230251629,0.22545757684157575,,1,0.22545757684157575,0.0006598462561220995,0.0006598462561220995,,,,none (growth relative to R_check)
phase 2b (S3),1.4,20,base,stored,2290,True,2290,2290,0.2551673787485007,0.2551673787485007,0.25516151590562497,,1,0.25516151590562497,0.00048785405895131987,0.00048785405895131987,,,,none (growth relative to R_check)
phase 2b (S3),1.4,21,base,stored,8040,True,8040,8040,0.2492573908334021,0.2492573908334021,0.24911014887546837,,1,0.24911014887546837,0.0010203306305086276,0.0010203306305086276,,,,none (growth relative to R_check)
phase 2b (S3),1.4,22,base,stored,2451,True,2451,2451,0.22931564267158872,0.22931564267158872,0.22926339218941413,,1,0.22926339218941413,0.0005015355516287503,0.0005015355516287503,,,,none (growth relative to R_check)
phase 2b (S3),1.4,23,base,stored,2116,True,2116,2116,0.2510175600871149,0.2510175600871149,0.2508349425368154,,1,0.2508349425368154,0.0008552210859000144,0.0008552210859000144,,,,none (growth relative to R_check)
phase 2b (S3),1.4,24,base,stored,2091,True,2091,2091,0.2552566914095331,0.2552566914095331,0.25509534009652973,,1,0.25509534009652973,0.000733795879088489,0.000733795879088489,,,,none (growth relative to R_check)
phase 2b (S3),1.4,25,base,stored,3184,True,3184,3184,0.2647680976636089,0.2647680976636089,0.2646819036223968,,1,0.2646819036223968,0.0004737423816666932,0.0004737423816666932,,,,none (growth relative to R_check)
phase 2b (S3),1.4,26,base,stored,2821,True,2821,2821,0.25126270564651493,0.25126270564651493,0.2510633376741637,,1,0.2510633376741637,0.001025322639009537,0.001025322639009537,,,,none (growth relative to R_check)
phase 2b (S3),1.4,27,base,stored,2142,True,2142,2142,0.2375660393882749,0.2375660393882749,0.23748618399083501,,1,0.23748618399083501,0.00048592425546804954,0.00048592425546804954,,,,none (growth relative to R_check)
phase 2b (S3),1.4,28,base,stored,2138,True,2138,2138,0.2620191798452917,0.2620191798452917,0.2619479748052519,,1,0.2619479748052519,0.0005178629591155514,0.0005178629591155514,,,,none (growth relative to R_check)
phase 2b (S3),1.4,29,base,stored,6372,True,6372,6372,0.23689130076359896,0.23689130076359896,0.23665936381071545,,1,0.23665936381071545,0.001004252396290594,0.001004252396290594,,,,none (growth relative to R_check)
phase 2b (S3),1.4,30,base,stored,1808,True,1808,1808,0.25151345608547776,0.25151345608547776,0.25148494607158567,,1,0.25148494607158567,0.0005401799146859341,0.0005401799146859341,,,,none (growth relative to R_check)
phase 2b (S3),1.4,31,base,stored,1340,True,1340,1340,0.24734669588141328,0.24734669588141328,0.24731083202881438,,1,0.24731083202881438,0.0006449396294226245,0.0006449396294226245,,,,none (growth relative to R_check)
phase 2b (S3),1.4,32,base,stored,1995,True,1995,1995,0.2574499256462565,0.2574499256462565,0.25744103011251035,,1,0.25744103011251035,0.0005180791942384188,0.0005180791942384188,,,,none (growth relative to R_check)
phase 2b (S3),1.4,33,base,stored,1767,True,1767,1767,0.24749370657802758,0.24749370657802758,0.24736898474681465,,1,0.24736898474681465,0.0006849500179851622,0.0006849500179851622,,,,none (growth relative to R_check)
phase 2b (S3),1.4,34,base,stored,1652,True,1652,1652,0.21431717125716107,0.21431717125716107,0.21419652820146767,,1,0.21419652820146767,0.0005997848274845456,0.0005997848274845456,,,,none (growth relative to R_check)
phase 2b (S3),1.4,35,base,stored,2522,True,2522,2522,0.24140707497923994,0.24140707497923994,0.24134082676414567,,1,0.24134082676414567,0.00047147634405266166,0.00047147634405266166,,,,none (growth relative to R_check)
phase 2b (S3),1.4,36,base,stored,1631,True,1631,1631,0.2765006390085514,0.2765006390085514,0.2764250279253788,,1,0.2764250279253788,0.0006037443636197294,0.0006037443636197294,,,,none (growth relative to R_check)
phase 2b (S3),1.4,37,base,stored,2965,True,2965,2965,0.22445508711459075,0.22445508711459075,0.22435007378103713,,1,0.22435007378103713,0.0011146747108337078,0.0011146747108337078,,,,none (growth relative to R_check)
phase 2b (S3),1.4,38,base,stored,1226,True,1226,1226,0.2653928935219596,0.2653928935219596,0.2653366983564088,,1,0.2653366983564088,0.0006057333407444453,0.0006057333407444453,,,,none (growth relative to R_check)
phase 2b (S3),1.4,39,base,stored,1373,True,1373,1373,0.24212993173630196,0.24212993173630196,0.24200100190597743,,1,0.24200100190597743,0.0006666041968910892,0.0006666041968910892,,,,none (growth relative to R_check)
phase 2b (S3),1.45,0,base,stored,3014,True,3014,3014,0.22418339260727463,0.22418339260727463,0.2241003685941071,,1,0.2241003685941071,0.0008204017001249234,0.0008204017001249234,,,,none (growth relative to R_check)
phase 2b (S3),1.45,1,base,stored,1447,True,1447,1447,0.23975718189557255,0.23975718189557255,0.2397227414083479,,1,0.2397227414083479,0.0006641391348050375,0.0006641391348050375,,,,none (growth relative to R_check)
phase 2b (S3),1.45,2,base,stored,995,True,995,995,0.2289019448183825,0.2289019448183825,0.22888345666520502,,1,0.22888345666520502,0.0008578698747342474,0.0008578698747342474,,,,none (growth relative to R_check)
phase 2b (S3),1.45,3,base,stored,1805,True,1805,1805,0.26780605461101337,0.26780605461101337,0.26769220904428154,,1,0.26769220904428154,0.0005601063719794455,0.0005601063719794455,,,,none (growth relative to R_check)
phase 2b (S3),1.45,4,base,stored,27507,True,27507,27507,0.20677058513376675,0.20677058513376675,0.20650164940162463,,1,0.20650164940162463,0.002101143024935939,0.002101143024935939,,,,none (growth relative to R_check)
phase 2b (S3),1.45,5,base,stored,1351,True,1351,1351,0.24476778637704327,0.24476778637704327,0.24466046388003143,,1,0.24466046388003143,0.0006806571083891628,0.0006806571083891628,,,,none (growth relative to R_check)
phase 2b (S3),1.45,6,base,stored,4046,True,4046,4046,0.22139015599055972,0.22139015599055972,0.22134555528715597,,1,0.22134555528715597,0.0017273195048333736,0.0017273195048333736,,,,none (growth relative to R_check)
phase 2b (S3),1.45,7,base,stored,1003,True,1003,1003,0.23553920984258914,0.23553920984258914,0.23552268832850892,,1,0.23552268832850892,0.0007924688776979316,0.0007924688776979316,,,,none (growth relative to R_check)
phase 2b (S3),1.45,9,base,stored,1553,True,1553,1553,0.2682209573317329,0.2682209573317329,0.26819931876129366,,1,0.26819931876129366,0.0006021159453918258,0.0006021159453918258,,,,none (growth relative to R_check)
phase 2b (S3),1.45,10,base,stored,1115,True,1115,1115,0.24472003451561952,0.24472003451561952,0.244586808020535,,1,0.244586808020535,0.0007466783055527764,0.0007466783055527764,,,,none (growth relative to R_check)
phase 2b (S3),1.45,11,base,stored,3050,True,3050,3050,0.24999662572224374,0.24999662572224374,0.2498146080010663,,1,0.2498146080010663,0.0013165475643170503,0.0013165475643170503,,,,none (growth relative to R_check)
phase 2b (S3),1.45,12,base,stored,1033,True,1033,1033,0.2235324477265691,0.2235324477265691,0.2234009386473416,,1,0.2234009386473416,0.0008107916304599508,0.0008107916304599508,,,,none (growth relative to R_check)
phase 2b (S3),1.45,13,base,stored,3216,True,3216,3216,0.26157292358320633,0.26157292358320633,0.2615264598900056,,1,0.2615264598900056,0.0008509011967321555,0.0008509011967321555,,,,none (growth relative to R_check)
phase 2b (S3),1.45,14,base,stored,3392,True,3392,3392,0.2239217926973147,0.2239217926973147,0.22382815934809483,,1,0.22382815934809483,0.001145018424338867,0.001145018424338867,,,,none (growth relative to R_check)
phase 2b (S3),1.45,15,base,stored,1885,True,1885,1885,0.23329050726106243,0.23329050726106243,0.23326312749168168,,1,0.23326312749168168,0.0008594363589610593,0.0008594363589610593,,,,none (growth relative to R_check)
phase 2b (S3),1.45,16,base,stored,3721,True,3721,3721,0.2344003683461612,0.2344003683461612,0.23409132088672419,,1,0.23409132088672419,0.0016098144266152516,0.0016098144266152516,,,,none (growth relative to R_check)
phase 2b (S3),1.45,18,base,stored,1425,True,1425,1425,0.24694797777832067,0.24694797777832067,0.24693160246424056,,1,0.24693160246424056,0.0006614069828418455,0.0006614069828418455,,,,none (growth relative to R_check)
phase 2b (S3),1.45,19,base,stored,1176,True,1176,1176,0.22962844970405558,0.22962844970405558,0.2296043021048256,,1,0.2296043021048256,0.0007635307265159537,0.0007635307265159537,,,,none (growth relative to R_check)
phase 2b (S3),1.45,20,base,stored,1948,True,1948,1948,0.2592950330614025,0.2592950330614025,0.25925443035267043,,1,0.25925443035267043,0.0005537768357724262,0.0005537768357724262,,,,none (growth relative to R_check)
phase 2b (S3),1.45,21,base,stored,7949,True,7949,7949,0.2537439929438769,0.2537439929438769,0.25358175904087016,,1,0.25358175904087016,0.00134039709578928,0.00134039709578928,,,,none (growth relative to R_check)
phase 2b (S3),1.45,22,base,stored,2107,True,2107,2107,0.23369215540123084,0.23369215540123084,0.23364509499415917,,1,0.23364509499415917,0.0005708480660675596,0.0005708480660675596,,,,none (growth relative to R_check)
phase 2b (S3),1.45,23,base,stored,1933,True,1933,1933,0.2554360899246332,0.2554360899246332,0.2553283162028035,,1,0.2553283162028035,0.0010835561627663148,0.0010835561627663148,,,,none (growth relative to R_check)
phase 2b (S3),1.45,24,base,stored,1907,True,1907,1907,0.25922781251505633,0.25922781251505633,0.2592141041936971,,1,0.2592141041936971,0.000915178704115564,0.000915178704115564,,,,none (growth relative to R_check)
phase 2b (S3),1.45,25,base,stored,2835,True,2835,2835,0.26912889074421104,0.26912889074421104,0.2690815680547451,,1,0.2690815680547451,0.0005472824040609613,0.0005472824040609613,,,,none (growth relative to R_check)
phase 2b (S3),1.45,26,base,stored,2742,True,2742,2742,0.2553086176846591,0.2553086176846591,0.25510761134457055,,1,0.25510761134457055,0.0013372085881392514,0.0013372085881392514,,,,none (growth relative to R_check)
phase 2b (S3),1.45,27,base,stored,1807,True,1807,1807,0.24209404334806012,0.24209404334806012,0.24200258319729911,,1,0.24200258319729911,0.0005480295828312325,0.0005480295828312325,,,,none (growth relative to R_check)
phase 2b (S3),1.45,28,base,stored,1823,True,1823,1823,0.2662728903300355,0.2662728903300355,0.26621748588216027,,1,0.26621748588216027,0.0005989108014084715,0.0005989108014084715,,,,none (growth relative to R_check)
phase 2b (S3),1.45,29,base,stored,6273,True,6273,6273,0.24092630647783733,0.24092630647783733,0.24080328357258163,,1,0.24080328357258163,0.0013019504637389304,0.0013019504637389304,,,,none (growth relative to R_check)
phase 2b (S3),1.45,30,base,stored,1508,True,1508,1508,0.2557546131596809,0.2557546131596809,0.25569433730349445,,1,0.25569433730349445,0.0006212783393315789,0.0006212783393315789,,,,none (growth relative to R_check)
phase 2b (S3),1.45,31,base,stored,1117,True,1117,1117,0.25183228526861395,0.25183228526861395,0.2516809279400415,,1,0.2516809279400415,0.0007583663217506564,0.0007583663217506564,,,,none (growth relative to R_check)
phase 2b (S3),1.45,32,base,stored,1677,True,1677,1677,0.26165897360721097,0.26165897360721097,0.2615583303078218,,1,0.2615583303078218,0.000592853393143826,0.000592853393143826,,,,none (growth relative to R_check)
phase 2b (S3),1.45,33,base,stored,1557,True,1557,1557,0.2519266376628065,0.2519266376628065,0.25173547606632507,,1,0.25173547606632507,0.000837447385084818,0.000837447385084818,,,,none (growth relative to R_check)
phase 2b (S3),1.45,34,base,stored,1384,True,1384,1384,0.21816231749224899,0.21816231749224899,0.2180478850010215,,1,0.2180478850010215,0.000687179612298224,0.000687179612298224,,,,none (growth relative to R_check)
phase 2b (S3),1.45,35,base,stored,2151,True,2151,2151,0.24535331443059497,0.24535331443059497,0.24530077969499192,,1,0.24530077969499192,0.0005298556871302191,0.0005298556871302191,,,,none (growth relative to R_check)
phase 2b (S3),1.45,36,base,stored,1402,True,1402,1402,0.2809884950708505,0.2809884950708505,0.2809183688279523,,1,0.2809183688279523,0.0007260604810520346,0.0007260604810520346,,,,none (growth relative to R_check)
phase 2b (S3),1.45,37,base,stored,2753,True,2753,2753,0.2288207357927248,0.2288207357927248,0.22858427622946925,,1,0.22858427622946925,0.001451950919419005,0.001451950919419005,,,,none (growth relative to R_check)
phase 2b (S3),1.45,38,base,stored,1006,True,1006,1006,0.2702587356951091,0.2702587356951091,0.27012441423702827,,1,0.27012441423702827,0.0007093974827976607,0.0007093974827976607,,,,none (growth relative to R_check)
phase 2b (S3),1.45,39,base,stored,1141,True,1141,1141,0.24597604751793134,0.24597604751793134,0.24591401960420634,,1,0.24591401960420634,0.0007831014523941584,0.0007831014523941584,,,,none (growth relative to R_check)
phase 2b (S3),1.5,0,base,stored,2875,True,2875,2875,0.2284474832788896,0.2284474832788896,0.22842025634754645,0.2115196140279274,1,0.22842025634754645,0.0010792748579548062,0.0010792748579548062,0.0800297850804852,0.07990106448183854,0.07990106448183854,R_own (n = 400)
phase 2b (S3),1.5,1,base,stored,1235,True,1235,1235,0.24413970855042133,0.24413970855042133,0.2441127085240712,0.2284849647002838,1,0.2441127085240712,0.0008094838454674513,0.0008094838454674513,0.06851542231968177,0.0683972525031884,0.0683972525031884,R_own (n = 400)
phase 2b (S3),1.5,2,base,stored,849,True,849,849,0.23306544997683484,0.23306544997683484,0.2329980275941337,0.2186341159227866,1,0.2329980275941337,0.0010685415909510178,0.0010685415909510178,0.06600678029198725,0.0656984003192802,0.0656984003192802,R_own (n = 400)
phase 2b (S3),1.5,3,base,stored,1540,True,1540,1540,0.2717693494344497,0.2717693494344497,0.27176278812770427,0.2585847804093032,1,0.27176278812770427,0.000666503904876698,0.000666503904876698,0.050987413119508274,0.05096203921028186,0.05096203921028186,R_own (n = 400)
phase 2b (S3),1.5,4,base,stored,27652,True,27652,27652,0.2112104852509474,0.2112104852509474,0.2106620222934562,0.1934597246025157,1,0.2106620222934562,0.0029856371406543217,0.0029856371406543217,0.09175429503429,0.08891927105905117,0.08891927105905117,R_own (n = 400)
phase 2b (S3),1.5,5,base,stored,1152,True,1152,1152,0.2484888711865721,0.2484888711865721,0.24840108884412404,0.216445038416676,1,0.24840108884412404,0.0008856720360564049,0.0008856720360564049,0.14804604903074225,0.14764048490651827,0.14764048490651827,R_own (n = 400)
phase 2b (S3),1.5,6,base,stored,4047,True,4047,4047,0.22569699109911676,0.22569699109911676,0.22559559264532128,0.2087832671452893,1,0.22559559264532128,0.0024257454939684915,0.0024257454939684915,0.08101091713474062,0.0805252534358154,0.0805252534358154,R_own (n = 400)
phase 2b (S3),1.5,7,base,stored,848,True,848,848,0.23971464324307412,0.23971464324307412,0.23969396757279407,0.2246540790645904,1,0.23969396757279407,0.0009718956529895348,0.0009718956529895348,0.06703890817915514,0.06694687481672457,0.06694687481672457,R_own (n = 400)
phase 2b (S3),1.5,9,base,stored,1321,True,1321,1321,0.27256446795911793,0.27256446795911793,0.27252049456710953,0.2580375110327756,1,0.27252049456710953,0.0007236707347979891,0.0007236707347979891,0.05629784936383575,0.056127434636797036,0.056127434636797036,R_own (n = 400)
phase 2b (S3),1.5,10,base,stored,942,True,942,942,0.24906710387550043,0.24906710387550043,0.24891164783914396,0.2339576584655601,1,0.24891164783914396,0.0009178969717126363,0.0009178969717126363,0.06458196542501526,0.06391750315703026,0.06391750315703026,R_own (n = 400)
phase 2b (S3),1.5,11,base,stored,2911,True,2911,2911,0.25354971769851425,0.25354971769851425,0.25353605396695666,0.2416194297369469,1,0.25353605396695666,0.0017790819529277509,0.0017790819529277509,0.04937636006572799,0.04931980943330383,0.04931980943330383,R_own (n = 400)
phase 2b (S3),1.5,12,base,stored,873,True,873,873,0.2277467999052032,0.2277467999052032,0.22758545431455313,0.2115196140279274,1,0.22758545431455313,0.0010059740424621416,0.0010059740424621416,0.0767171685323389,0.07595437595921717,0.07595437595921717,R_own (n = 400)
phase 2b (S3),1.5,13,base,stored,3029,True,3029,3029,0.2657476604328578,0.2657476604328578,0.26565311573235967,0.253112086644027,1,0.26565311573235967,0.0010949690425315537,0.0010949690425315537,0.04992086295191922,0.04954733396817268,0.04954733396817268,R_own (n = 400)
phase 2b (S3),1.5,14,base,stored,3095,True,3095,3095,0.22797014708418875,0.22797014708418875,0.2277953578553581,0.2115196140279274,1,0.2277953578553581,0.0014681167506711299,0.0014681167506711299,0.07777308563965768,0.07694673565961474,0.07694673565961474,R_own (n = 400)
phase 2b (S3),1.5,15,base,stored,1747,True,1747,1747,0.23755931175332043,0.23755931175332043,0.23736273299209099,0.2219177321819523,1,0.23736273299209099,0.001114364334946386,0.001114364334946386,0.07048368518178383,0.06959786700359394,0.06959786700359394,R_own (n = 400)
phase 2b (S3),1.5,16,base,stored,3861,True,3861,3861,0.2385945422656625,0.2385945422656625,0.23810848931236564,0.2126141527809826,1,0.23810848931236564,0.0023123430799963764,0.0023123430799963764,0.12219501451271086,0.11990893455547691,0.11990893455547691,R_own (n = 400)
phase 2b (S3),1.5,18,base,stored,1215,True,1215,1215,0.25141497904527194,0.25141497904527194,0.25138354651526,0.2350521972186153,1,0.25138354651526,0.000811113598012261,0.000811113598012261,0.06961339659989685,0.06947967085564133,0.06947967085564133,R_own (n = 400)
phase 2b (S3),1.5,19,base,stored,1002,True,1002,1002,0.23396581046342058,0.23396581046342058,0.23378251839095343,0.220823193428897,1,0.23378251839095343,0.0009231545846556403,0.0009231545846556403,0.0595164703057125,0.058686430355555874,0.058686430355555874,R_own (n = 400)
phase 2b (S3),1.5,20,base,stored,1684,True,1684,1684,0.2634572830058642,0.2634572830058642,0.2633913293950721,0.2498284703848612,1,0.2633913293950721,0.0006579987998654923,0.0006579987998654923,0.054552680084891,0.054288684509484764,0.054288684509484764,R_own (n = 400)
phase 2b (S3),1.5,21,base,stored,7904,True,7904,7904,0.25815721366132016,0.25815721366132016,0.25813347993478586,0.2421666991134745,1,0.25813347993478586,0.0018348826900844689,0.0018348826900844689,0.06603102163255259,0.06593301589261724,0.06593301589261724,R_own (n = 400)
