a,budget,seed,init_distance_step0,distance_step1_recomputed,logged_first_distance,step1_reproduced,min_distance_logged,min_including_step0,min_at_step0
1.4,16000,5,5.909848762926129,5.9232731520842155,5.9232731520842155,True,5.9232731520842155,5.909848762926129,True
1.6,4000,15,5.197815048591261,5.194116323192144,5.194116323192144,True,5.119888819532866,5.119888819532866,False
1.45,2000,24,5.48306317656552,5.465884886223762,5.465884886223762,True,5.017017382407851,5.017017382407851,False
1.3,2000,15,5.137542463082517,5.134614947949181,5.134614947949181,True,5.087462418229574,5.087462418229574,False
1.45,4000,9,5.657088162485361,5.6410283413616025,5.6410283413616025,True,5.531033379784308,5.531033379784308,False
1.6,2000,26,4.848367209032008,4.849811930832871,4.849811930832871,True,4.849811930832871,4.848367209032008,True
1.5,8000,23,5.23599155717676,5.251239732905228,5.251239732905228,True,4.605787734475117,4.605787734475117,False
1.45,32000,21,4.65857633043396,4.666773288844964,4.666773288844964,True,4.666773288844964,4.65857633043396,True
1.5,32000,19,5.649509679765809,5.662461406451332,5.662461406451332,True,5.662461406451332,5.649509679765809,True
1.45,16000,21,4.65857633043396,4.666773288844964,4.666773288844964,True,4.666773288844964,4.65857633043396,True
1.6,4000,23,5.2451533384262,5.260333617052228,5.260333617052228,True,4.596378269554512,4.596378269554512,False
1.3,2000,33,4.859915448844148,4.869447372773807,4.869447372773807,True,4.837920845425631,4.837920845425631,False
1.3,16000,20,5.225932727699516,5.22336472553029,5.22336472553029,True,5.1913006674044215,5.1913006674044215,False
1.45,32000,19,5.644324170977117,5.657315366574905,5.657315366574905,True,5.657315366574905,5.644324170977117,True
1.3,16000,9,5.631975696873825,5.615889256365183,5.615889256365183,True,5.502979379926949,5.502979379926949,False
