a,eps,budget,seed,w2_abs,solved
1.6,0.6000000000000001,4000,24,8.071935970070227,True
1.6,0.6000000000000001,4000,25,5.896597921313693,True
1.6,0.6000000000000001,4000,26,6.639913972868791,True
1.6,0.6000000000000001,4000,27,7.175567212380844,True
1.6,0.6000000000000001,4000,28,7.838580451783387,True
1.6,0.6000000000000001,4000,29,0.39598412616310363,False
1.6,0.6000000000000001,8000,0,12.18507155623041,True
1.6,0.6000000000000001,8000,1,14.84820623215866,True
1.6,0.6000000000000001,8000,2,15.997798578058898,True
1.6,0.6000000000000001,8000,3,14.44808134008237,True
1.6,0.6000000000000001,8000,4,0.6829152281369678,False
1.6,0.6000000000000001,8000,5,15.269419506900343,True
1.6,0.6000000000000001,8000,6,11.391652392187895,True
1.6,0.6000000000000001,8000,7,15.901768040243294,True
1.6,0.6000000000000001,8000,8,0.6487344292439009,False
1.6,0.6000000000000001,8000,9,14.980577929871442,True
1.6,0.6000000000000001,8000,10,15.662291448952555,True
1.6,0.6000000000000001,8000,11,14.176687625402437,True
1.6,0.6000000000000001,8000,12,15.748625167844182,True
1.6,0.6000000000000001,8000,13,13.028378631166177,True
1.6,0.6000000000000001,8000,14,13.034945676521327,True
1.6,0.6000000000000001,8000,15,14.228681490696411,True
1.6,0.6000000000000001,8000,16,11.327533879407726,True
1.6,0.6000000000000001,8000,17,0.9006025571247426,False
1.6,0.6000000000000001,8000,18,15.017748804388335,True
1.6,0.6000000000000001,8000,19,15.719977010710439,True
1.6,0.6000000000000001,8000,20,14.051051990456942,True
1.6,0.6000000000000001,8000,21,3.0360667600689695,False
1.6,0.6000000000000001,8000,22,13.328786676757943,True
1.6,0.6000000000000001,8000,23,15.117117716872386,True
1.6,0.6000000000000001,8000,24,14.82658427821303,True
1.6,0.6000000000000001,8000,25,12.619881690714646,True
1.6,0.6000000000000001,8000,26,14.143827131449983,True
1.6,0.6000000000000001,8000,27,13.887370106951407,True
1.6,0.6000000000000001,8000,28,14.716358690060355,True
1.6,0.6000000000000001,8000,29,7.39361377094909,True
1.6,0.6000000000000001,16000,0,26.485741669215866,True
1.6,0.6000000000000001,16000,1,29.5730083164313,True
1.6,0.6000000000000001,16000,2,30.808446139614944,True
1.6,0.6000000000000001,16000,3,28.912218134140662,True
1.6,0.6000000000000001,16000,4,0.6030467999845761,False
1.6,0.6000000000000001,16000,5,30.476753642447353,True
1.6,0.6000000000000001,16000,6,25.440089962424707,True
1.6,0.6000000000000001,16000,7,30.699262619905827,True
1.6,0.6000000000000001,16000,8,0.7469455470343981,False
1.6,0.6000000000000001,16000,9,29.535524345587397,True
1.6,0.6000000000000001,16000,10,30.076038141212944,True
1.6,0.6000000000000001,16000,11,29.25879741856422,True
1.6,0.6000000000000001,16000,12,30.334429999807703,True
1.6,0.6000000000000001,16000,13,27.854543158004073,True
1.6,0.6000000000000001,16000,14,27.830200039339104,True
1.6,0.6000000000000001,16000,15,28.412625058458737,True
1.6,0.6000000000000001,16000,16,25.777594394225865,True
1.6,0.6000000000000001,16000,17,0.9473985811603184,False
1.6,0.6000000000000001,16000,18,29.897507002028437,True
1.6,0.6000000000000001,16000,19,30.66990425219731,True
1.6,0.6000000000000001,16000,20,28.47140665253185,True
1.6,0.6000000000000001,16000,21,18.914893948818495,True
1.6,0.6000000000000001,16000,22,27.925935973718985,True
1.6,0.6000000000000001,16000,23,29.58416491364985,True
1.6,0.6000000000000001,16000,24,28.648085608787078,True
1.6,0.6000000000000001,16000,25,26.84548222303481,True
1.6,0.6000000000000001,16000,26,29.03779972334747,True
1.6,0.6000000000000001,16000,27,28.808155898668915,True
1.6,0.6000000000000001,16000,28,29.517389212274423,True
1.6,0.6000000000000001,16000,29,21.386860384248283,True
1.6,0.6000000000000001,32000,0,58.97547029888067,True
1.6,0.6000000000000001,32000,1,62.68321723028742,True
1.6,0.6000000000000001,32000,2,63.22890273145195,True
1.6,0.6000000000000001,32000,3,61.395726213277655,True
1.6,0.6000000000000001,32000,4,12.129287240415582,True
1.6,0.6000000000000001,32000,5,63.96399205813599,True
1.6,0.6000000000000001,32000,6,57.673882993633214,True
1.6,0.6000000000000001,32000,7,63.191709283333125,True
1.6,0.6000000000000001,32000,8,0.8333467736275153,False
1.6,0.6000000000000001,32000,9,62.118817616120495,True
1.6,0.6000000000000001,32000,10,62.54471630890071,True
1.6,0.6000000000000001,32000,11,62.1478843678039,True
1.6,0.6000000000000001,32000,12,62.68317038401994,True
1.6,0.6000000000000001,32000,13,60.827198323627925,True
1.6,0.6000000000000001,32000,14,61.06731733425697,True
1.6,0.6000000000000001,32000,15,60.86524114903004,True
1.6,0.6000000000000001,32000,16,58.092075524835224,True
1.6,0.6000000000000001,32000,17,0.8663134531653249,False
1.6,0.6000000000000001,32000,18,63.27255128627247,True
1.6,0.6000000000000001,32000,19,63.05900065573361,True
1.6,0.6000000000000001,32000,20,60.76917254383641,True
1.6,0.6000000000000001,32000,21,51.34504893082801,True
1.6,0.6000000000000001,32000,22,60.98111403125519,True
1.6,0.6000000000000001,32000,23,62.43000140457127,True
1.6,0.6000000000000001,32000,24,59.67680150374035,True
1.6,0.6000000000000001,32000,25,59.63501169900373,True
1.6,0.6000000000000001,32000,26,61.96481950216743,True
1.6,0.6000000000000001,32000,27,62.194051822187625,True
1.6,0.6000000000000001,32000,28,62.62978219051324,True
1.6,0.6000000000000001,32000,29,52.63224189194785,True
