a,seed,point,step,s,branch,dist,soft_component,stiff_component,hess_min,hess_max,sqrt_vhat_w1,sqrt_vhat_b1,sqrt_vhat_w2,sqrt_vhat_b2,log_vhat_ratio_w2_w1,mhat_w2,residual
1.3,300019,primary,8753,3.449270403648266,1,0.009355136231594,0.0077546815203571,0.0052329235069428,1.2688994492713837,1.90217229490192,0.0106664310863421,0.0082233019919533,0.0015876224328992,0.0082075182221252,-3.8097279126706014,-0.0007182322689002,0.03296217135899848
1.3,300020,tstar,7283,0.2454280983647906,1,2.070521141323773,0.8988925823037861,1.865221145641431,0.1096618505916597,0.1948153736660889,0.0006475935187589,0.0006699821949964,0.0015777960601708,0.0007298221838238,1.7810420799158884,0.0002299296119304,0.03096796157273496
1.3,300020,primary,7763,3.546934054226286,1,0.0088441685408861,0.0073518132023551,0.0049163156751042,1.2817975839287234,1.8994834358259545,0.0110939917508428,0.0070090738141138,0.0018653147022698,0.0086207174305519,-3.5659477960789814,-0.0007869678750645,0.03096796157273496
1.3,300021,tstar,3866,0.3738399930698499,1,2.1618488175770745,1.122945633604066,1.8473178973931257,0.1616818057393369,0.2886673106360889,0.0020017881111029,0.011464637685791,0.0099664772028938,0.008059090461142,3.2103726902459044,-0.0002190571417114,0.03108107090731771
1.3,300021,primary,4922,3.447663281394047,1,0.0088525345933981,0.0072203021571443,0.005121972811998,1.2619840857108242,1.853267166374292,0.0042447670491406,0.0101925931264165,0.0067214277297054,0.0119065410092833,0.9192273000325024,0.0019896177644891,0.03108107090731771
1.3,300022,tstar,11,0.058540880328994,1,1.6484336749085533,1.0931763921910167,1.2338147981479028,0.0291394633931829,0.0470978406292144,0.0030164396228679,0.011420410625153,0.141767857224641,0.1223951969337263,7.7002274169864835,0.1248117903554678,-0.0026791417017489882
1.3,300022,primary,1732,3.534582993513684,1,0.0085090799789007,0.007203911237468,0.0045285875248261,1.276778345841522,1.9046259783624733,0.0038354078614741,0.0087465997837456,0.0085102876869118,0.0174041641198743,1.5939999323840266,0.0017567603019272,-0.0026791417017489882
1.3,300023,tstar,246,0.0500489914701218,-1,1.5355664743149833,1.2760513764115449,0.854199790329142,0.0251089318913954,0.0402366612187155,0.00255438890459,0.0393611157219451,0.0780052268632815,0.0878270005623604,6.837925633498808,-0.0067889635186527,0.016031907039153248
1.3,300023,primary,2493,3.4984176398326814,-1,0.0086409289058785,0.0072130521753528,0.0047578914102872,1.2845729140032245,1.9171571913487384,0.0005982270606421,0.008894672427859,0.0130498330601551,0.0207974484372806,6.165120476780764,-0.002230619053841,0.016031907039153248
1.3,300024,tstar,1058,0.582126114821639,1,2.0014073059802837,1.1420228851402054,1.6435981669031203,0.2506321824740379,0.4427987785804151,0.0015898932572227,0.0003768888537446,0.0003472532568305,0.0003411558896644,-3.0427355972525327,-0.000299749252137,0.03401013704686129
1.3,300024,primary,1624,3.4236018280927154,1,0.0096238012831377,0.0078050488140107,0.0056301655524711,1.253057499843666,1.8627343424957885,0.0167046073021675,0.0051240119382754,0.0004790450749835,0.0107819405705294,-7.103290302933886,0.0001652814567136,0.03401013704686129
1.3,300025,tstar,6999,0.2380203763364247,-1,2.004825001556015,0.7968388701581937,1.8396660299818248,0.106833722808013,0.1901557914907824,0.0002642011483619,0.0018156356324729,0.0019128275989706,0.0013477592549187,3.95925421193864,0.0002147567594009,0.03165546905784522
1.3,300025,primary,7526,3.5881025863215417,-1,0.0088515205486231,0.0073649831005213,0.0049098309494048,1.3044892454761148,1.9366825533106864,0.008468590768012,0.0074381884748924,0.0021129380692406,0.0091798205967293,-2.7765693735925683,-0.0008368354465677,0.03165546905784522
1.3,300026,tstar,1,0.3806544468684487,-1,1.743576307030944,1.0543249491263549,1.3886890364978677,0.1634003483762247,0.3007517052461549,0.0541876380422928,0.0997160429268391,0.045999638211677,0.0731196719429278,-0.3276385410723729,-0.045999638211677,0.03108258869408842
1.3,300026,primary,1395,3.563977189623724,-1,0.0088649401437763,0.0073453903652992,0.0049631042840249,1.2895802623990504,1.916877048030072,0.0089047418484675,0.0115760871106782,0.0019526190079401,0.0157349507880863,-3.0348247487467774,0.0004531790596025,0.03108258869408842
1.3,300027,tstar,1,0.4581406030677781,1,1.6475606582845708,1.195755552608368,1.1334128908448786,0.197776217936451,0.3551605026563049,0.0892691577324129,0.2019495170127699,0.1046066862644512,0.1250171323077556,0.3171028434419142,-0.1046066862644512,0.033061139003761175
1.3,300027,primary,1598,3.424499958346585,1,0.0095394081299763,0.0078355728429994,0.0054409655110384,1.2701629971409942,1.8845358441996805,0.0090103117620715,0.0165069137935096,0.0040482672838044,0.017534663109796,-1.6001614287843515,0.0008532036927016,0.033061139003761175
1.3,300029,tstar,6351,0.2398689412611343,-1,2.075871575920046,0.9019450666607932,1.869689251303284,0.1075770362541674,0.1894974060055141,0.0009437132835764,0.0002172639211935,0.0013467549435472,0.0011246676091777,0.7112616745817886,-0.00025803839279,0.03167421093210643
1.3,300029,primary,6883,3.466395941518208,-1,0.0090520536225996,0.0074707128323245,0.0051115677207056,1.2603245007854424,1.858857655221152,0.0127451291375146,0.0041857111694146,0.0015520833490139,0.00967243342668,-4.2111020912043795,0.0005922261529896,0.03167421093210643
1.3,300030,tstar,73,0.1424518882366587,-1,1.9744598403878784,0.7554783908551441,1.8242105312313737,0.0681674058775756,0.113472164537262,0.0029821073507713,0.0637630437272527,0.2260093306605773,0.1539722538269438,8.655892138492488,0.0541363303680871,0.027192558164650382
