seed,s_cross,arm,P1,P4,P3,P2,P5
600040,2.0309686311983324,T2-3,0.44507940623559955,5.0936752167801345,,,0.4581644795089927
600041,1.9357735952096788,T2-3,0.44507940623559955,5.0936752167801345,,,0.4434978989433678
600042,2.2487221998832756,T2-3,0.44507940623559955,5.0936752167801345,,,0.4394720495984852
600043,1.3902551342562668,T2-3,0.44507940623559955,5.0936752167801345,,,0.4775079399459828
600044,2.5181909952838453,T2-3,0.44507940623559955,5.0936752167801345,,,0.4388119081808385
600045,1.5454010316179447,T2-3,0.44507940623559955,5.0936752167801345,,,0.436114411043897
600046,2.0149285010185896,T2-3,0.44507940623559955,5.0936752167801345,,,0.447571548082986
600047,2.2710190228147296,T2-3,0.44507940623559955,5.0936752167801345,,,0.476263450466443
600048,0.8967181273560427,T2-3,0.44507940623559955,5.0936752167801345,,,0.4362648779539058
600049,1.5787908013379135,T2-3,0.44507940623559955,5.0936752167801345,,,0.4503949609423715
600050,0.6705533259881807,T2-3,0.44507940623559955,5.0936752167801345,,,0.4352484254436523
600051,1.8172606854339337,T2-3,0.44507940623559955,5.0936752167801345,,,0.4640300388839698
600052,0.0400083603441107,T2-3,0.44507940623559955,5.0936752167801345,,,
600053,1.2264982752117486,T2-3,0.44507940623559955,5.0936752167801345,,,0.4562628378080087
600054,1.2384172107560645,T2-3,0.44507940623559955,5.0936752167801345,,,0.4379333824398774
600055,1.1582372661241802,T2-3,0.44507940623559955,5.0936752167801345,,,0.4368377648482093
600056,1.496090781504106,T2-3,0.44507940623559955,5.0936752167801345,,,0.4559274675340404
600057,1.7296988616520317,T2-3,0.44507940623559955,5.0936752167801345,,,0.4405810898425563
600058,5.267405840278418,T2-3,0.44507940623559955,5.0936752167801345,,,5.070490083344863
600059,1.437062703497252,T2-3,0.44507940623559955,5.0936752167801345,,,0.4502769456264193
600060,1.311306348640492,T2-3,0.44507940623559955,5.0936752167801345,,,0.4352094126454582
600061,1.7259902597993453,T2-3,0.44507940623559955,5.0936752167801345,,,0.4399259004887754
600062,1.0163477353742711,T2-3,0.44507940623559955,5.0936752167801345,,,0.4472109241768265
600063,1.9456315869556495,T2-3,0.44507940623559955,5.0936752167801345,,,0.4371403904541477
600064,1.0404089693581304,T2-3,0.44507940623559955,5.0936752167801345,,,0.434949766926772
600065,1.2120839585422607,T2-3,0.44507940623559955,5.0936752167801345,,,0.4379136445432698
600066,1.357269729699926,T2-3,0.44507940623559955,5.0936752167801345,,,0.439096921177498
600067,1.1208880843004096,T2-3,0.44507940623559955,5.0936752167801345,,,0.4466787693178348
600068,0.0214923347528785,T2-3,0.44507940623559955,5.0936752167801345,,,
600069,1.8685924286443751,T2-3,0.44507940623559955,5.0936752167801345,,,0.4407500219022338
600070,2.440338928499594,T2-3,0.44507940623559955,5.0936752167801345,,,0.4724091055394442
600071,0.7915696844392857,T2-3,0.44507940623559955,5.0936752167801345,,,0.4360397154979255
600072,1.14961853591368,T2-3,0.44507940623559955,5.0936752167801345,,,0.4412947959768878
600073,6.181853103185806,T2-3,0.44507940623559955,5.0936752167801345,,,5.081690698175503
600074,1.5038520744064896,T2-3,0.44507940623559955,5.0936752167801345,,,0.4576401079054764
600075,0.795884990466621,T2-3,0.44507940623559955,5.0936752167801345,,,0.4380305918266655
600076,1.3215182967128765,T2-3,0.44507940623559955,5.0936752167801345,,,0.4377024537942588
600077,1.0606867952424983,T2-3,0.44507940623559955,5.0936752167801345,,,0.4347458599135878
600078,0.8648709773855714,T2-3,0.44507940623559955,5.0936752167801345,,,0.4363164139638777
600079,0.8588112053325835,T2-3,0.44507940623559955,5.0936752167801345,,,0.4402313646246273
600160,0.0415692255842867,T2-3b,0.44507940623559955,5.0936752167801345,5.327978945865642,0.4293510210083481,
600161,0.1122996514030539,T2-3b,0.44507940623559955,5.0936752167801345,3.7180266639144746,0.1018151721718182,0.2127079128582234
600162,5.15325356884431,T2-3b,0.44507940623559955,5.0936752167801345,5.139696800771513,0.3219678444251379,5.209735654075702
600163,0.1204182135229419,T2-3b,0.44507940623559955,5.0936752167801345,4.958068241684655,0.2329096592460545,0.2299374509078509
600164,5.257174772784545,T2-3b,0.44507940623559955,5.0936752167801345,5.327978945865642,0.4782858141653791,5.366233548228777
600165,0.2910072220902984,T2-3b,0.44507940623559955,5.0936752167801345,4.958068241684655,0.3586637624484769,0.3511124133779435
600166,4.613651768141374,T2-3b,0.44507940623559955,5.0936752167801345,4.613839682733214,0.4782858141653791,4.642154210886747
600167,5.265410377284756,T2-3b,0.44507940623559955,5.0936752167801345,5.327978945865642,0.5327978945865641,5.30044941409425
600168,4.7753175677747866,T2-3b,0.44507940623559955,5.0936752167801345,4.782858141653791,0.3105900223624705,4.771483054268738
600169,5.052387412316213,T2-3b,0.44507940623559955,5.0936752167801345,5.139696800771513,0.5139696800771514,5.12781917756354
600170,0.0606801106344106,T2-3b,0.44507940623559955,5.0936752167801345,,,
600171,4.760386502319701,T2-3b,0.44507940623559955,5.0936752167801345,,,4.759576079659543
600172,0.075556671930853,T2-3b,0.44507940623559955,5.0936752167801345,,,
600173,4.7487176134726,T2-3b,0.44507940623559955,5.0936752167801345,,,4.81430393110104
600174,0.0565105040881846,T2-3b,0.44507940623559955,5.0936752167801345,,,
600175,5.311206841313046,T2-3b,0.44507940623559955,5.0936752167801345,,,5.3373796718246735
600177,4.364535474089632,T2-3b,0.44507940623559955,5.0936752167801345,,,4.382701073743799
600178,4.562971472993766,T2-3b,0.44507940623559955,5.0936752167801345,,,4.601423682528658
600180,4.870501156541737,T2-3b,0.44507940623559955,5.0936752167801345,,,4.847212781774123
600182,0.0752548538627106,T2-3b,0.44507940623559955,5.0936752167801345,,,
600183,0.0548615006195008,T2-3b,0.44507940623559955,5.0936752167801345,,,0.1172363438399052
600184,4.9872955525136256,T2-3b,0.44507940623559955,5.0936752167801345,,,5.006801285763989
600185,5.059656443252074,T2-3b,0.44507940623559955,5.0936752167801345,,,5.133733348495686
600186,0.0522157075560549,T2-3b,0.44507940623559955,5.0936752167801345,,,
600187,5.183626078743974,T2-3b,0.44507940623559955,5.0936752167801345,,,5.163829904850328
600188,0.0496306956943865,T2-3b,0.44507940623559955,5.0936752167801345,,,
600189,4.816352301763686,T2-3b,0.44507940623559955,5.0936752167801345,,,4.869067848084018
600191,5.240017850461566,T2-3b,0.44507940623559955,5.0936752167801345,,,5.279945463863498
600194,0.0428345340046624,T2-3b,0.44507940623559955,5.0936752167801345,,,
600195,4.768920846213234,T2-3b,0.44507940623559955,5.0936752167801345,,,4.766382827311859
600196,5.183361294350288,T2-3b,0.44507940623559955,5.0936752167801345,,,5.163618936740299
600197,0.0590458350205352,T2-3b,0.44507940623559955,5.0936752167801345,,,
600198,0.1314958756745967,T2-3b,0.44507940623559955,5.0936752167801345,,,0.3300041768474626
600199,5.165682449101135,T2-3b,0.44507940623559955,5.0936752167801345,,,5.219807420417666
600200,0.0530294659185401,T2-3b,0.44507940623559955,5.0936752167801345,,,
600201,0.0846367582753451,T2-3b,0.44507940623559955,5.0936752167801345,,,
600202,0.0709855025727232,T2-3b,0.44507940623559955,5.0936752167801345,,,
600203,5.079103605760624,T2-3b,0.44507940623559955,5.0936752167801345,,,5.080382141317433
600205,0.0506622588378549,T2-3b,0.44507940623559955,5.0936752167801345,,,
600206,5.452579516738982,T2-3b,0.44507940623559955,5.0936752167801345,,,5.525964122407079
600207,5.324148324159266,T2-3b,0.44507940623559955,5.0936752167801345,,,5.347804221933481
600208,4.846931590081352,T2-3b,0.44507940623559955,5.0936752167801345,,,4.893777322306555
600209,5.404704017193453,T2-3b,0.44507940623559955,5.0936752167801345,,,5.486934472598947
600210,0.107772376688617,T2-3b,0.44507940623559955,5.0936752167801345,,,
600211,4.537687682342198,T2-3b,0.44507940623559955,5.0936752167801345,,,4.581069556473436
600212,4.931881957795396,T2-3b,0.44507940623559955,5.0936752167801345,,,4.962258187510475
600213,4.798977897119064,T2-3b,0.44507940623559955,5.0936752167801345,,,4.790335899286384
600214,0.0411913858709668,T2-3b,0.44507940623559955,5.0936752167801345,,,
600215,0.3130741107844929,T2-3b,0.44507940623559955,5.0936752167801345,,,0.3196416189857862
600216,0.2942821010130703,T2-3b,0.44507940623559955,5.0936752167801345,,,0.3320625447555559
600217,5.113503151359989,T2-3b,0.44507940623559955,5.0936752167801345,,,5.177491423015125
600218,0.0183743625729217,T2-3b,0.44507940623559955,5.0936752167801345,,,
600219,0.136878164781057,T2-3b,0.44507940623559955,5.0936752167801345,,,0.0670437061437608
600220,5.085482334026377,T2-3b,0.44507940623559955,5.0936752167801345,,,5.085484521137229
600221,0.0683305605342925,T2-3b,0.44507940623559955,5.0936752167801345,,,
600222,5.133683587323649,T2-3b,0.44507940623559955,5.0936752167801345,,,5.193867314471461
600223,5.1518955402212665,T2-3b,0.44507940623559955,5.0936752167801345,,,5.208634881390934
600224,0.0257221936758641,T2-3b,0.44507940623559955,5.0936752167801345,,,
600226,4.747643597641927,T2-3b,0.44507940623559955,5.0936752167801345,,,4.749408110829056
600227,0.0521212098965106,T2-3b,0.44507940623559955,5.0936752167801345,,,
600229,4.821282145174299,T2-3b,0.44507940623559955,5.0936752167801345,,,4.87305350735911
600230,4.397171064974463,T2-3b,0.44507940623559955,5.0936752167801345,,,4.4675276027258635
600231,0.073654568302234,T2-3b,0.44507940623559955,5.0936752167801345,,,
600232,0.2664512815692055,T2-3b,0.44507940623559955,5.0936752167801345,,,0.3351168872805552
600233,0.0439060697649358,T2-3b,0.44507940623559955,5.0936752167801345,,,
600234,4.702170583346891,T2-3b,0.44507940623559955,5.0936752167801345,,,4.713078639555613
600235,4.667735583895707,T2-3b,0.44507940623559955,5.0936752167801345,,,4.685520444266766
600236,4.646053877104039,T2-3b,0.44507940623559955,5.0936752167801345,,,4.668147581552102
600237,4.511062850243837,T2-3b,0.44507940623559955,5.0936752167801345,,,4.499411463705967
600238,0.0944988425155517,T2-3b,0.44507940623559955,5.0936752167801345,,,
600239,4.949029163170845,T2-3b,0.44507940623559955,5.0936752167801345,,,5.043541722176646
600320,0.0992003068121649,T2-3c,0.44507940623559955,5.0936752167801345,4.782858141653791,0.3337624694292039,0.3350266537213084
600321,5.35794686815714,T2-3c,0.44507940623559955,5.0936752167801345,5.327978945865642,0.6853895838650083,5.3287744672058235
600322,4.327998937368616,T2-3c,0.44507940623559955,5.0936752167801345,4.293510210083482,0.3995420558949886,4.305331740078456
600323,0.0276793204013252,T2-3c,0.44507940623559955,5.0936752167801345,4.958068241684655,0.4293510210083481,
600324,0.0405741457413806,T2-3c,0.44507940623559955,5.0936752167801345,5.139696800771513,0.5725487884358379,
600325,4.916388165385319,T2-3c,0.44507940623559955,5.0936752167801345,4.958068241684655,0.3854228868623107,4.9497859296460005
600326,5.08829140632833,T2-3c,0.44507940623559955,5.0936752167801345,5.139696800771513,0.4782858141653791,5.06084240197099
600327,0.2624379725137,T2-3c,0.44507940623559955,5.0936752167801345,4.782858141653791,0.2594552721404015,0.2611217734465501
600328,4.838219843872247,T2-3c,0.44507940623559955,5.0936752167801345,4.782858141653791,0.2329096592460545,4.821563019939804
600329,5.576176480017663,T2-3c,0.44507940623559955,5.0936752167801345,5.523158417307099,0.4782858141653791,5.549832800338887
600330,0.0557558006312018,T2-3c,0.44507940623559955,5.0936752167801345,,,
600331,4.633986629145405,T2-3c,0.44507940623559955,5.0936752167801345,,,4.658471382631213
600332,5.261191910124441,T2-3c,0.44507940623559955,5.0936752167801345,,,5.2326394306629584
600333,5.628620960042989,T2-3c,0.44507940623559955,5.0936752167801345,,,5.59770540468446
600334,0.1540189023473133,T2-3c,0.44507940623559955,5.0936752167801345,,,0.3487405824829273
600335,0.0395547710756399,T2-3c,0.44507940623559955,5.0936752167801345,,,
600336,0.4867612443284457,T2-3c,0.44507940623559955,5.0936752167801345,,,0.5230018318078399
600337,5.482567978408317,T2-3c,0.44507940623559955,5.0936752167801345,,,5.550377403138151
600338,0.0556110575927856,T2-3c,0.44507940623559955,5.0936752167801345,,,
600339,0.0488004058495805,T2-3c,0.44507940623559955,5.0936752167801345,,,
600340,5.326721882752244,T2-3c,0.44507940623559955,5.0936752167801345,,,5.297749731074832
600341,5.929484800664582,T2-3c,0.44507940623559955,5.0936752167801345,,,5.896616866931488
600342,0.2568873658977418,T2-3c,0.44507940623559955,5.0936752167801345,,,0.2756965758045012
600343,5.321098758846379,T2-3c,0.44507940623559955,5.0936752167801345,,,5.345348206139402
600344,0.0534211813700569,T2-3c,0.44507940623559955,5.0936752167801345,,,
600345,0.0799436851736337,T2-3c,0.44507940623559955,5.0936752167801345,,,
600346,6.063709039016691,T2-3c,0.44507940623559955,5.0936752167801345,,,6.102549797761896
600347,5.075169258794138,T2-3c,0.44507940623559955,5.0936752167801345,,,5.146349133091656
600348,0.145668449816562,T2-3c,0.44507940623559955,5.0936752167801345,,,0.3373131338950721
600349,6.399236486505753,T2-3c,0.44507940623559955,5.0936752167801345,,,6.553797143287922
600350,4.974727323611035,T2-3c,0.44507940623559955,5.0936752167801345,,,4.996707294506248
600351,0.0217950658918352,T2-3c,0.44507940623559955,5.0936752167801345,,,
600352,0.0634927179821353,T2-3c,0.44507940623559955,5.0936752167801345,,,
600353,5.227076668038994,T2-3c,0.44507940623559955,5.0936752167801345,,,5.269488147755523
600354,5.5140713774824865,T2-3c,0.44507940623559955,5.0936752167801345,,,5.575995764857323
600355,0.2860018004152949,T2-3c,0.44507940623559955,5.0936752167801345,,,0.2961317894734816
600356,5.482545461069632,T2-3c,0.44507940623559955,5.0936752167801345,,,5.55035908186697
600357,4.74125650120086,T2-3c,0.44507940623559955,5.0936752167801345,,,4.716004910422837
600358,0.4239218113757238,T2-3c,0.44507940623559955,5.0936752167801345,,,0.4017655294584137
600359,0.3527375224117354,T2-3c,0.44507940623559955,5.0936752167801345,,,0.4088599838149662
600360,4.938827512072528,T2-3c,0.44507940623559955,5.0936752167801345,,,4.912327819215335
600361,4.691173279962456,T2-3c,0.44507940623559955,5.0936752167801345,,,4.666236820118179
600362,4.71677421996041,T2-3c,0.44507940623559955,5.0936752167801345,,,4.691676739747636
600363,0.0582996297470655,T2-3c,0.44507940623559955,5.0936752167801345,,,
600364,0.1504723142678534,T2-3c,0.44507940623559955,5.0936752167801345,,,0.530457847026053
600365,0.0812027972553152,T2-3c,0.44507940623559955,5.0936752167801345,,,
600366,5.385213231715651,T2-3c,0.44507940623559955,5.0936752167801345,,,5.396925368448138
600367,4.988876363690627,T2-3c,0.44507940623559955,5.0936752167801345,,,4.9620592706914275
600368,5.244799490384885,T2-3c,0.44507940623559955,5.0936752167801345,,,5.212512530302064
600369,0.1074018091677164,T2-3c,0.44507940623559955,5.0936752167801345,,,0.3525472611472536
600370,0.0558055536148202,T2-3c,0.44507940623559955,5.0936752167801345,,,
600371,0.1093910352213224,T2-3c,0.44507940623559955,5.0936752167801345,,,0.1916390008812364
600372,4.739029997999607,T2-3c,0.44507940623559955,5.0936752167801345,,,4.8064471121615755
600373,6.081896173372053,T2-3c,0.44507940623559955,5.0936752167801345,,,6.048033504327762
600374,4.92763252729053,T2-3c,0.44507940623559955,5.0936752167801345,,,4.958838244826815
600375,5.0922583672658455,T2-3c,0.44507940623559955,5.0936752167801345,,,5.064784108382007
600376,0.0993367525443614,T2-3c,0.44507940623559955,5.0936752167801345,,,
600377,0.1045325514967517,T2-3c,0.44507940623559955,5.0936752167801345,,,0.3239131069726878
600378,4.889488313019301,T2-3c,0.44507940623559955,5.0936752167801345,,,4.863301038100897
600379,5.112658238722181,T2-3c,0.44507940623559955,5.0936752167801345,,,5.085054062560089
600380,4.935144139296582,T2-3c,0.44507940623559955,5.0936752167801345,,,4.908667786294979
600381,4.156087841254086,T2-3c,0.44507940623559955,5.0936752167801345,,,4.134484645014234
600382,5.229609808004751,T2-3c,0.44507940623559955,5.0936752167801345,,,5.271535493032936
600383,4.887783064635652,T2-3c,0.44507940623559955,5.0936752167801345,,,4.9267385726598665
600384,0.4498244075316219,T2-3c,0.44507940623559955,5.0936752167801345,,,0.4056504473741202
600385,5.25000493689808,T2-3c,0.44507940623559955,5.0936752167801345,,,5.221524023062208
600386,5.061180264953076,T2-3c,0.44507940623559955,5.0936752167801345,,,5.134972934515979
600387,0.0928133643242277,T2-3c,0.44507940623559955,5.0936752167801345,,,
600388,5.904406362917024,T2-3c,0.44507940623559955,5.0936752167801345,,,5.9730500244725375
600389,5.19947050398244,T2-3c,0.44507940623559955,5.0936752167801345,,,5.2471633979959
600390,0.0270798478500075,T2-3c,0.44507940623559955,5.0936752167801345,,,
600391,5.791653238945926,T2-3c,0.44507940623559955,5.0936752167801345,,,5.800503919750938
600392,5.283601314640768,T2-3c,0.44507940623559955,5.0936752167801345,,,5.254905407718156
600393,0.058291825616269,T2-3c,0.44507940623559955,5.0936752167801345,,,
600394,5.346636499462065,T2-3c,0.44507940623559955,5.0936752167801345,,,5.365906832769001
600395,5.827825107382849,T2-3c,0.44507940623559955,5.0936752167801345,,,5.910554888051038
600396,0.0695003458185193,T2-3c,0.44507940623559955,5.0936752167801345,,,
600397,0.0451877443153826,T2-3c,0.44507940623559955,5.0936752167801345,,,
600398,0.1541421057559635,T2-3c,0.44507940623559955,5.0936752167801345,,,0.3352304447451191
600399,4.978438437626268,T2-3c,0.44507940623559955,5.0936752167801345,,,4.951687580309678
