test,a,seed,arm,cross_step,reproduced,growth,relax,ratio,branch_converged,residual
lag2-tstar,1.5,300023,2.0,1654,True,0.0006720172993201,0.0427813986385971,0.0157081657146638,True,0.0526812774533673
4b,1.5,300048,control,1654,True,0.0006282860297307,0.0400818124788324,0.0156750902934481,True,0.0665292528460907
lag2-tstar,1.5,300048,2.0,1654,True,0.0006282895203693,0.0400470692410614,0.0156887765391105,True,0.066290657273935
lag1,1.5,300048,0.5,1655,True,0.0006286512119323,0.040778433577844,0.0154162668051551,True,0.0652611799810962
lag2-tstar,1.5,300048,0.5,1655,True,0.0006283824298589,0.0404364404833763,0.0155400035796243,True,0.0655161638657011
lag2-tstar,1.5,300030,2.0,1670,True,0.0006330049243417,0.0449441791873614,0.0140842470768654,True,0.0610377484787809
lag1,1.5,300008,1.0,1671,True,0.0006544244465961,0.0442975308502133,0.0147733842955951,True,0.0654391725789713
4b,1.5,300008,control,1671,True,0.0006544244465961,0.0442975308502133,0.0147733842955951,True,0.0654391725789713
lag2-tstar,1.5,300008,1.0,1671,True,0.0006544244465961,0.0442975308502133,0.0147733842955951,True,0.0654391725789713
lag1,1.5,300023,1.0,1676,True,0.0006679065041905,0.0439008685584997,0.0152139701587129,True,0.0504393193005467
lag2-tstar,1.5,300023,1.0,1676,True,0.0006679065041905,0.0439008685584997,0.0152139701587129,True,0.0504393193005467
4b,1.5,300023,control,1676,True,0.0006679065041905,0.0439008685584997,0.0152139701587129,True,0.0504393193005467
lag1,1.5,300013,2.0,1678,True,0.0006537781232273,0.0414036933205655,0.0157903334411618,True,0.0412473590525803
lag1,1.5,300003,1.0,1683,True,0.0007663600904661,0.0563489364599842,0.013600258294323,True,0.1106605660393129
lag2-tstar,1.5,300003,1.0,1683,True,0.0007663600904661,0.0563489364599842,0.013600258294323,True,0.1106605660393129
4b,1.5,300003,control,1683,True,0.0007663600904661,0.0563489364599842,0.013600258294323,True,0.1106605660393129
lag2-tstar,1.5,300031,0.5,1685,True,0.0006169703792492,0.0539301343661663,0.0114401787887316,True,0.0485632416968626
lag1,1.5,300031,0.5,1690,True,0.000615482699085,0.0538417357037272,0.0114313309376169,True,0.0484801909468732
lag2-tstar,1.5,300024,0.5,1694,True,0.0022921259795949,0.1427243481939621,0.016059810457007,True,0.0583824547613813
4b,1.3,300000,reset,1695,True,0.0006293144757229,0.1468700929427057,0.0042848374581504,True,-0.0286386470864311
4b,1.5,300011,reset,1697,True,0.0011675903618625,0.0693595514343003,0.0168338799446896,True,0.068484169345889
lag2-tstar,1.5,300032,0.25,1690,True,0.000633914564054,0.2597302504613549,0.0024406651244051,True,0.0001683185080305
lag1,1.5,300049,0.25,1700,True,0.0006160050745034,0.0618724517122531,0.0099560476020623,True,-0.0275115325225672
lag1,1.5,300030,1.0,1708,True,0.0006268257891395,0.0468386639219373,0.0133826573316496,True,0.057729048281566
lag2-tstar,1.5,300030,1.0,1708,True,0.0006268257891395,0.0468386639219373,0.0133826573316496,True,0.057729048281566
4b,1.5,300030,control,1708,True,0.0006268257891395,0.0468386639219373,0.0133826573316496,True,0.057729048281566
lag2-tstar,1.3,300002,0.5,1710,True,0.0006059591353964,0.5666663328213766,0.0010693402806894,True,0.00771119744702
lag1,1.5,300024,1.0,1711,True,0.0020525112097102,0.105269600980169,0.0194976630537138,True,0.0730673820790874
lag2-tstar,1.5,300024,1.0,1711,True,0.0020525112097102,0.105269600980169,0.0194976630537138,True,0.0730673820790874
lag2-tstar,1.5,300024,2.0,1711,True,0.0020430594406378,0.1048184471618747,0.0194914110631947,True,0.0721880088966941
4b,1.5,300024,control,1711,True,0.0020525112097102,0.105269600980169,0.0194976630537138,True,0.0730673820790874
lag1,1.5,300009,1.0,1719,True,0.0006573217742968,0.048399445403728,0.0135811840159269,True,0.0586983259454398
lag2-tstar,1.5,300009,1.0,1719,True,0.0006573217742968,0.048399445403728,0.0135811840159269,True,0.0586983259454398
4b,1.5,300009,control,1719,True,0.0006573217742968,0.048399445403728,0.0135811840159269,True,0.0586983259454398
lag1,1.5,300003,0.5,1720,True,0.0007537517585895,0.0634317958094103,0.0118828696077644,True,0.0516633444562695
lag2-tstar,1.5,300011,2.0,1722,True,0.0010419875178463,0.0637999371449009,0.0163321088464373,True,0.066329228958359
lag1,1.5,300011,1.0,1730,True,0.0010235720062759,0.0658720932405842,0.0155387806265331,True,0.0630199544813665
lag2-tstar,1.5,300023,0.5,1730,True,0.0006547485979013,0.046659585141656,0.0140324564805624,True,0.0445561670731569
lag2-tstar,1.5,300011,1.0,1730,True,0.0010235720062759,0.0658720932405842,0.0155387806265331,True,0.0630199544813665
4b,1.5,300011,control,1730,True,0.0010235720062759,0.0658720932405842,0.0155387806265331,True,0.0630199544813665
lag2-tstar,1.5,300034,0.25,1732,True,0.0006018689876524,0.1106253579147551,0.0054406060147276,True,0.0808446988195774
4b,1.5,300011,teleport,1701,True,0.0010753145682081,0.0682834304856296,0.0157478111536064,True,0.0639852176800699
lag2-tstar,1.5,300008,0.5,1734,True,0.000640446075385,0.0472139453839327,0.0135647650323878,True,0.0598132598321257
lag1,1.5,300034,0.25,1737,True,0.0006015358971436,0.1107684665275486,0.0054305698724652,True,0.0807964956493629
lag1,1.3,300002,0.5,1738,True,0.0006078330803338,0.7804835664225631,0.0007787903634152,True,0.0054916122044368
lag1,1.5,300021,2.0,1739,True,0.00066708750402,0.0431898656265186,0.0154454637527392,True,0.0671668574992283
4b,1.3,300000,teleport,1739,True,0.0005601832377554,0.1349172359887418,0.0041520509492369,True,-0.0291066283932148
lag2-tstar,1.5,300048,0.25,1775,True,0.0005918905915265,0.048914476923137,0.0121005196980164,True,0.0501436658550706
lag2-tstar,1.5,300011,0.5,1775,True,0.0009772473730244,0.0720452106940359,0.0135643627606929,True,0.054971338463537
4b,1.3,300033,reset,1777,True,0.0006181990074702,0.1471795673927411,0.004200304556003,True,-0.0104177161294859
lag1,1.3,300000,0.5,1780,True,0.0005491893407015,0.1925850988868399,0.0028516709957102,True,-0.0388075041434928
lag2-tstar,1.5,300003,0.5,1787,True,0.0007271975411221,0.0637551057267822,0.0114061067397253,True,0.1005662693925939
lag1,1.3,300000,1.0,1799,True,0.000516860360511,0.1261387224413018,0.00409755506087,True,-0.0295504414487894
lag2-tstar,1.3,300000,1.0,1799,True,0.000516860360511,0.1261387224413018,0.00409755506087,True,-0.0295504414487894
lag2-tstar,1.5,300030,0.5,1799,True,0.0006078940319154,0.051587086022573,0.0117838412437065,True,0.0502631519639724
4b,1.3,300000,control,1799,True,0.000516860360511,0.1261387224413018,0.00409755506087,True,-0.0295504414487894
4b,1.5,300024,teleport,1737,True,0.0016854124324387,0.0932923657255533,0.0180659201782582,True,0.0698639678601302
lag2-tstar,1.5,300040,0.25,1805,True,0.0006056288932509,0.0812503164790684,0.0074538650370297,True,0.0648367874304212
lag2-tstar,1.3,300000,2.0,1810,True,0.0005101618666981,0.120417466816293,0.0042366101877602,True,-0.0283852409830166
lag2-tstar,1.5,300045,2.0,1814,True,0.0014866978793024,0.0912259322051978,0.0162968779092147,True,0.0636228469627491
lag1,1.5,300048,0.25,1811,True,0.0005826057296435,0.0524126630355177,0.0111157437134755,True,0.0453858560600175
lag1,1.5,300008,0.5,1817,True,0.0006727558177084,0.04967136449123,0.0135441380481356,True,0.0595892674840312
lag2-tstar,1.3,300000,0.5,1820,True,0.000532896125058,0.1651801872873184,0.0032261503864934,True,-0.0363517175189124
4b,1.3,300033,teleport,1814,True,0.0005618049645222,0.145586075028197,0.0038589196419608,True,-0.0131545931023407
lag2-tstar,1.5,300047,0.25,1832,True,0.0006402642121421,0.0939929753707919,0.0068118304545242,True,0.0282869128570959
lag1,1.5,300037,0.5,1837,True,0.0014903459823911,0.0896987878689801,0.0166150069337392,True,0.0643765921471852
lag1,1.5,300045,1.0,1838,True,0.0014942851627547,0.1022157463435603,0.0146189331507916,True,0.0580464540024296
lag2-tstar,1.5,300045,1.0,1838,True,0.0014942851627547,0.1022157463435603,0.0146189331507916,True,0.0580464540024296
4b,1.5,300045,control,1838,True,0.0014942851627547,0.1022157463435603,0.0146189331507916,True,0.0580464540024296
4b,1.5,300001,teleport,1832,True,0.0006995786058569,0.0500933482607952,0.0139654990162528,True,0.1317331510118768
4b,1.5,300024,reset,1846,True,0.0011616720852285,0.068708815150508,0.0169071767965133,True,0.0696575282712688
lag2-tstar,1.5,300024,0.25,1849,True,0.0013801070273333,0.7246534947512402,0.0019045061361459,True,0.006283017813222
4b,1.5,300045,teleport,1842,True,0.001430072346258,0.0963205334967843,0.0148470143835509,True,0.0589739537403051
lag1,1.3,300000,2.0,1871,True,0.0005020507795653,0.1180188895068952,0.0042539866428419,True,-0.0284797527385956
4b,1.3,300038,reset,1873,True,0.0005994023032301,0.1443812295237306,0.0041515251338932,True,0.0327998942559786
lag1,1.5,300016,0.5,1874,True,0.0006110199383484,0.0465320960499942,0.0131311501139336,True,0.0155340745782259
lag1,1.3,300033,1.0,1884,True,0.0005125628836431,0.1365212443630091,0.0037544551108853,True,-0.0137035368153776
4b,1.3,300033,control,1884,True,0.0005125628836431,0.1365212443630091,0.0037544551108853,True,-0.0137035368153776
lag2-tstar,1.3,300033,1.0,1884,True,0.0005125628836431,0.1365212443630091,0.0037544551108853,True,-0.0137035368153776
lag2-tstar,1.5,300009,0.5,1895,True,0.0006658578707514,0.055345139092949,0.0120310090762116,True,0.0515444278143293
lag2-tstar,1.5,300035,0.25,1903,True,0.0005768285386607,0.1085900134291234,0.0053119851489586,True,0.0229292960703659
lag1,1.5,300036,2.0,1907,True,0.0009600223761314,0.0598176467053252,0.0160491498580792,True,0.0690146331134184
lag1,1.3,300033,2.0,1911,True,0.0004974385105166,0.1220255637346039,0.0040765106531162,True,-0.0111699381927613
lag2-tstar,1.5,300045,0.5,1914,True,0.0013628217803444,0.1288607738865155,0.0105759242261311,True,0.0417498406626319
lag2-tstar,1.3,300033,2.0,1918,True,0.0004967072112429,0.1220151479000353,0.0040708651326624,True,-0.0108865365674188
4b,1.5,300045,reset,1919,True,0.0011357440705323,0.0694271557193251,0.0163587872607641,True,0.0687428992750514
lag1,1.3,300024,0.5,1921,True,0.0006011831258745,0.1576316503826279,0.0038138478180953,True,0.0298169015489662
4b,1.3,300038,teleport,1918,True,0.0005434267564913,0.1414970065615652,0.0038405530243843,True,0.0306482353732733
lag2-tstar,1.5,300023,0.25,1924,True,0.0005900222187877,0.0563593691331904,0.0104689287311462,True,0.0287822697177555
lag1,1.5,300001,2.0,1933,True,0.0005770966527242,0.0397106444094327,0.0145325431331249,True,0.1359352385506784
lag2-tstar,1.5,300001,2.0,1934,True,0.0005769605111756,0.0397049691442467,0.0145311915261683,True,0.1355632915587201
lag2-tstar,1.5,300008,0.25,1944,True,0.0005754609072151,0.0576354132430325,0.0099845021460773,True,0.0433913665320011
4b,1.3,300026,reset,1944,True,0.0005867373550643,0.1468563102886561,0.0039953159241919,True,0.0308078017925723
lag2-tstar,1.5,300011,0.25,1981,True,0.000779120115298,0.0955833353058271,0.0081512128950632,True,0.0324841665643724
4b,1.3,300032,reset,1984,True,0.0006068116349162,0.1446043092996637,0.0041963592776394,True,0.0210046625213518
lag1,1.5,300008,0.25,1994,True,0.000605292606048,0.0607000659307973,0.0099718607676327,True,0.0431227695186382
lag2-tstar,1.5,300005,0.5,1999,True,0.0011212574382478,0.0824213819691041,0.0136039630913749,True,0.0574355381134377
lag1,1.3,300038,1.0,2009,True,0.0004907556225815,0.1313998427642986,0.0037348265588251,True,0.0297508480949983
lag2-tstar,1.3,300038,1.0,2009,True,0.0004907556225815,0.1313998427642986,0.0037348265588251,True,0.0297508480949983
4b,1.3,300038,control,2009,True,0.0004907556225815,0.1313998427642986,0.0037348265588251,True,0.0297508480949983
lag1,1.5,300005,0.5,2013,True,0.0011292477657321,0.0830030956557072,0.0136048873456027,True,0.0568890175390277
lag2-tstar,1.3,300038,2.0,2017,True,0.0004807912798817,0.1202171719599519,0.003999356098993,True,0.0319003845746084
4b,1.3,300032,teleport,2006,True,0.0005743745106903,0.1702830703530096,0.0033730570484757,True,0.0150393869208886
lag1,1.5,300001,1.0,2028,True,0.000562144816187,0.0411922302470368,0.0136468652659935,True,0.1311589968403275
lag2-tstar,1.5,300001,1.0,2028,True,0.000562144816187,0.0411922302470368,0.0136468652659935,True,0.1311589968403275
4b,1.5,300001,control,2028,True,0.000562144816187,0.0411922302470368,0.0136468652659935,True,0.1311589968403275
lag2-tstar,1.3,300041,2.0,2031,True,0.0005095819989399,0.1344008541442543,0.0037915086342604,True,0.0290451033710068
lag1,1.3,300041,2.0,2033,True,0.0005087451905065,0.1340733622541582,0.0037945284727191,True,0.0293108518770384
lag1,1.3,300038,2.0,2043,True,0.0004758194343982,0.1180171119170382,0.0040317834140254,True,0.0324315201181757
lag1,1.5,300017,0.25,2048,True,0.0009667036267808,0.1065947897149268,0.0090689575856955,True,0.0356122338667321
4b,1.3,300026,teleport,2017,True,0.0005087802943272,0.1275887844214058,0.0039876568824958,True,0.0305381292411217
lag2-tstar,1.3,300032,2.0,2058,True,0.0004982593831056,0.1321373554003765,0.0037707685430507,True,0.0182195490560885
lag2-tstar,1.3,300033,0.5,2077,True,0.0005020630959334,0.1779440522813278,0.0028214660141589,True,-0.0205106768978854
lag1,1.3,300026,0.5,2078,True,0.0004678239797811,0.1213461224748132,0.0038552857746095,True,0.0297734850242818
lag2-tstar,1.5,300031,0.25,2082,True,0.0005039329076315,0.0640687439318383,0.0078655031565419,True,0.0323558848088778
lag2-tstar,1.3,300026,0.5,2085,True,0.0004667964699518,0.1207508523629965,0.0038657819867689,True,0.0300375793581191
lag2-tstar,1.5,300030,0.25,2087,True,0.000531824654886,0.0670175282185362,0.0079356053412144,True,0.0334793660345908
lag2-tstar,1.5,300036,2.0,2087,True,0.0010522666137414,0.064819631674432,0.0162337641630959,True,0.0694042070118776
lag1,1.3,300033,0.5,2091,True,0.0005001956479164,0.1771406709558771,0.0028237199578014,True,-0.0202240331305966
lag1,1.5,300031,0.25,2092,True,0.0005018887279471,0.063867657985385,0.0078582610319301,True,0.0325569290856115
4b,1.5,300036,teleport,2087,True,0.0010706549013016,0.0667844449473025,0.0160315010800265,True,0.0680417062246074
lag1,1.3,300032,1.0,2092,True,0.0005140244237951,0.1613310220612608,0.0031861474453435,True,0.0136374830198107
4b,1.3,300032,control,2092,True,0.0005140244237951,0.1613310220612608,0.0031861474453435,True,0.0136374830198107
lag2-tstar,1.3,300032,1.0,2092,True,0.0005140244237951,0.1613310220612608,0.0031861474453435,True,0.0136374830198107
4b,1.5,300036,reset,2097,True,0.0011200162049288,0.0698048590441214,0.0160449604836376,True,0.0681400531221334
lag1,1.5,300038,0.25,2098,True,0.0009233274218341,0.3889550692426446,0.0023738665333041,True,0.009575794857197
lag2-tstar,1.3,300038,0.5,2098,True,0.0004985553556284,0.1874131886654061,0.0026601935497641,True,0.0209670650088868
4b,1.3,300043,reset,2098,True,0.0006031797505281,0.1462608897802725,0.0041239989134097,True,0.0197223918059936
lag1,1.3,300038,0.5,2099,True,0.0005060911727324,0.2030305668398982,0.0024926846268008,True,0.0198326263666941
lag2-tstar,1.5,300003,0.25,2102,True,0.0005972973920396,0.0861375376294869,0.0069342287750193,True,0.08081436266497
lag1,1.5,300046,0.25,2105,True,0.0011394427770838,0.1627935103446068,0.0069993132691336,True,0.0260314756045614
lag1,1.5,300036,1.0,2105,True,0.0010561981537213,0.0655250271837962,0.0161190036710507,True,0.0687811632317798
lag2-tstar,1.5,300036,1.0,2105,True,0.0010561981537213,0.0655250271837962,0.0161190036710507,True,0.0687811632317798
4b,1.5,300036,control,2105,True,0.0010561981537213,0.0655250271837962,0.0161190036710507,True,0.0687811632317798
lag1,1.3,300026,1.0,2113,True,0.0004615178532307,0.1155504636720059,0.00399408049578,True,0.0310825886940826
lag2-tstar,1.3,300026,1.0,2113,True,0.0004615178532307,0.1155504636720059,0.00399408049578,True,0.0310825886940826
4b,1.3,300026,control,2113,True,0.0004615178532307,0.1155504636720059,0.00399408049578,True,0.0310825886940826
4b,1.3,300041,reset,2117,True,0.0006050339859614,0.1433246127879028,0.0042214241796475,True,0.0325447621232539
4b,1.3,300046,reset,2117,True,0.0005855878997245,0.1464706402333302,0.0039979882575218,True,0.0312572285292642
4b,1.3,300027,reset,2129,True,0.0006102094649189,0.1429258078505713,0.0042694141393757,True,0.0330987116384842
lag2-tstar,1.3,300024,0.5,2134,True,0.0006220827691469,0.1651341678754065,0.0037671353975409,True,0.0295667003755693
4b,1.3,300041,teleport,2115,True,0.000596345413663,0.1797146412820592,0.0033182906490466,True,0.0249321568470615
lag2-tstar,1.3,300026,2.0,2138,True,0.000458469195878,0.1142182506651703,0.0040139749401522,True,0.0311153578534437
lag2-tstar,1.5,300036,0.5,2140,True,0.0010582088273559,0.0672958510836594,0.0157247261207892,True,0.0663958849080728
lag1,1.3,300026,2.0,2141,True,0.0004580752391328,0.1141377475127459,0.0040133544696219,True,0.031397185862235
lag1,1.3,300024,1.0,2147,True,0.000597871387238,0.137069912012048,0.0043617988693643,True,0.034010137046855
lag2-tstar,1.3,300024,1.0,2147,True,0.000597871387238,0.137069912012048,0.0043617988693643,True,0.034010137046855
4b,1.3,300024,control,2147,True,0.000597871387238,0.137069912012048,0.0043617988693643,True,0.034010137046855
lag2-tstar,1.3,300024,2.0,2155,True,0.0005965604533449,0.136683054069629,0.0043645531438087,True,0.0342640737485913
4b,1.3,300024,reset,2156,True,0.0006097422931106,0.1434019625279046,0.0042519801149302,True,0.0332160001393562
4b,1.3,300039,reset,2159,True,0.0005882982791602,0.145918824566774,0.004031681867688,True,0.0305510895362843
4b,1.3,300024,teleport,2145,True,0.0005948112536335,0.1389159882517731,0.0042818055798985,True,0.0332613744703689
4b,1.3,300046,teleport,2174,True,0.0005185188351474,0.1298385244504045,0.0039935669119953,True,0.0310955936226962
lag1,1.5,300016,0.25,2184,True,0.0005339735412404,0.0573141791425569,0.0093166045336241,True,-0.0004949472293848
lag1,1.3,300041,1.0,2188,True,0.0005405850676238,0.1733242110778574,0.0031189241495004,True,0.0233135425410921
lag2-tstar,1.3,300041,1.0,2188,True,0.0005405850676238,0.1733242110778574,0.0031189241495004,True,0.0233135425410921
4b,1.3,300041,control,2188,True,0.0005405850676238,0.1733242110778574,0.0031189241495004,True,0.0233135425410921
lag2-tstar,1.5,300045,0.25,2191,True,0.0008827002032247,0.1913698763522154,0.0046125347418846,True,0.0187449861701045
lag1,1.3,300046,2.0,2192,True,0.0004675732328338,0.1166639903113413,0.0040078625082687,True,0.0317621976595401
lag1,1.5,300035,0.25,2207,True,0.00066910153662,0.1377943582406315,0.0048557977638796,True,0.02125917893248
lag2-tstar,1.5,300001,0.5,2217,True,0.0005311020119251,0.0452676471158105,0.0117324854673017,True,0.1220530643836084
lag1,1.5,300001,0.5,2219,True,0.0005307969790364,0.0452822294103526,0.0117219709795271,True,0.1215676355539214
4b,1.3,300022,reset,2219,True,0.0006173029846152,0.1469655585387773,0.0042003241490923,True,-0.0023034321490822
4b,1.3,300043,teleport,2182,True,0.0005136726041134,0.129280645964308,0.0039733140276484,True,0.018822204294389
4b,1.3,300027,teleport,2226,True,0.0005099491317538,0.1202075964956606,0.004242237151562,True,0.0331022894972439
lag2-tstar,1.3,300046,2.0,2234,True,0.0004702897872835,0.1172651176675788,0.0040104832250005,True,0.0315533886500598
lag1,1.3,300045,2.0,2237,True,0.0004682000418607,0.1179436128431607,0.0039696939119831,True,0.0069620355816355
4b,1.3,300039,teleport,2243,True,0.0005045395852702,0.1311730026949858,0.0038463675825384,True,0.0291856322152506
lag2-tstar,1.5,300009,0.25,2251,True,0.0006146430467815,0.0720266380717191,0.0085335517974553,True,0.0356062069880451
4b,1.3,300017,reset,2251,True,0.0005964302680467,0.145519155697435,0.0040986374968177,True,0.0318350730582761
lag1,1.5,300024,2.0,2252,True,0.0023803952981491,0.1184498045700381,0.0200962366024137,True,0.073046871397524
lag2-tstar,1.5,300036,0.25,2253,True,0.0009693372485077,0.0774733715694137,0.0125118763888992,True,0.0527753561194295
lag1,1.3,300046,1.0,2256,True,0.0004752401402978,0.1194797243354326,0.0039775798190131,True,0.0314108690608145
lag2-tstar,1.3,300046,1.0,2256,True,0.0004752401402978,0.1194797243354326,0.0039775798190131,True,0.0314108690608145
4b,1.3,300046,control,2256,True,0.0004752401402978,0.1194797243354326,0.0039775798190131,True,0.0314108690608145
lag1,1.3,300043,2.0,2267,True,0.0004526650582692,0.1116200505626717,0.0040554099016023,True,0.0197685763098096
lag2-tstar,1.3,300043,2.0,2276,True,0.0004519904822151,0.1115490747876716,0.0040519429056271,True,0.0197489134210531
lag1,1.3,300043,1.0,2296,True,0.0004542487908099,0.1162359731447897,0.0039079880222976,True,0.0186067921973727
lag2-tstar,1.3,300043,1.0,2296,True,0.0004542487908099,0.1162359731447897,0.0039079880222976,True,0.0186067921973727
4b,1.3,300043,control,2296,True,0.0004542487908099,0.1162359731447897,0.0039079880222976,True,0.0186067921973727
lag2-tstar,1.3,300046,0.5,2300,True,0.0004812630671098,0.1265449016276354,0.003803101199019,True,0.0297884142838047
lag1,1.3,300024,0.25,2303,True,0.0004423880396635,2.05118286647406,0.0002156745977622,True,0.0022888255830149
lag1,1.3,300027,0.5,2316,True,0.0004557636541819,0.1125344292641636,0.0040499930302403,True,0.0318685830655041
lag1,1.3,300022,2.0,2319,True,0.0004537044738555,0.1093753526745234,0.0041481418140486,True,-0.0019837560751752
lag2-tstar,1.3,300027,0.5,2322,True,0.0004549622891159,0.1120871781663755,0.0040590038625165,True,0.0320930261165237
4b,1.3,300034,reset,2322,True,0.0005802114986137,0.1444060925098505,0.004017915646974,True,0.0913362634056995
lag1,1.3,300039,2.0,2326,True,0.0004422931366734,0.1119423613147164,0.00395107921147,True,0.0301932939836437
lag1,1.3,300032,0.5,2344,True,0.0005439403299582,0.4563116189988178,0.001192036992509,True,0.0088565879641879
4b,1.3,300022,teleport,2319,True,0.0005074211177391,0.1238268426601344,0.0040978281189954,True,-0.0025926788057841
lag1,1.3,300027,1.0,2347,True,0.0004504767042947,0.1067721739101347,0.0042190459161567,True,0.0330611390037547
4b,1.3,300027,control,2347,True,0.0004504767042947,0.1067721739101347,0.0042190459161567,True,0.0330611390037547
lag2-tstar,1.3,300027,1.0,2347,True,0.0004504767042947,0.1067721739101347,0.0042190459161567,True,0.0330611390037547
lag1,1.3,300039,1.0,2367,True,0.0004441232462282,0.117769855822245,0.0037711114030618,True,0.0290009593564579
lag2-tstar,1.3,300039,1.0,2367,True,0.0004441232462282,0.117769855822245,0.0037711114030618,True,0.0290009593564579
4b,1.3,300039,control,2367,True,0.0004441232462282,0.117769855822245,0.0037711114030618,True,0.0290009593564579
lag2-tstar,1.3,300032,0.5,2369,True,0.0004939553745583,0.2637817517611703,0.0018725911525738,True,0.0034836471583061
lag2-tstar,1.3,300027,2.0,2373,True,0.0004469536538549,0.1049305564369225,0.0042595185714429,True,0.0334117242535638
lag1,1.3,300027,2.0,2375,True,0.0004466868586077,0.1048475560748864,0.004260345928223,True,0.0335249741650014
lag2-tstar,1.3,300039,2.0,2375,True,0.0004392611380126,0.1116722095472183,0.0039334865835796,True,0.0299821435306444
lag2-tstar,1.3,300043,0.5,2378,True,0.0004543299468095,0.1346094952891574,0.0033751701232785,True,0.0144774152763864
lag2-tstar,1.5,300005,0.25,2381,True,0.0009558592316514,0.1291922372924411,0.0073987358039765,True,0.0307395917378725
lag1,1.3,300017,2.0,2387,True,0.0004535544215853,0.1113465547210377,0.004073358378458,True,0.0319396887726775
lag1,1.3,300043,0.5,2388,True,0.0004535008282195,0.1345235266339668,0.0033711636883676,True,0.0145002850537232
lag2-tstar,1.3,300022,2.0,2393,True,0.0004475836923155,0.1082033790920295,0.0041365038326104,True,-0.0022366004466166
lag2-tstar,1.3,300039,0.5,2404,True,0.0004518176390048,0.149213022524713,0.003028004066669,True,0.0231566864874863
lag1,1.5,300005,0.25,2410,True,0.0009634085841374,0.1313820976064166,0.0073328756481232,True,0.0303210644222406
lag2-tstar,1.3,300026,0.25,2410,True,0.0004100230605354,0.2266442863127983,0.0018091038922975,True,0.0137786312123424
4b,1.3,300034,teleport,2412,True,0.000503713819646,0.1355282055498141,0.0037166715046702,True,0.0889465040554118
lag1,1.3,300026,0.25,2417,True,0.0004087688056321,0.2361339131517547,0.0017310889409155,True,0.0133822875063487
lag1,1.5,300014,2.0,2417,True,0.0011962911801831,0.0768779758724771,0.0155609089158058,True,0.0639574600812162
4b,1.3,300017,teleport,2349,True,0.00049968839131,0.123602296005912,0.0040427112396533,True,0.031534402140178
lag1,1.5,300009,0.5,2429,True,0.0007998880837032,0.0646616471484273,0.0123703635613731,True,0.0523358059505292
4b,1.3,300004,reset,2431,True,0.0006700989385353,0.1457199755633674,0.0045985386419718,True,-0.1117611263761527
lag1,1.3,300022,1.0,2433,True,0.0004460739169562,0.110220189945875,0.0040471162059813,True,-0.0026791417017547
lag2-tstar,1.3,300022,1.0,2433,True,0.0004460739169562,0.110220189945875,0.0040471162059813,True,-0.0026791417017547
4b,1.3,300022,control,2433,True,0.0004460739169562,0.110220189945875,0.0040471162059813,True,-0.0026791417017547
lag1,1.3,300004,2.0,2434,True,0.0004565459864294,0.1041054373405601,0.0043854192258565,True,-0.1125279930520003
4b,1.3,300045,reset,2446,True,0.0005950719638273,0.1449975383622614,0.0041040142511981,True,0.0321172148581829
lag2-tstar,1.3,300004,2.0,2441,True,0.0004559878137813,0.1040611048881485,0.0043819236233503,True,-0.1124907212759888
lag1,1.5,300032,0.5,2458,True,0.0021027759389008,0.3554014850729523,0.0059166211375545,True,0.0208216894737951
lag2-tstar,1.3,300017,2.0,2466,True,0.0004392497224933,0.1080637064825611,0.0040647293785374,True,0.0319427426322946
lag1,1.3,300034,2.0,2468,True,0.0004368111155175,0.1129011399919268,0.0038689699284591,True,0.090554579231705
lag2-tstar,1.3,300034,2.0,2471,True,0.000436652439777,0.1130199565586846,0.0038634985631969,True,0.0909037284862996
lag1,1.5,300015,0.5,2472,True,0.0013820390424163,0.0897563111113319,0.015397680957522,True,0.0607462084186261
lag1,1.3,300017,1.0,2475,True,0.0004399067715941,0.1098085471563299,0.0040061250511567,True,0.0315752348403626
lag2-tstar,1.3,300017,1.0,2475,True,0.0004399067715941,0.1098085471563299,0.0040061250511567,True,0.0315752348403626
4b,1.3,300017,control,2475,True,0.0004399067715941,0.1098085471563299,0.0040061250511567,True,0.0315752348403626
4b,1.3,300045,teleport,2464,True,0.0005623201285903,0.1535995535037273,0.003660948979104,True,0.0281665632810108
lag1,1.5,300036,0.5,2479,True,0.0011903806367169,0.0746423339926305,0.015947794944816,True,0.0672600871428874
lag1,1.3,300032,2.0,2481,True,0.0004431032951288,0.1122749103847792,0.0039465922850465,True,0.019652536235128
lag1,1.3,300039,0.5,2486,True,0.0004457950373594,0.1482138757847437,0.0030077820649321,True,0.0226427073157655
lag2-tstar,1.3,300045,2.0,2491,True,0.0005091797711429,0.1311685923369456,0.0038818726500851,True,0.0299938734950389
lag1,1.3,300046,0.5,2499,True,0.0005033081634873,0.1325734792640952,0.0037964468178793,True,0.0298937536710406
lag2-tstar,1.3,300017,0.5,2508,True,0.0004398570973231,0.1158885391381975,0.0037955185266301,True,0.0294336567384856
lag2-tstar,1.3,300027,0.25,2513,True,0.0004199537994387,0.151529753976788,0.0027714279764688,True,0.0212129808059033
lag1,1.3,300027,0.25,2518,True,0.0004188492966439,0.1556127767994172,0.0026916125093236,True,0.0209346961801362
lag2-tstar,1.3,300022,0.5,2518,True,0.0004428749558176,0.1192240894041063,0.0037146432237916,True,-0.0056839210291341
