test,a,seed,arm,cross_step,reproduced,growth,relax,ratio,branch_converged,residual
lag1,1.3,300019,0.25,10316,True,0.0004716802366182,3.27784475319551,0.0001438995047457,True,0.0003374833209386
lag1,1.5,300041,0.5,10383,True,0.003527108873544,0.2025767297073274,0.0174112242735866,True,0.0526409569213526
lag1,1.5,300023,2.0,10389,True,0.0024682672274145,0.1260946040801222,0.0195747252265148,True,0.0690569041759019
lag1,1.3,300016,2.0,10495,True,0.0006391107760977,0.1508275133130505,0.0042373620174404,True,0.0332628946670439
lag1,1.3,300010,2.0,10628,True,0.0007000196226602,0.1635229043376596,0.0042808658853976,True,0.0329972560650118
lag2-tstar,1.5,300010,1.0,10723,True,0.0029512068603536,0.1395471639638421,0.0211484545907243,True,0.07148857909206
lag2-tstar,1.5,300010,2.0,10723,True,0.0029473709665483,0.1397415007532124,0.0210915937689369,True,0.0708228056187889
4b,1.5,300010,control,10723,True,0.0029512068603536,0.1395471639638421,0.0211484545907243,True,0.07148857909206
lag2-tstar,1.5,300010,0.5,10729,True,0.00302589795765,0.184333552063023,0.016415340147167,True,0.0538948575733833
lag1,1.5,300010,1.0,10723,True,0.0029512068603536,0.1395471639638421,0.0211484545907243,True,0.07148857909206
lag1,1.3,300023,0.25,10772,True,0.0004606411884595,1.1736865682119133,0.0003924737667922,True,0.0027685773111998
4b,1.5,300010,teleport,10754,True,0.002164236823976,0.1169605283640003,0.0185039932210343,True,0.0688375190375323
4b,1.5,300010,reset,10904,True,0.0011470396213826,0.0699535956817367,0.0163971502851873,True,0.0684294172010973
lag2-tstar,1.5,300010,0.25,10940,True,0.0013949550640234,1.2193605741925253,0.0011440053857303,True,0.0046033080641409
lag1,1.3,300010,1.0,11044,True,0.0007077610022919,0.1646219257218416,0.0042993118880644,True,0.0328708429085293
lag2-tstar,1.3,300010,1.0,11044,True,0.0007077610022919,0.1646219257218416,0.0042993118880644,True,0.0328708429085293
4b,1.3,300010,control,11044,True,0.0007077610022919,0.1646219257218416,0.0042993118880644,True,0.0328708429085293
lag2-tstar,1.3,300010,2.0,11052,True,0.0007052009008024,0.164484417991919,0.0042873416789977,True,0.0324948381609415
lag2-tstar,1.3,300010,0.5,11062,True,0.0007305394392872,0.206663028281477,0.0035349304873839,True,0.0271155982995208
4b,1.3,300010,teleport,11084,True,0.0006513168018495,0.1560203177131992,0.0041745640016376,True,0.032477049904914
4b,1.3,300010,reset,11156,True,0.000600845154291,0.1458806238068401,0.0041187454413867,True,0.0318408186224423
lag1,1.3,300023,2.0,11147,True,0.0006642073627948,0.1574401124695363,0.0042187937519632,True,0.0318398055351178
lag2-tstar,1.3,300010,0.25,11689,True,0.0004613483591074,2.2290700063912787,0.0002069689860724,True,0.0023605015628516
lag1,1.5,300025,0.5,11531,True,0.0024740562825759,0.1651669626348999,0.0149791232042262,True,0.0544824818470579
lag1,1.3,300032,0.25,11841,True,0.0004755032933457,3.0790791872207786,0.0001544303554514,True,0.0009711443252511
lag1,1.3,300025,0.5,11924,True,0.0006435067631918,0.1915298049391636,0.0033598257117016,True,0.025837345948882
lag1,1.5,300010,0.5,11971,True,0.0026512546361728,0.1673939461025403,0.0158384140998074,True,0.0546986659192585
lag1,1.3,300010,0.5,12340,True,0.0006770908062402,0.1941514938681075,0.0034874354698515,True,0.0269244368746439
lag1,1.5,300010,0.25,13206,True,0.0015324097426665,1.0683860488668036,0.0014343221200725,True,0.0047519088121217
lag1,1.3,300010,0.25,13671,True,0.000480145842015,2.5160824000061597,0.0001908307303504,True,0.0019587036372823
lag1,1.5,300025,0.25,13940,True,0.0014950003839423,1.0287882505770831,0.0014531662692529,True,0.0042911537821861
lag1,1.5,300032,0.25,14003,True,0.0014364111352292,1.3050453085163505,0.0011006599739148,True,0.0039561908210965
lag1,1.3,300025,0.25,14338,True,0.0004659293500362,2.399841927360163,0.0001941500166007,True,0.0015699051440081
lag1,1.5,300018,0.25,14757,True,0.0014599519784232,1.3868363472465466,0.001052721167369,True,0.0029116625521707
lag1,1.3,300018,0.25,15087,True,0.0004711460141443,3.540214190835178,0.0001330840420232,True,0.0012058541922546
lag2-tstar,1.3,300041,0.25,15173,True,0.0005063669532746,2.0329227910009866,0.0002490832192526,True,0.0011918440550218
lag1,1.3,300041,0.25,15391,True,0.0005059222292208,2.052835580756942,0.0002464504385851,True,0.0014923948137348
lag2-tstar,1.5,300041,0.25,15413,True,0.0017434146248863,0.8896474037436165,0.0019596692100151,True,0.0038098478924861
lag1,1.5,300041,0.25,15658,True,0.001743049755374,0.8897037429163462,0.0019591350146066,True,0.0039155399357053
lag1,1.3,300042,0.5,17568,True,0.0007062718166355,0.1772103316701274,0.0039855002243899,True,0.0298958727325036
lag1,1.3,300042,0.25,18159,True,0.0004539197270993,2.991350733613677,0.00015174406732,True,0.0008684709495259
lag2-tstar,1.3,300042,0.5,18420,True,0.0006887289106646,0.1682364247042755,0.004093815663732,True,0.0304045054034147
lag1,1.5,300042,0.5,18195,True,0.0029942323867879,0.1806332193498005,0.0165763108112997,True,0.0533250645701541
lag2-tstar,1.3,300042,1.0,18430,True,0.0006828604331902,0.1652206081258266,0.0041330221510273,True,0.0310250326647216
4b,1.3,300042,control,18430,True,0.0006828604331902,0.1652206081258266,0.0041330221510273,True,0.0310250326647216
lag2-tstar,1.3,300042,2.0,18454,True,0.0006719728949307,0.1625226135787042,0.0041346424361145,True,0.0310978819815497
lag1,1.3,300042,1.0,18430,True,0.0006828604331902,0.1652206081258266,0.0041330221510273,True,0.0310250326647216
4b,1.3,300042,teleport,18467,True,0.0006330567835252,0.1570219224267129,0.0040316458602826,True,0.0305374909306679
lag1,1.5,300042,0.25,18496,True,0.0013759071688659,1.3111239324513857,0.0010494104598437,True,0.0026016647881696
4b,1.3,300042,reset,18537,True,0.0005876528648004,0.1475951979398023,0.0039815175087206,True,0.0301444634958134
lag2-tstar,1.3,300007,0.5,18745,True,0.0007455180151729,0.1672431304518845,0.0044576899102436,True,0.0336528344268691
lag2-tstar,1.3,300007,1.0,18753,True,0.0007391593435137,0.1635055390329452,0.0045206991022169,True,0.0339707134345697
4b,1.3,300007,control,18753,True,0.0007391593435137,0.1635055390329452,0.0045206991022169,True,0.0339707134345697
lag2-tstar,1.3,300007,2.0,18775,True,0.0007272109892221,0.1608545583311745,0.0045209224828115,True,0.0340643183301538
lag1,1.3,300007,1.0,18753,True,0.0007391593435137,0.1635055390329452,0.0045206991022169,True,0.0339707134345697
lag2-tstar,1.5,300007,0.5,18822,True,0.0034220964428309,0.1718539766330761,0.019912814994892,True,0.0665936897716366
lag1,1.5,300007,1.0,18824,True,0.0032705384671549,0.143016685193672,0.0228682301140319,True,0.0763449063991237
lag2-tstar,1.5,300007,1.0,18824,True,0.0032705384671549,0.143016685193672,0.0228682301140319,True,0.0763449063991237
4b,1.5,300007,control,18824,True,0.0032705384671549,0.143016685193672,0.0228682301140319,True,0.0763449063991237
lag2-tstar,1.5,300007,2.0,18834,True,0.0030871252397131,0.1382842492620463,0.0223244892761653,True,0.0766485186320309
4b,1.3,300007,teleport,18790,True,0.0006802820544282,0.1544907416382363,0.0044033839647249,True,0.0333535514947154
4b,1.3,300007,reset,18865,True,0.0006214885045886,0.1432588508488638,0.0043382206467948,True,0.0333417097415837
4b,1.5,300007,teleport,18854,True,0.0023544770345522,0.1187869346505591,0.0198210101260594,True,0.0735616122560802
lag2-tstar,1.3,300042,0.25,18982,True,0.0004628937768776,2.8956215342657368,0.0001598599027531,True,0.0008898463434992
lag1,1.3,300018,0.5,18923,True,0.000716380916846,0.166695821632592,0.0042975337343788,True,0.0331975866179132
lag2-tstar,1.5,300007,0.25,18991,True,0.0016183965067122,1.3521432233185993,0.0011969120421579,True,0.0043576624840846
4b,1.5,300007,reset,19007,True,0.0011821008888485,0.068219855640627,0.0173278128156077,True,0.0733275449378729
lag2-tstar,1.5,300042,1.0,19046,True,0.0028552181078162,0.1408882163453634,0.0202658404079528,True,0.0682247828000417
4b,1.5,300042,control,19046,True,0.0028552181078162,0.1408882163453634,0.0202658404079528,True,0.0682247828000417
lag2-tstar,1.5,300042,0.5,19048,True,0.0029508128964222,0.1720075752075976,0.017155133387939,True,0.0562919340120111
lag2-tstar,1.5,300042,2.0,19052,True,0.0027734680582588,0.1380374984304455,0.0200921350342805,True,0.066457242137726
lag1,1.5,300042,1.0,19046,True,0.0028552181078162,0.1408882163453634,0.0202658404079528,True,0.0682247828000417
lag1,1.5,300018,0.5,19145,True,0.003169403740196,0.1663752613920325,0.0190497295912756,True,0.0634079322952154
4b,1.5,300042,teleport,19077,True,0.0021044788691647,0.1180090035261762,0.0178332059951506,True,0.0646585390209895
4b,1.5,300042,reset,19227,True,0.0011249609838999,0.0708110236887177,0.0158868058290645,True,0.0641994559162462
lag2-tstar,1.5,300042,0.25,19236,True,0.0014398759123301,1.2792321019772963,0.0011255783138216,True,0.0030402303843557
lag2-tstar,1.3,300007,0.25,19239,True,0.0005010748635995,3.279196158428624,0.000152804174984,True,0.0010658905252192
lag1,1.3,300007,0.5,20952,True,0.0007504234177944,0.1673628893500278,0.0044838101248659,True,0.0336853600687516
lag1,1.5,300007,0.5,21349,True,0.0033904652451913,0.1646294804844541,0.0205945207092575,True,0.0692361714793976
lag2-tstar,1.3,300018,0.5,25294,True,0.000714731713314,0.167586900931464,0.0042648423554672,True,0.0329758511743201
lag1,1.3,300007,0.25,25221,True,0.00048828297098,3.3790052870174776,0.0001445049443562,True,0.0010872027804282
lag2-tstar,1.3,300018,1.0,25298,True,0.0007110769922968,0.1643411260753574,0.004326835341087,True,0.0328845587213628
4b,1.3,300018,control,25298,True,0.0007110769922968,0.1643411260753574,0.004326835341087,True,0.0328845587213628
lag2-tstar,1.3,300018,2.0,25314,True,0.0007028968838725,0.1625204147403814,0.0043249759422249,True,0.0329144383113013
lag1,1.3,300018,1.0,25298,True,0.0007110769922968,0.1643411260753574,0.004326835341087,True,0.0328845587213628
4b,1.3,300018,teleport,25336,True,0.0006561324553854,0.1558757775175548,0.0042093291583519,True,0.0327390140646737
4b,1.3,300018,reset,25407,True,0.0006056883455285,0.1457736408689351,0.0041549922326022,True,0.0321369208561057
lag2-tstar,1.5,300018,0.5,25476,True,0.0031384281940651,0.1658888910827411,0.0189188569142931,True,0.0640666233284144
lag2-tstar,1.5,300018,1.0,25476,True,0.0030488662653086,0.1421525256371145,0.021447851535834,True,0.0725213520349892
4b,1.5,300018,control,25476,True,0.0030488662653086,0.1421525256371145,0.021447851535834,True,0.0725213520349892
lag2-tstar,1.5,300018,2.0,25483,True,0.0029355728409929,0.1389132009701404,0.0211324252878167,True,0.0730114972972537
lag1,1.5,300018,1.0,25476,True,0.0030488662653086,0.1421525256371145,0.021447851535834,True,0.0725213520349892
4b,1.5,300018,teleport,25506,True,0.0022098256664252,0.1186785142781118,0.0186202673657232,True,0.0689946136358092
4b,1.5,300018,reset,25657,True,0.0011567293410057,0.0698671451186392,0.0165561271902779,True,0.0688969818998628
lag2-tstar,1.5,300018,0.25,25658,True,0.0015109314747986,1.2666681566066418,0.0011928392348998,True,0.0050068402210872
lag2-tstar,1.3,300018,0.25,25821,True,0.0004813939534692,2.757568460076667,0.0001745718956532,True,0.0019535614134547
lag1,1.5,300007,0.25,25824,True,0.001545963677222,1.3736937967746767,0.0011254063175154,True,0.0044276106687191
lag1,1.3,300028,0.25,81855,True,0.0004662261284828,3.7360113735415656,0.0001247924810359,True,0.0006167007792028
lag1,1.5,300028,0.25,82932,True,0.0014807262485652,1.42107483935245,0.001041976261602,True,0.0033399446463737
4b,1.5,300000,teleport_reset,742,True,0.0012018340132161872,0.07127536401509187,0.016861843216426232,True,0.0034551285305080004
4b,1.5,300002,teleport_reset,756,True,0.0011223251121315204,0.07110322211137285,0.015784448001154736,True,0.0649736016179685
4b,1.5,300033,teleport_reset,805,True,0.001177502861683893,0.07135529141710328,0.01650196976704737,True,0.023477634745215026
4b,1.5,300038,teleport_reset,840,True,0.0011403530192748569,0.070025558068835,0.016284811584848662,True,0.06776300025419846
4b,1.5,300026,teleport_reset,845,True,0.00111866473223133,0.0712432051739279,0.015702055087222767,True,0.06465663310551695
4b,1.5,300043,teleport_reset,933,True,0.0011492319704353637,0.07098712040296655,0.016189302565192337,True,0.054701940143994765
4b,1.5,300027,teleport_reset,927,True,0.0011603257288988907,0.06923639786354728,0.016758897988680577,True,0.07087415795851326
4b,1.5,300032,teleport_reset,956,True,0.0011611710120054436,0.07077285165878479,0.016407011796045264,True,0.05721005724124684
4b,1.5,300039,teleport_reset,953,True,0.0011189908276167248,0.07079581855808889,0.015805888686753134,True,0.06588171916123109
4b,1.5,300022,teleport_reset,978,True,0.0011779283855583337,0.07130485676374854,0.01651960944906061,True,0.0320048521189813
4b,1.5,300017,teleport_reset,1039,True,0.0011369651769096987,0.0706079093495569,0.01610251864675602,True,0.06549740975932772
4b,1.5,300034,teleport_reset,1046,True,0.001103864438408582,0.07006154144893201,0.01575564019260397,True,0.12680455499506427
4b,1.5,300004,teleport_reset,1103,True,0.0012759425572715414,0.07058794471147183,0.01807592730581625,True,-0.08050593699367115
4b,1.5,300046,teleport_reset,1142,True,0.001117025248704263,0.07103636602352482,0.015724695831629987,True,0.0635551606053033
4b,1.5,300040,teleport_reset,1228,True,0.0011245069322413704,0.07035741773520242,0.01598277720301747,True,0.10155099005067747
4b,1.5,300031,teleport_reset,1220,True,0.0011374733000652836,0.06991191791333268,0.01627009148104575,True,0.06749771537027693
4b,1.5,300041,teleport_reset,1229,True,0.0011613384990221138,0.0704472477382705,0.01648522172699752,True,0.06671026397381219
4b,1.5,300035,teleport_reset,1236,True,0.0010911924077080222,0.07082517486241001,0.015406843821110922,True,0.06567527898235848
4b,1.5,300049,teleport_reset,1231,True,0.0012067389792752865,0.0714363218267546,0.01689251277804919,True,-0.0018704680471751667
4b,1.5,300048,teleport_reset,1361,True,0.0011358617045485655,0.07074206417385867,0.01605638339527419,True,0.0648016514855081
4b,1.5,300047,teleport_reset,1350,True,0.001078553723172386,0.0716055795630326,0.015062425718137819,True,0.06265097869443093
4b,1.5,300008,teleport_reset,1408,True,0.0011314703003403603,0.07053911513309849,0.016040324551922964,True,0.06677066879065774
4b,1.5,300023,teleport_reset,1426,True,0.0011598440727282355,0.07032941115935322,0.016491593681912775,True,0.051919946763560265
4b,1.5,300030,teleport_reset,1436,True,0.0010858654126626565,0.07223345217712708,0.015032722096681111,True,0.061162865770838515
4b,1.5,300009,teleport_reset,1477,True,0.001088337868944393,0.07135853931157655,0.015251683672956448,True,0.062475972212369335
4b,1.5,300003,teleport_reset,1507,True,0.0011077083512031054,0.07076224626020505,0.01565394556766711,True,0.11780513859969988
4b,1.5,300005,teleport_reset,1573,True,0.0010972963097841818,0.07106068052883406,0.015441680288143814,True,0.06614639702358516
4b,1.3,300002,teleport_reset,1520,True,0.0005839614229422175,0.14560157121149997,0.004010680778258627,True,0.031231261234665908
4b,1.5,300011,teleport_reset,1678,True,0.0011652436673927373,0.07025510629874178,0.01658589288069451,True,0.06677166797315892
4b,1.5,300001,teleport_reset,1625,True,0.0010962030428512688,0.07077318547343345,0.015488960056245555,True,0.1370934240336792
4b,1.3,300000,teleport_reset,1680,True,0.0006263844351702032,0.14665739359471294,0.004271073007755843,True,-0.028799254780166872
4b,1.3,300033,teleport_reset,1762,True,0.000615364910061443,0.14714528454189874,0.004182022631423309,True,-0.01063463626377259
4b,1.3,300038,teleport_reset,1854,True,0.0005972775050548613,0.14437446870118,0.004137002272133588,True,0.032340632238572864
4b,1.5,300045,teleport_reset,1902,True,0.0011330433663852316,0.07039563091662605,0.016095364891709908,True,0.06685953180313886
4b,1.5,300024,teleport_reset,1825,True,0.001159300173913286,0.06949422068127699,0.016681965241832297,True,0.06866591981159442
4b,1.3,300026,teleport_reset,1923,True,0.0005846605997384316,0.14662420349412783,0.003987476731710579,True,0.030494229650574578
4b,1.3,300032,teleport_reset,1969,True,0.0006042366997488553,0.14492162794813407,0.0041694032029857215,True,0.020658200161377982
4b,1.5,300036,teleport_reset,2076,True,0.0011180828117972792,0.07054873992301257,0.015848373947109543,True,0.06700214298991924
4b,1.3,300046,teleport_reset,2096,True,0.0005834964895132925,0.14623549931179414,0.0039901152063576435,True,0.031006404117087882
4b,1.3,300043,teleport_reset,2080,True,0.0006005626555024191,0.14614526611534268,0.004109354147868431,True,0.019773366673930592
4b,1.3,300041,teleport_reset,2102,True,0.0006024653728224717,0.14375155764882058,0.004191018050004516,True,0.032313347270104265
4b,1.3,300027,teleport_reset,2109,True,0.0006078211544066699,0.14272416947637984,0.004258712148311091,True,0.033159131766508754
4b,1.3,300024,teleport_reset,2136,True,0.0006072037653590966,0.14318770878555684,0.004240613740586262,True,0.03349022061829077
4b,1.3,300039,teleport_reset,2139,True,0.0005862544378174105,0.14582968360478896,0.004020131041401768,True,0.03009441774042787
4b,1.3,300022,teleport_reset,2202,True,0.0006146431839419707,0.14675651703024187,0.0041881832328802965,True,-0.00243946914905957
4b,1.3,300034,teleport_reset,2299,True,0.000578350498613603,0.14449031152635056,0.004002693969610065,True,0.09103467450671388
4b,1.3,300004,teleport_reset,2421,True,0.0006661008314131372,0.14546714613363823,0.004579046534680769,True,-0.11194258944196778
4b,1.3,300045,teleport_reset,2428,True,0.0005928240149872292,0.14508866165221881,0.004085943093253167,True,0.031719584486132435
4b,1.3,300017,teleport_reset,2230,True,0.0005945566404815383,0.14533649327899473,0.004090897111024962,True,0.031213444037262672
4b,1.3,300040,teleport_reset,2608,True,0.0005888657169355957,0.14503237952409614,0.004060236195998974,True,0.0658227387360022
4b,1.3,300035,teleport_reset,2613,True,0.0005724374952775081,0.1460658911159217,0.003919036065875276,True,0.02986474447517229
4b,1.3,300049,teleport_reset,2627,True,0.0006278997011674766,0.14687723946180495,0.004274996612601507,True,-0.0340215191321106
4b,1.3,300031,teleport_reset,2662,True,0.0005958557328690866,0.14408714300775669,0.004135384465475935,True,0.03195557083022105
4b,1.3,300005,teleport_reset,2710,True,0.0005743278441297445,0.14635575091831574,0.003924190477832943,True,0.030810593444551726
4b,1.3,300011,teleport_reset,2736,True,0.0006105013854018813,0.14483373547887735,0.00421518773497986,True,0.031578036514658514
4b,1.3,300003,teleport_reset,2888,True,0.0005808184807582662,0.146064683665449,0.003976447051969047,True,0.08042564279338649
4b,1.3,300048,teleport_reset,2942,True,0.0005937455187989787,0.1455829362042067,0.004078400493077994,True,0.03160715038378292
4b,1.3,300023,teleport_reset,2990,True,0.0006058784392480197,0.1448063582293875,0.00418405964113985,True,0.01711816552822687
4b,1.3,300008,teleport_reset,2993,True,0.000591398502229055,0.14532543138936177,0.004069477011525644,True,0.03110733650629305
4b,1.3,300030,teleport_reset,3071,True,0.0005671188684552678,0.1487562931815012,0.003812402529843307,True,0.028932228966615403
4b,1.3,300009,teleport_reset,3001,True,0.0005695883319461435,0.14697450699627548,0.003875422640203703,True,0.030290966793103058
4b,1.3,300001,teleport_reset,3421,True,0.0005732243697177746,0.14590194614385793,0.003928832924220084,True,0.1023399869568915
4b,1.3,300036,teleport_reset,3096,True,0.0005846224615375196,0.1451924955128609,0.004026533599222659,True,0.03149995148288842
4b,1.5,300012,teleport_reset,3773,True,0.0011303643083909465,0.0710133694959677,0.015917626728796905,True,0.06708791298732941
4b,1.3,300012,teleport_reset,4174,True,0.0005905648856823334,0.14619520847811118,0.004039563894262339,True,0.032147994580204786
4b,1.5,300015,teleport_reset,4789,True,0.001146074492635077,0.07101906869678733,0.01613756014639096,True,0.06534461408620329
4b,1.5,300021,teleport_reset,4805,True,0.0011565807658931145,0.07045966281223134,0.016414792801028557,True,0.06672264580725651
4b,1.3,300021,teleport_reset,5433,True,0.0006053068887082263,0.1452372569065873,0.0041677108312335,True,0.031144811033575914
4b,1.5,300013,teleport_reset,5570,True,0.0011364112347353964,0.07132705219273074,0.015932401519478653,True,0.06505735390337142
4b,1.3,300015,teleport_reset,5343,True,0.0005983342341491992,0.146196185690951,0.004092680197649192,True,0.03055790477341236
4b,1.3,300047,teleport_reset,5704,True,0.0005643292740380401,0.14756591752891876,0.003824252127375195,True,0.03055688809931434
4b,1.5,300044,teleport_reset,6005,True,0.0011028620844719997,0.07072423418979679,0.015593835650624931,True,0.06578406061793873
4b,1.5,300014,teleport_reset,6019,True,0.0010872471700537378,0.07203733307000801,0.015092829283353936,True,0.06209703211805806
4b,1.3,300013,teleport_reset,6364,True,0.0005935909743445748,0.14691757071129705,0.004040299410551929,True,0.03148847266720067
4b,1.3,300014,teleport_reset,6374,True,0.000567547306048622,0.14813701249792657,0.003831232292851632,True,0.030285701774199092
4b,1.3,300044,teleport_reset,6734,True,0.0005773996909195184,0.14560972490322346,0.003965392361693391,True,0.031294264445549835
4b,1.5,300029,teleport_reset,6374,True,0.0011529796144522729,0.07103073370066273,0.01623212311604653,True,0.06614161086588588
4b,1.5,300016,teleport_reset,7293,True,0.0011212092568098002,0.0696430908804289,0.01609936093638949,True,0.06795511451664149
4b,1.3,300029,teleport_reset,7396,True,0.0006026192271601529,0.14639043613569305,0.004116520471334409,True,0.031191566168608187
4b,1.3,300016,teleport_reset,7810,True,0.0005872268401415802,0.1433639568430348,0.004096056310614518,True,0.03269488873900728
4b,1.5,300025,teleport_reset,7616,True,0.0011103193277654743,0.07118127019978131,0.015598475900320272,True,0.06653035213264347
4b,1.5,300020,teleport_reset,7943,True,0.001126750330949304,0.07163210738662641,0.015729682848332146,True,0.06386303671077198
4b,1.3,300020,teleport_reset,8288,True,0.0005879611411972205,0.14737727823735966,0.003989496537249623,True,0.030368701064446446
4b,1.3,300025,teleport_reset,8058,True,0.0005802509452387276,0.1465581140603713,0.003959186763277442,True,0.03138191845745375
4b,1.5,300019,teleport_reset,8808,True,0.001156985414900374,0.07015878807795226,0.016490954969388395,True,0.06787474229671209
4b,1.3,300037,teleport_reset,9190,True,0.0006174534489285299,0.14373218295493914,0.004295860789382883,True,0.03268515699896857
4b,1.5,300037,teleport_reset,8959,True,0.0011768393430761322,0.06954254881203399,0.016922579962621188,True,0.06834305674832142
4b,1.3,300019,teleport_reset,9264,True,0.0006053439527763743,0.14446259302437262,0.0041903162618314995,True,0.03174663971208003
4b,1.5,300010,teleport_reset,10883,True,0.0011448507306040128,0.07075767382255557,0.016179880834904813,True,0.0669410380521056
4b,1.3,300010,teleport_reset,11136,True,0.0005984038673670613,0.14566559313126384,0.004108065978407274,True,0.03191641617653884
4b,1.3,300042,teleport_reset,18517,True,0.0005851744342229827,0.1473509940387425,0.0039712961425229665,True,0.030321817670776685
4b,1.3,300007,teleport_reset,18845,True,0.0006192121882362601,0.1430563301534558,0.004328450111728955,True,0.03314423914900422
4b,1.5,300007,teleport_reset,18987,True,0.0011788020759002141,0.06920751567706548,0.017032862173534925,True,0.07207837475739054
4b,1.5,300042,teleport_reset,19207,True,0.001121617900904674,0.07159900617671328,0.015665271919227657,True,0.0634236648466433
4b,1.3,300018,teleport_reset,25387,True,0.0006033068052502529,0.1455589129712685,0.0041447603100013405,True,0.032110232268110384
4b,1.5,300018,teleport_reset,25636,True,0.0011550747833684526,0.07067668970609697,0.016343079849547755,True,0.06705228900636628
