arm,seed,s0,placed_at_init,relax_placed_step,branch_status,s_switch,class_pred,s_pred_early
T2-3d,600536,0.037964238242029984,False,,switch_below_cut,0.8646980598384113,EARLY,0.8646980598384113
T2-3d,600537,0.0366252406162412,False,,unplaced_to_cut,,LATE,
T2-3d,600538,0.07501492897924053,False,31,placed_in_relaxation,,EARLY,0.07501492897924053
T2-3d,600539,0.049850681573971864,False,,unplaced_to_cut,,LATE,
T2-3d,600540,0.005692091396012644,False,122,placed_in_relaxation,,EARLY,0.005692091396012644
T2-3d,600541,0.08064075154004124,False,257,placed_in_relaxation,,EARLY,0.08064075154004124
T2-3d,600542,0.037336588019227644,False,,unplaced_to_cut,,LATE,
T2-3d,600543,0.023099152915324706,False,,unplaced_to_cut,,LATE,
T2-3d,600544,0.037484417516715884,False,,unplaced_to_cut,,LATE,
T2-3d,600545,0.027321251696585513,False,,unplaced_to_cut,,LATE,
T2-3d,600546,0.046809216753831484,False,42,placed_in_relaxation,,EARLY,0.046809216753831484
T2-3d,600547,0.057345178147998215,False,61,placed_in_relaxation,,EARLY,0.057345178147998215
T2-3d,600548,0.04304130108851563,False,,unplaced_to_cut,,LATE,
T2-3d,600549,0.02544931242162657,False,,unplaced_to_cut,,LATE,
T2-3d,600550,0.0634141686387393,False,30,placed_in_relaxation,,EARLY,0.0634141686387393
T2-3d,600551,0.07645852301698103,False,,unplaced_to_cut,,LATE,
T2-3d,600552,0.05685358569383884,False,,unplaced_to_cut,,LATE,
T2-3d,600553,0.022338649971400535,False,,unplaced_to_cut,,LATE,
T2-3d,600554,0.039499140633407315,False,,switch_below_cut,0.5608409085599444,EARLY,0.5608409085599444
T2-3d,600555,0.013596284395540134,False,,unplaced_to_cut,,LATE,
T2-3d,600556,0.047575562964569065,False,,unplaced_to_cut,,LATE,
T2-3d,600557,0.06616888202262516,False,,unplaced_to_cut,,LATE,
T2-3d,600558,0.04957873428590094,False,,unplaced_to_cut,,LATE,
T2-3d,600559,0.02198891362589499,False,,unplaced_to_cut,,LATE,
