seed,placed_at_init,crossed,step,s_cross,growth,relax,ratio,class_pred,s_pred_early,branch_status,s0,s_w1_own,arm,truth,s_own
600180,False,True,28929.0,4.870501156541737,3.754444341810093e-05,5.943583095176953,6.316802981785039e-06,LATE,,unplaced_to_cut,0.0053037271977459,4.958068241684655,T2-3b,LATE,4.958068241684655
600181,False,False,,,,,,LATE,,unplaced_to_cut,0.0153038906071812,5.523158417307099,T2-3b,LATE,5.523158417307099
600182,False,True,80.0,0.0752548538627106,0.0028683490305779,0.0171541407994701,0.1672103000732369,EARLY,0.0599961762550964,placed_in_relaxation,0.0599961762550964,,T2-3b,EARLY,
600183,False,True,12.0,0.0548615006195008,0.003388824476632,0.0412556855751479,0.0821419988393895,EARLY,0.0526679582422769,placed_in_relaxation,0.0526679582422769,,T2-3b,EARLY,
600184,False,True,29754.0,4.9872955525136256,3.666527168530237e-05,5.584846561401114,6.565135009922971e-06,LATE,,unplaced_to_cut,0.0290340038673126,4.958068241684655,T2-3b,LATE,4.958068241684655
600185,False,True,30381.0,5.059656443252074,3.615448508363057e-05,6.469804497402415,5.588188189943972e-06,LATE,,unplaced_to_cut,0.0129227228995783,5.139696800771513,T2-3b,LATE,5.139696800771513
600186,False,True,115.0,0.0522157075560549,0.0012217186699921,0.0262220219845348,0.0465913220083767,EARLY,0.0461862484301419,placed_in_relaxation,0.0461862484301419,,T2-3b,EARLY,
600187,False,True,30596.0,5.183626078743974,3.530527055398143e-05,6.404497535238118,5.512574618028764e-06,LATE,,unplaced_to_cut,0.0432019068448897,5.139696800771513,T2-3b,LATE,5.139696800771513
600188,False,True,76.0,0.0496306956943865,0.0012290625142711,0.026372738071883,0.0466035233399396,LATE,,unplaced_to_cut,0.0454463939869037,4.293510210083482,T2-3b,EARLY,4.293510210083482
600189,False,True,28509.0,4.816352301763686,3.7948769789747594e-05,5.651824587996953,6.7144280928925486e-06,LATE,,unplaced_to_cut,0.0488171218052722,4.782858141653791,T2-3b,LATE,4.782858141653791
600190,False,False,,,,,,EARLY,0.07286946872891,placed_in_relaxation,0.07286946872891,,T2-3b,LATE,
600191,False,True,30927.0,5.240017850461566,3.491654550907795e-05,5.595922135637645,6.239641056960359e-06,LATE,,unplaced_to_cut,0.0618642505175757,5.327978945865642,T2-3b,LATE,5.327978945865642
600192,False,False,,,,,,LATE,,unplaced_to_cut,0.0517509605287624,6.152654101490373,T2-3b,LATE,6.152654101490373
600193,False,False,,,,,,LATE,,unplaced_to_cut,0.0444474362089944,5.935229272296986,T2-3b,LATE,5.935229272296986
600194,False,True,26.0,0.0428345340046624,0.0001820412157599,0.0118136455529721,0.0154094021988093,EARLY,0.0426400356577363,placed_in_relaxation,0.0426400356577363,,T2-3b,EARLY,
600195,False,True,28358.0,4.768920846213234,3.834363493081488e-05,6.124813489105399,6.260375928021184e-06,LATE,,unplaced_to_cut,0.0415942433756412,4.782858141653791,T2-3b,LATE,4.782858141653791
600196,False,True,30568.0,5.183361294350288,3.5292239961347844e-05,5.743980692262217,6.144212846831193e-06,LATE,,unplaced_to_cut,0.0397233773925093,5.139696800771513,T2-3b,LATE,5.139696800771513
600197,False,True,25.0,0.0590458350205352,0.0022653341666485,0.0214309296854907,0.1057039615123275,EARLY,0.0559213358801433,placed_in_relaxation,0.0559213358801433,,T2-3b,EARLY,
600198,False,True,513.0,0.1314958756745967,0.0024466123818184,0.1765323815618587,0.0138592838332105,EARLY,0.9685229383514152,switch_below_cut,0.0417208071144448,,T2-3b,EARLY,
600199,False,True,30708.0,5.165682449101135,3.541656136926521e-05,6.133349208942437,5.77442440708052e-06,LATE,,unplaced_to_cut,0.0230161735149636,5.139696800771513,T2-3b,LATE,5.139696800771513
600200,False,True,37.0,0.0530294659185401,0.0003211161598706,0.0133414140170843,0.0240691248663335,EARLY,0.0524199654163561,placed_in_relaxation,0.0524199654163561,,T2-3b,EARLY,
600201,False,True,136.0,0.0846367582753451,0.0037929665878579,0.0178524646110548,0.2124617900381804,EARLY,0.0520641986045236,placed_in_relaxation,0.0520641986045236,,T2-3b,EARLY,
600202,False,True,182.0,0.0709855025727232,0.0033359711884262,0.0404632765533145,0.0824444155932545,EARLY,0.044904286779378,placed_in_relaxation,0.044904286779378,,T2-3b,EARLY,
600203,False,True,30154.0,5.079103605760624,3.6031499427119995e-05,6.29828614481836,5.7208419240785585e-06,LATE,,unplaced_to_cut,0.0342443040800784,5.139696800771513,T2-3b,LATE,5.139696800771513
600204,False,False,,,,,,LATE,,unplaced_to_cut,0.0385037790616738,5.935229272296986,T2-3b,LATE,5.935229272296986
600205,False,True,242.0,0.0506622588378549,0.0075564996927485,0.0508051432192908,0.1487349353614121,EARLY,0.0078736278478539,placed_in_relaxation,0.0078736278478539,,T2-3b,EARLY,
600206,False,True,31551.0,5.452579516738982,3.356366443842197e-05,6.319867064462649,5.310818106784932e-06,LATE,,unplaced_to_cut,0.0728232228383061,5.523158417307099,T2-3b,LATE,5.523158417307099
600207,False,True,31240.0,5.324148324159266,3.438172682230979e-05,6.436611682188396,5.341587860186135e-06,LATE,,unplaced_to_cut,0.0356633755443512,5.327978945865642,T2-3b,LATE,5.327978945865642
600208,False,True,28616.0,4.846931590081352,3.774825708460917e-05,5.929380862730145,6.366306695169557e-06,LATE,,unplaced_to_cut,0.0353614863025446,4.958068241684655,T2-3b,LATE,4.958068241684655
600209,False,True,31868.0,5.404704017193453,3.386006297889197e-05,5.4626413529872755,6.198478133728367e-06,LATE,,unplaced_to_cut,0.0590695379018575,5.523158417307099,T2-3b,LATE,5.523158417307099
600210,False,True,285.0,0.107772376688617,0.002558832352435,0.0521449381789807,0.0490715387110472,LATE,,unplaced_to_cut,0.0457256331276479,5.327978945865642,T2-3b,EARLY,5.327978945865642
600211,False,True,26650.0,4.537687682342198,4.028777515583927e-05,5.901816767595252,6.826334456373657e-06,LATE,,unplaced_to_cut,0.0799967810088483,4.613839682733214,T2-3b,LATE,4.613839682733214
600212,False,True,29507.0,4.931881957795396,3.70839189495798e-05,4.817058928783325,7.69845656817537e-06,LATE,,unplaced_to_cut,0.0049599598511822,4.958068241684655,T2-3b,LATE,4.958068241684655
600213,False,True,28562.0,4.798977897119064,3.809625644116789e-05,5.7791482949409945,6.592019186376813e-06,LATE,,unplaced_to_cut,0.0315671992463356,4.782858141653791,T2-3b,LATE,4.782858141653791
600214,False,True,41.0,0.0411913858709668,0.0005764183496088,-0.0513085838673907,,LATE,,unplaced_to_cut,0.0402525123139283,4.958068241684655,T2-3b,EARLY,4.958068241684655
600215,False,True,1904.0,0.3130741107844929,0.0016888382374428,0.1248616820649212,0.0135256726444284,LATE,,unplaced_to_cut,0.0750037935057029,4.782858141653791,T2-3b,EARLY,4.782858141653791
600216,False,True,1683.0,0.2942821010130703,0.0017590739290728,0.1238193148407844,0.0142067813194958,LATE,,unplaced_to_cut,0.0793855998030242,4.782858141653791,T2-3b,EARLY,4.782858141653791
600217,False,True,30637.0,5.113503151359989,3.578360861595254e-05,6.046724106075657,5.917850391089899e-06,LATE,,unplaced_to_cut,0.0253063409057269,5.139696800771513,T2-3b,LATE,5.139696800771513
600218,False,True,13.0,0.0183743625729217,-0.0082615865883408,0.0007221136680485,-11.440839515844662,EARLY,0.0204754496981428,placed_in_relaxation,0.0204754496981428,,T2-3b,EARLY,
600219,False,True,797.0,0.136878164781057,0.0033108326464442,0.1545830757373271,0.0214178210043518,LATE,,unplaced_to_cut,0.0161684512785017,3.7180266639144746,T2-3b,EARLY,3.7180266639144746
600220,False,True,30100.0,5.085482334026377,3.597855022982924e-05,5.660328838632104,6.356265025500524e-06,LATE,,unplaced_to_cut,0.0269237586822843,5.139696800771513,T2-3b,LATE,5.139696800771513
600221,False,True,60.0,0.0683305605342925,0.0002556539706094,0.0159359062095736,0.0160426377544752,LATE,,unplaced_to_cut,0.0673076249345051,5.327978945865642,T2-3b,EARLY,5.327978945865642
600222,False,True,30281.0,5.133683587323649,3.563722164342011e-05,5.599689658462474,6.364142268056538e-06,LATE,,unplaced_to_cut,0.0423808119568454,5.139696800771513,T2-3b,LATE,5.139696800771513
600223,False,True,30397.0,5.1518955402212665,3.5494349284711874e-05,4.47433082247763,7.932884422939723e-06,LATE,,unplaced_to_cut,0.0254448405398316,5.139696800771513,T2-3b,LATE,5.139696800771513
600224,False,True,2.0,0.0257221936758641,0.0072652043129132,-0.0619513835474105,,EARLY,0.0253498794927456,placed_in_relaxation,0.0253498794927456,,T2-3b,EARLY,
600225,False,False,,,,,,LATE,,unplaced_to_cut,0.0297142219516653,6.152654101490373,T2-3b,LATE,6.152654101490373
600226,False,True,28222.0,4.747643597641927,3.851571523666641e-05,6.6031546008800355,5.832926466924343e-06,LATE,,unplaced_to_cut,0.0144005961861967,4.782858141653791,T2-3b,LATE,4.782858141653791
600227,False,True,61.0,0.0521212098965106,0.0041234808104384,-0.115679725255875,,LATE,,unplaced_to_cut,0.0406973556147347,6.152654101490373,T2-3b,EARLY,6.152654101490373
600228,False,False,,,,,,LATE,,unplaced_to_cut,0.0484239624760206,5.72548788435838,T2-3b,LATE,5.72548788435838
600229,False,True,28446.0,4.821282145174299,3.7943844102414985e-05,6.351107637660864,5.974366404596134e-06,LATE,,unplaced_to_cut,0.0256062837311231,4.958068241684655,T2-3b,LATE,4.958068241684655
600230,False,True,26470.0,4.397171064974463,4.1539340161017575e-05,6.013315351219871,6.907893189501667e-06,LATE,,unplaced_to_cut,0.0255604592558632,4.450794062355996,T2-3b,LATE,4.450794062355996
600231,False,True,44.0,0.073654568302234,0.00035740494602,0.0051615174294082,0.0692441614134132,EARLY,0.0725312682800789,placed_in_relaxation,0.0725312682800789,,T2-3b,EARLY,
600232,False,True,1507.0,0.2664512815692055,0.0012723699117919,0.1545610237546165,0.0082321524591603,LATE,,unplaced_to_cut,0.0389677591207719,5.327978945865642,T2-3b,EARLY,5.327978945865642
600233,False,True,71.0,0.0439060697649358,-0.0023725415178369,0.0119489593631398,-0.1985563299475025,LATE,,unplaced_to_cut,0.0520244777402279,4.782858141653791,T2-3b,EARLY,4.782858141653791
600234,False,True,27978.0,4.702170583346891,3.887892757490467e-05,6.2903030765050225,6.18077175329147e-06,LATE,,unplaced_to_cut,0.0512480070043668,4.782858141653791,T2-3b,LATE,4.782858141653791
600235,False,True,27874.0,4.667735583895707,3.9161820921413224e-05,6.672640464355059,5.8690140927888874e-06,LATE,,unplaced_to_cut,0.0233128973535242,4.613839682733214,T2-3b,LATE,4.613839682733214
600236,False,True,28049.0,4.646053877104039,3.9337532880606645e-05,6.005357425137642,6.550406594609152e-06,LATE,,unplaced_to_cut,0.0091542771979225,4.613839682733214,T2-3b,LATE,4.613839682733214
600237,False,True,26816.0,4.511062850243837,4.050708922796763e-05,5.33333468430302,7.595077306359079e-06,LATE,,unplaced_to_cut,0.055762461334349,4.450794062355996,T2-3b,LATE,4.450794062355996
600238,False,True,268.0,0.0944988425155517,0.0027125667732765,0.0731349347308485,0.0370898912162755,LATE,,unplaced_to_cut,0.0384346927662351,5.327978945865642,T2-3b,EARLY,5.327978945865642
600239,False,True,29328.0,4.949029163170845,3.697778081735127e-05,5.633553971763575,6.5638460202371025e-06,LATE,,unplaced_to_cut,0.0410111827502154,4.958068241684655,T2-3b,LATE,4.958068241684655
600320,False,True,187.0,0.0992003068121649,0.0063886148190584,0.0765944892391778,0.0834082827957646,EARLY,0.0372054598350218,placed_in_relaxation,0.0372054598350218,,T2-3c,EARLY,
600321,False,True,18076.0,5.35794686815714,6.420022894627314e-05,4.568122338220472,1.405396445036596e-05,LATE,,unplaced_to_cut,0.0563986675613678,5.327978945865642,T2-3c,LATE,5.327978945865642
600322,False,True,14791.0,4.327998937368616,7.921173022744622e-05,6.822161411927218,1.161094343047351e-05,LATE,,unplaced_to_cut,0.0370358219653982,4.293510210083482,T2-3c,LATE,4.293510210083482
600323,False,True,33.0,0.0276793204013252,0.0008491328770443,0.0122748642075577,0.0691765597310272,EARLY,0.0269373372626465,placed_in_relaxation,0.0269373372626465,,T2-3c,EARLY,
600324,False,True,58.0,0.0405741457413806,0.0135435389064753,0.0027511103541635,4.922935528914181,EARLY,0.0187491670214401,placed_in_relaxation,0.0187491670214401,,T2-3c,EARLY,
600325,False,True,16774.0,4.916388165385319,6.98663145960494e-05,5.470253975768047,1.2772042195031698e-05,LATE,,unplaced_to_cut,0.0130084676547346,4.958068241684655,T2-3c,LATE,4.958068241684655
600326,False,True,16790.0,5.08829140632833,6.763317686946206e-05,5.343263373174923,1.2657653599671802e-05,LATE,,unplaced_to_cut,0.0505381466180486,5.139696800771513,T2-3c,LATE,5.139696800771513
600327,False,True,653.0,0.2624379725137,0.0028901596387456,0.0826556363995862,0.0349662741059014,LATE,,unplaced_to_cut,0.0516837874189085,4.782858141653791,T2-3c,EARLY,4.782858141653791
600328,False,True,15830.0,4.838219843872247,7.107334830843311e-05,6.393007766988214,1.1117356790247765e-05,LATE,,unplaced_to_cut,0.0451547176255873,4.782858141653791,T2-3c,LATE,4.782858141653791
600329,False,True,18484.0,5.576176480017663,6.177581683975587e-05,6.20422808737652,9.957051218901592e-06,LATE,,unplaced_to_cut,0.0458127365457807,5.523158417307099,T2-3c,LATE,5.523158417307099
600330,False,True,44.0,0.0557558006312018,0.0079976430745981,0.0137078332754591,0.5834359751745839,EARLY,0.0391752502837567,placed_in_relaxation,0.0391752502837567,,T2-3c,EARLY,
600331,False,True,15640.0,4.633986629145405,7.398911951876522e-05,5.958959258897519,1.241644997124114e-05,LATE,,unplaced_to_cut,0.0364387252901123,4.613839682733214,T2-3c,LATE,4.613839682733214
600332,False,True,17869.0,5.261191910124441,6.537794494987273e-05,5.119379400437965,1.2770677817760414e-05,LATE,,unplaced_to_cut,0.0215788708470406,5.327978945865642,T2-3c,LATE,5.327978945865642
600333,False,True,18717.0,5.628620960042989,6.113302306339444e-05,4.653304068153585,1.3137551762795463e-05,LATE,,unplaced_to_cut,0.0408418395267915,5.72548788435838,T2-3c,LATE,5.72548788435838
600334,False,True,431.0,0.1540189023473133,0.0031679735804483,0.0451153605384335,0.0702194007238314,EARLY,0.7998296996806126,switch_below_cut,0.0376736890127652,,T2-3c,EARLY,
600335,False,True,37.0,0.0395547710756399,0.0008678782528497,0.015645252287889,0.0554723079487544,EARLY,0.0383380434332708,placed_in_relaxation,0.0383380434332708,,T2-3c,EARLY,
600336,False,True,1657.0,0.4867612443284457,0.0009792700810882,0.0827817491419521,0.0118295408255872,LATE,,unplaced_to_cut,0.0269543237702634,5.327978945865642,T2-3c,EARLY,5.327978945865642
600337,False,True,18473.0,5.482567978408317,6.278376646881613e-05,4.7976543774955465,1.308634627023514e-05,LATE,,unplaced_to_cut,0.0184594906131943,5.523158417307099,T2-3c,LATE,5.523158417307099
600338,False,True,48.0,0.0556110575927856,0.000700683411765,-0.0842213668812489,,EARLY,0.0538094950135069,placed_in_relaxation,0.0538094950135069,,T2-3c,EARLY,
600339,False,True,7.0,0.0488004058495805,8.745239110879192e-05,0.0159302353528953,0.005489711179496,EARLY,0.0487748062825761,placed_in_relaxation,0.0487748062825761,,T2-3c,EARLY,
600340,False,True,17707.0,5.326721882752244,6.461016398618487e-05,5.603665054568366,1.1529983208670132e-05,LATE,,unplaced_to_cut,0.0458399667483196,5.327978945865642,T2-3c,LATE,5.327978945865642
600341,False,True,19852.0,5.929484800664582,5.8093196301010434e-05,4.902721038911047,1.1849174333996704e-05,LATE,,unplaced_to_cut,0.028748495268266,5.935229272296986,T2-3c,LATE,5.935229272296986
600342,False,True,695.0,0.2568873658977418,0.0034584463531439,0.185189610363397,0.0186751640459604,LATE,,unplaced_to_cut,0.0646490651959055,4.293510210083482,T2-3c,EARLY,4.293510210083482
600343,False,True,17619.0,5.321098758846379,6.467982897270677e-05,5.560906618427769,1.1631166176819144e-05,LATE,,unplaced_to_cut,0.0395433725824195,5.327978945865642,T2-3c,LATE,5.327978945865642
600344,False,True,113.0,0.0534211813700569,0.0098394696664261,0.0201468122488723,0.4883884132576288,LATE,,unplaced_to_cut,0.0199270023168451,4.782858141653791,T2-3c,EARLY,4.782858141653791
600345,False,True,171.0,0.0799436851736337,0.0062566952460064,0.0242610587956982,0.2578904448768667,EARLY,0.6827489850962406,switch_below_cut,0.0367679169211668,,T2-3c,EARLY,
600346,False,True,20310.0,6.063709039016691,5.6795528741885616e-05,5.753263108438412,9.871880995427209e-06,LATE,,unplaced_to_cut,0.0276844183875046,6.152654101490373,T2-3c,LATE,6.152654101490373
600347,False,True,16811.0,5.075169258794138,6.778887853935789e-05,5.434935590825787,1.2472802557915504e-05,LATE,,unplaced_to_cut,0.0480135309296838,5.139696800771513,T2-3c,LATE,5.139696800771513
600348,False,True,236.0,0.145668449816562,0.0036638542650121,0.0559215291508379,0.0655177767962962,LATE,,unplaced_to_cut,0.0384879663570822,4.613839682733214,T2-3c,EARLY,4.613839682733214
600349,False,True,20845.0,6.399236486505753,5.389366593772427e-05,5.840290945674954,9.227907725664831e-06,LATE,,unplaced_to_cut,0.0388546833514359,6.611690262414816,T2-3c,LATE,6.611690262414816
600350,False,True,16461.0,4.974727323611035,6.905808193158513e-05,5.941951458896015,1.1622121521742586e-05,LATE,,unplaced_to_cut,0.0374201531845509,4.958068241684655,T2-3c,LATE,4.958068241684655
600351,False,True,35.0,0.0217950658918352,0.0036833186113631,0.0173400842290089,0.2124164198234483,EARLY,0.8158360093146023,switch_below_cut,0.0192296003419594,,T2-3c,EARLY,
600352,False,True,93.0,0.0634927179821353,0.0089429007095055,0.0271387631582916,0.3295249918850194,EARLY,0.0278874943441215,placed_in_relaxation,0.0278874943441215,,T2-3c,EARLY,
600353,False,True,17578.0,5.227076668038994,6.582195810890777e-05,6.630386365601721,9.927318632650194e-06,LATE,,unplaced_to_cut,0.0056569284963516,5.327978945865642,T2-3c,LATE,5.327978945865642
600354,False,True,18508.0,5.5140713774824865,6.243410767417045e-05,6.293323302674342,9.920689701042236e-06,LATE,,unplaced_to_cut,0.0312449726799826,5.523158417307099,T2-3c,LATE,5.523158417307099
600355,False,True,945.0,0.2860018004152949,0.0031791376356911,0.0777301448805054,0.0408996746446112,LATE,,unplaced_to_cut,0.0105603987989545,4.613839682733214,T2-3c,EARLY,4.613839682733214
600356,False,True,18625.0,5.482545461069632,6.273579716855518e-05,4.765434464879092,1.316475919056562e-05,LATE,,unplaced_to_cut,0.0350564235913172,5.523158417307099,T2-3c,LATE,5.523158417307099
600357,False,True,15791.0,4.74125650120086,7.247635290491371e-05,6.300937655412497,1.1502471039791454e-05,LATE,,unplaced_to_cut,0.0435041540343668,4.782858141653791,T2-3c,LATE,4.782858141653791
600358,False,True,1342.0,0.4239218113757238,0.0013189434682884,0.0894862128841573,0.0147390690227991,LATE,,unplaced_to_cut,0.0341283422970282,5.523158417307099,T2-3c,EARLY,5.523158417307099
600359,False,True,1227.0,0.3527375224117354,0.0024078488360358,0.1035329999595226,0.0232568247513087,LATE,,unplaced_to_cut,0.0465857060416362,4.958068241684655,T2-3c,EARLY,4.958068241684655
600360,False,True,16525.0,4.938827512072528,6.961213859318363e-05,5.970899953323233,1.16585672406786e-05,LATE,,unplaced_to_cut,0.0269812121948597,4.958068241684655,T2-3c,LATE,4.958068241684655
600361,False,True,15834.0,4.691173279962456,7.312303793566954e-05,5.370333262762896,1.361610804355364e-05,LATE,,unplaced_to_cut,0.0336616020319881,4.613839682733214,T2-3c,LATE,4.613839682733214
600362,False,True,15757.0,4.71677421996041,7.274774624301274e-05,5.55502789769205,1.3095838145698112e-05,LATE,,unplaced_to_cut,0.0304661222558363,4.782858141653791,T2-3c,LATE,4.782858141653791
600363,False,True,11.0,0.0582996297470655,3.204620361398432e-05,-0.0613781791944743,,EARLY,0.0582809499228046,placed_in_relaxation,0.0582809499228046,,T2-3c,EARLY,
600364,False,True,252.0,0.1504723142678534,0.0033409269517832,0.0375737623256594,0.0889164870642103,EARLY,0.0657562452868834,placed_in_relaxation,0.0657562452868834,,T2-3c,EARLY,
600365,False,True,138.0,0.0812027972553152,0.0055179104214054,0.0465950211824601,0.1184227473531564,EARLY,0.3336037505298546,switch_below_cut,0.0450477627458988,,T2-3c,EARLY,
600366,False,True,17819.0,5.385213231715651,6.385672849783502e-05,6.0344212417827725,1.058208002710954e-05,LATE,,unplaced_to_cut,0.0734431235520937,5.523158417307099,T2-3c,LATE,5.523158417307099
600367,False,True,16655.0,4.988876363690627,6.889910360562459e-05,6.299331239153128,1.0937526697657395e-05,LATE,,unplaced_to_cut,0.0406536518082476,4.958068241684655,T2-3c,LATE,4.958068241684655
600368,False,True,17357.0,5.244799490384885,6.561623770639159e-05,6.446847764963841,1.0178034304298424e-05,LATE,,unplaced_to_cut,0.0471484189815817,5.327978945865642,T2-3c,LATE,5.327978945865642
600369,False,True,152.0,0.1074018091677164,0.0055956201896225,0.0444758800113965,0.1258124670762824,LATE,,unplaced_to_cut,0.0410732102174242,4.613839682733214,T2-3c,EARLY,4.613839682733214
600370,False,True,78.0,0.0558055536148202,0.003399591360292,0.0245421726495474,0.1385203913621194,EARLY,0.983807531339218,switch_below_cut,0.0433085853572485,,T2-3c,EARLY,
600371,False,True,185.0,0.1093910352213224,0.0046318592814737,0.0222588402628736,0.2080907732286225,EARLY,0.058586217580838,placed_in_relaxation,0.058586217580838,,T2-3c,EARLY,
600372,False,True,16131.0,4.739029997999607,7.238661073094059e-05,5.110593185367499,1.416403303988191e-05,LATE,,unplaced_to_cut,0.035707548242516,4.782858141653791,T2-3c,LATE,4.782858141653791
600373,False,True,20390.0,6.081896173372053,5.669381913632984e-05,4.664663338030432,1.2153893009622374e-05,LATE,,unplaced_to_cut,0.0206521860927508,6.152654101490373,T2-3c,LATE,6.152654101490373
600374,False,True,16535.0,4.92763252729053,6.981893420717238e-05,5.888485909627421,1.1856856801341994e-05,LATE,,unplaced_to_cut,0.0429361873413719,4.958068241684655,T2-3c,LATE,4.958068241684655
600375,False,True,17109.0,5.0922583672658455,6.744436566047179e-05,4.7016411456522205,1.4344856098351969e-05,LATE,,unplaced_to_cut,0.0335479354182262,5.139696800771513,T2-3c,LATE,5.139696800771513
600376,False,True,124.0,0.0993367525443614,0.0057421047772065,0.0182760857183686,0.3141867939170027,EARLY,0.9122083312905456,switch_below_cut,0.0471385901446004,,T2-3c,EARLY,
600377,False,True,114.0,0.1045325514967517,0.0029688623308487,0.021744943677309,0.13653115753741,EARLY,0.0776045088806558,placed_in_relaxation,0.0776045088806558,,T2-3c,EARLY,
600378,False,True,16615.0,4.889488313019301,7.022504860821015e-05,5.307557175393718,1.3231143120563895e-05,LATE,,unplaced_to_cut,0.0302928567497414,4.958068241684655,T2-3c,LATE,4.958068241684655
600379,False,True,17203.0,5.112658238722181,6.722348096798619e-05,5.029893134570914,1.3364793081974858e-05,LATE,,unplaced_to_cut,0.0339536139607671,5.139696800771513,T2-3c,LATE,5.139696800771513
600380,False,True,16249.0,4.935144139296582,6.966906781005248e-05,6.2131129599692585,1.1213230510844791e-05,LATE,,unplaced_to_cut,0.0591939374298378,4.958068241684655,T2-3c,LATE,4.958068241684655
600381,False,True,14077.0,4.156087841254086,8.233663907908537e-05,6.164270709888511,1.3357077090563814e-05,LATE,,unplaced_to_cut,0.0245923681596682,4.141784514364405,T2-3c,LATE,4.141784514364405
600382,False,True,17191.0,5.229609808004751,6.573983647836917e-05,5.572208238340347,1.179780684182568e-05,LATE,,unplaced_to_cut,0.0395162380414623,5.327978945865642,T2-3c,LATE,5.327978945865642
600383,False,True,16115.0,4.887783064635652,7.033021873614465e-05,6.00924936855969,1.170366121001924e-05,LATE,,unplaced_to_cut,0.043593027364834,4.958068241684655,T2-3c,LATE,4.958068241684655
600384,False,True,1385.0,0.4498244075316219,0.0013991332743906,0.074123587367311,0.0188756821422774,LATE,,unplaced_to_cut,0.0518077810147893,5.139696800771513,T2-3c,EARLY,5.139696800771513
